official_name,official_athlete_url,nickname,division,record,slug_name,profile_name,canonical_athlete_url,profile_division,profile_record,profile_status,profile_source_tag,birthplace,age,height,reach,weight,octagon_debut,alternate_slug_names,official_url_identity_valid,official_url_identity_status,official_url_identity_reason,ufcstats_name,ufcstats_url,ufcstats_resolution,combat_sport,combat_sport_reason,combat_sport_profile_url,coverage_eligible
Angela Hill,https://www.ufc.com/athlete/angela-hill,"""Overkill""",Women's Strawweight,19-16-0 (W-L-D),angela hill,Angela Hill,https://www.ufc.com/athlete/angela-hill,Women's Strawweight Division,19-16-0 (W-L-D),Active,,"Clinton, United States",41,63.00 in,64.50 in,115.60,"Dec. 12, 2014",angela hill,True,valid,,Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,ufc_fighter_details,mma,ufcstats_profile_match,,True
Anna Melisano,https://www.ufc.com/athlete/anna-melisano,"""Bandana""",Women's Flyweight,6-2-0 (W-L-D),anna melisano,Anna Melisano,https://www.ufc.com/athlete/anna-melisano,Women's Flyweight Division,6-2-0 (W-L-D),Active,,"Frankfort, United States",29,64.50 in,68.00 in,125.00,"Jul. 18, 2026",anna melisano,True,valid,,Anna Melisano,http://ufcstats.com/fighter-details/40a7ec5d1ad6ffa8,ufc_fighters_scraped,mma,ufcstats_profile_match,,True
Anshul Jubli,https://www.ufc.com/athlete/anshul-jubli,"""King of Lions""",Lightweight,7-2-0 (W-L-D),anshul jubli,Anshul Jubli,https://www.ufc.com/athlete/anshul-jubli,Lightweight Division,7-2-0 (W-L-D),Active,,"Uttarkashi, India",30,72.00 in,69.00 in,155.50,"Jun. 10, 2022",anshul jubli|anshul dzhubli,True,valid,,Anshul Jubli,http://ufcstats.com/fighter-details/a72a2a769fa5a2be,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ante Delija,https://www.ufc.com/athlete/ante-delija,"""Walking Trouble""",Heavyweight,26-8-0 (W-L-D),ante delija,Ante Delija,https://www.ufc.com/athlete/ante-delija,Heavyweight Division,26-8-0 (W-L-D),Active,,"Dubrovnik, Croatia",36,75.50 in,78.00 in,237.50,"Oct. 17, 2020",ante delija|ante deliya,True,valid,,Ante Delija,http://ufcstats.com/fighter-details/7d8435c56043b0ae,ufc_fighter_details,mma,ufcstats_profile_match,,True
Anthony Hernandez,https://www.ufc.com/athlete/anthony-hernandez,"""Fluffy""",Middleweight,15-3-0 (W-L-D),anthony hernandez,Anthony Hernandez,https://www.ufc.com/athlete/anthony-hernandez,Middleweight Division,15-3-0 (W-L-D),Active,,"Oakland, United States",32,72.00 in,75.00 in,186.00,"Feb. 2, 2019",anthony hernandez,True,valid,,Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be,ufc_fighter_details,mma,ufcstats_profile_match,,True
Anthony Romero,https://www.ufc.com/athlete/anthony-romero,,Lightweight,1-0-0 (W-L-D),anthony romero,Anthony Romero,https://www.ufc.com/athlete/anthony-romero,Lightweight Division,1-0-0 (W-L-D),Active,,"Welland, Canada",26,,,156.00,"Jul. 21, 2026",anthony romero,True,valid,,Anthony Romero,http://ufcstats.com/fighter-details/6f81399074fcdbba,ufc_fighter_details,mma,ufcstats_profile_match,,True
Anton Turkalj,https://www.ufc.com/athlete/anton-turkalj,"""The Pleasure Man """,Light Heavyweight,8-4-0 (W-L-D),anton turkalj,Anton Turkalj,https://www.ufc.com/athlete/anton-turkalj,Light Heavyweight Division,8-4-0 (W-L-D),Active,,"Gothenburg, Sweden",27,76.00 in,78.00 in,220.50,"Sep. 10, 2022",anton turkalj,True,valid,,Anton Turkalj,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,ufc_fighter_details,mma,ufcstats_profile_match,,True
Anvar Boynazarov,https://www.ufc.com/athlete/anvar-boynazarov,,Featherweight,0-1-0 (W-L-D),anvar boynazarov,Anvar Boynazarov,https://www.ufc.com/athlete/anvar-boynazarov,Featherweight Division,0-1-0 (W-L-D),Active,Dana White's Contender Series,Uzbekistan,34,,,144.00,"Jul. 21, 2026",anvar boynazarov,True,valid,,Anvar Boynazarov,http://ufcstats.com/fighter-details/4a191f4ea2fce7fc,ufc_fighter_details,mma,ufcstats_profile_match,,True
Aoriqileng,https://www.ufc.com/athlete/aoriqileng,"""The Mongolian Murderer""",Bantamweight,26-12-0 (W-L-D),aoriqileng,Aoriqileng,https://www.ufc.com/athlete/aoriqileng,Bantamweight Division,26-12-0 (W-L-D),Active,,"Inner Mongolia, China",32,67.00 in,69.00 in,135.50,"Apr. 24, 2021",aoriqileng,True,valid,,Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,ufc_fighter_details,mma,ufcstats_profile_match,,True
Arman Tsarukyan,https://www.ufc.com/athlete/arman-tsarukyan,"""Ahalkalakets""",Lightweight,23-3-0 (W-L-D),arman tsarukyan,Arman Tsarukyan,https://www.ufc.com/athlete/arman-tsarukyan,Lightweight Division,23-3-0 (W-L-D),Active,#14 PFP,Georgia,29,67.00 in,72.50 in,156.00,"Apr. 20, 2019",arman tsarukyan|arman carukyan,True,valid,,Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,ufc_fighter_details,mma,ufcstats_profile_match,,True
Arnold Allen,https://www.ufc.com/athlete/arnold-allen,"""Almighty""",Featherweight,21-4-0 (W-L-D),arnold allen,Arnold Allen,https://www.ufc.com/athlete/arnold-allen,Featherweight Division,21-4-0 (W-L-D),Active,,"Ipswich, England",32,68.00 in,70.00 in,145.50,"Jun. 20, 2015",arnold allen,True,valid,,Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54,ufc_fighter_details,mma,ufcstats_profile_match,,True
Artem Vakhitov,https://www.ufc.com/athlete/artem-vakhitov,,Light Heavyweight,1-0-0 (W-L-D),artem vakhitov,Artem Vakhitov,https://www.ufc.com/athlete/artem-vakhitov,Light Heavyweight Division,1-0-0 (W-L-D),Active,,Russia,33,,,205.50,"Jul. 21, 2026",artem vakhitov|artyom vakhitov,True,valid,,Artem Vakhitov,http://ufcstats.com/fighter-details/43e549b803ec7375,ufc_fighter_details,mma,ufcstats_profile_match,,True
Artur Minev,https://www.ufc.com/athlete/artur-minev,"""Headhunter""",Lightweight,7-1-0 (W-L-D),artur minev,Artur Minev,https://www.ufc.com/athlete/artur-minev,Lightweight Division,7-1-0 (W-L-D),Active,,"Odesa Oblast, Ukraine",22,69.00 in,,155.00,"May. 16, 2026",artur minev,True,valid,,Artur Minev,http://ufcstats.com/fighter-details/20d37922ba85e6fc,ufc_fighters_scraped,mma,ufcstats_profile_match,,True
Ashley Yoder,https://www.ufc.com/athlete/ashley-yoder,"""Spider Monkey""",Women's Strawweight,8-9-0 (W-L-D),ashley yoder,Ashley Yoder,https://www.ufc.com/athlete/ashley-yoder,Women's Strawweight Division,8-9-0 (W-L-D),Active,,"Indianapolis, United States",35,67.00 in,69.50 in,116.00,"Dec. 10, 2016",ashley yoder|eshli yoder,True,valid,,Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Asikeerbai Jinensibieke,https://www.ufc.com/athlete/asikeerbai-jinensibieke,,Lightweight,0-0-0 (W-L-D),asikeerbai jinensibieke,Asikeerbai Jinensibieke,https://www.ufc.com/athlete/asikeerbai-jinensibieke,Lightweight Division,,Active,,"Xinjiang, China",34,,,155.00,"Jun. 10, 2022",asikeerbai jinensibieke,True,valid,,Jinensibieke Asikeerbai,http://ufcstats.com/fighter-details/4eccb78d628b2238,live_search,mma,ufcstats_profile_match,,True
Asu Almabayev,https://www.ufc.com/athlete/asu-almabayev,"""Zulfikar""",Flyweight,24-3-0 (W-L-D),asu almabayev,Asu Almabayev,https://www.ufc.com/athlete/asu-almabayev,Flyweight Division,24-3-0 (W-L-D),Active,,Kazakhstan,32,64.00 in,65.00 in,125.50,"Aug. 5, 2023",asu almabayev|assu almabayev,True,valid,,Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ateba Gautier,https://www.ufc.com/athlete/ateba-gautier,"""The Storm""",Middleweight,11-1-0 (W-L-D),ateba gautier,Ateba Gautier,https://www.ufc.com/athlete/ateba-gautier,Middleweight Division,11-1-0 (W-L-D),Active,,"Yaounde, Cameroon",24,76.00 in,81.00 in,186.00,"Mar. 29, 2025",ateba gautier,True,valid,,Ateba Gautier,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,ufc_fighter_details,mma,ufcstats_profile_match,,True
Austin Bashi,https://www.ufc.com/athlete/austin-bashi,,Featherweight,14-2-0 (W-L-D),austin bashi,Austin Bashi,https://www.ufc.com/athlete/austin-bashi,Featherweight Division,14-2-0 (W-L-D),Active,,United States,24,66.00 in,70.00 in,145.50,"Jan. 11, 2025",austin bashi,True,valid,,Austin Bashi,http://ufcstats.com/fighter-details/d3f89fa685bd8420,ufc_fighter_details,mma,ufcstats_profile_match,,True
Austin Lingo,https://www.ufc.com/athlete/austin-lingo,"""Lights Out""",Featherweight,9-3-0 (W-L-D),austin lingo,Austin Lingo,https://www.ufc.com/athlete/austin-lingo,Featherweight Division,9-3-0 (W-L-D),Active,,"Dallas, United States",29,70.00 in,70.00 in,157.00,"Feb. 8, 2020",austin lingo|ostin lingo,True,valid,,Austin Lingo,http://ufcstats.com/fighter-details/305d73ede05e31ad,ufc_fighter_details,mma,ufcstats_profile_match,,True
Austin Tweedy,https://www.ufc.com/athlete/austin-tweedy,"""The Flash""",Lightweight,8-2-0 (W-L-D),austin tweedy,Austin Tweedy,https://www.ufc.com/athlete/austin-tweedy,Lightweight Division,8-2-0 (W-L-D),Active,,"Indianapolis, United States",32,69.00 in,68.00 in,155.50,"Jul. 21, 2026",austin tweedy,True,valid,,Austin Tweedy,http://ufcstats.com/fighter-details/885adaff8fe15cf7,ufc_fighter_details,mma,ufcstats_profile_match,,True
Austin Vanderford,https://www.ufc.com/athlete/austin-vanderford,,Welterweight,13-3-0 (W-L-D),austin vanderford,Austin Vanderford,https://www.ufc.com/athlete/austin-vanderford,Welterweight Division,13-3-0 (W-L-D),Active,,"Santa Rosa, United States",35,71.00 in,74.00 in,170.50,"Feb. 22, 2025",austin vanderford,True,valid,,Austin Vanderford,http://ufcstats.com/fighter-details/32c3ee378671a5d9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Axel Sola,https://www.ufc.com/athlete/axel-sola,,Lightweight,11-1-1 (W-L-D),axel sola,Axel Sola,https://www.ufc.com/athlete/axel-sola,Lightweight Division,11-1-1 (W-L-D),Active,,"Nice, France",28,72.00 in,,170.00,"Sep. 6, 2025",axel sola|aksel sola,True,valid,,Axel Sola,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,ufc_fighter_details,mma,ufcstats_profile_match,,True
Azamat Bekoev,https://www.ufc.com/athlete/azamat-bekoev,"""Iron""",Middleweight,20-5-0 (W-L-D),azamat bekoev,Azamat Bekoev,https://www.ufc.com/athlete/azamat-bekoev,Middleweight Division,20-5-0 (W-L-D),Active,,Russia,30,72.00 in,72.00 in,185.00,"Jan. 18, 2025",azamat bekoev,True,valid,,Azamat Bekoev,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,ufc_fighter_details,mma,ufcstats_profile_match,,True
Azamat Murzakanov,https://www.ufc.com/athlete/azamat-murzakanov,"""Professional""",Light Heavyweight,16-1-0 (W-L-D),azamat murzakanov,Azamat Murzakanov,https://www.ufc.com/athlete/azamat-murzakanov,Light Heavyweight Division,16-1-0 (W-L-D),Active,,"Nalchik, Russia",37,70.00 in,71.50 in,205.50,"Nov. 20, 2021",azamat murzakanov,True,valid,,Azamat Murzakanov,http://ufcstats.com/fighter-details/e90a2f22417af68e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Baergeng Jieleyisi,https://www.ufc.com/athlete/baergeng-jieleyisi,,,18-7-0 (W-L-D),baergeng jieleyisi,Baergeng Jieleyisi,https://www.ufc.com/athlete/baergeng-jieleyisi,,18-7-0 (W-L-D),,Road to UFC,,27,,,135.50,"Nov. 23, 2024",baergeng jieleyisi,True,valid,,Baergeng Jieleyisi,http://ufcstats.com/fighter-details/8677e67a75d65b8e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bahatebole Batebolati,https://www.ufc.com/athlete/bahatebole-batebolati,,Lightweight,2-0-0 (W-L-D),bahatebole batebolati,Bahatebole Batebolati,https://www.ufc.com/athlete/bahatebole-batebolati,Lightweight Division,2-0-0 (W-L-D),,,"Xinjiang, China",25,,,179.10,"Jul. 21, 2026",bahatebole batebolati,True,valid,,Bahatebole Batebolati,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Baisangur Susurkaev,https://www.ufc.com/athlete/baisangur-susurkaev,"""The Real Hunter""",Middleweight,12-0-0 (W-L-D),baisangur susurkaev,Baisangur Susurkaev,https://www.ufc.com/athlete/baisangur-susurkaev,Middleweight Division,12-0-0 (W-L-D),Active,,"Chechnya, Russia",25,74.00 in,79.00 in,185.20,"Aug. 16, 2025",baisangur susurkaev|baysangur susurkaev,True,valid,,Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bassil Hafez,https://www.ufc.com/athlete/bassil-hafez,"""The Habibi """,Welterweight,9-4-1 (W-L-D),bassil hafez,Bassil Hafez,https://www.ufc.com/athlete/bassil-hafez,Welterweight Division,9-4-1 (W-L-D),Active,,United States,33,71.00 in,72.00 in,171.00,"Jul. 15, 2023",bassil hafez|bassil khafez,True,valid,,Bassil Hafez,http://ufcstats.com/fighter-details/f4d92416da98804b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bekzat Almakhan,https://www.ufc.com/athlete/bekzat-almakhan,"""The Turan Warrior""",Bantamweight,12-4-0 (W-L-D),bekzat almakhan,Bekzat Almakhan,https://www.ufc.com/athlete/bekzat-almakhan,Bantamweight Division,12-4-0 (W-L-D),Active,,Kazakhstan,28,67.00 in,68.00 in,136.00,"Mar. 2, 2024",bekzat almakhan,True,valid,,Bekzat Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,ufc_fighter_details,mma,ufcstats_profile_match,,True
Belal Muhammad,https://www.ufc.com/athlete/belal-muhammad,"""Remember The Name""",Welterweight,24-6-0 (W-L-D),belal muhammad,Belal Muhammad,https://www.ufc.com/athlete/belal-muhammad,Welterweight Division,24-6-0 (W-L-D),Active,,"Chicago, United States",38,71.00 in,72.00 in,171.00,"Jul. 7, 2016",belal muhammad|belal mukhammad,True,valid,,Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Ben Johnston,https://www.ufc.com/athlete/benjamin-johnston,,Middleweight,5-2-0 (W-L-D),benjamin johnston,Ben Johnston,https://www.ufc.com/athlete/benjamin-johnston,Middleweight Division,5-2-0 (W-L-D),Active,,Australia,35,76.00 in,,185.00,"May. 2, 2026",benjamin johnston,True,valid,,Ben Johnston,http://ufcstats.com/fighter-details/3261aa79bf6caa64,ufc_fighters_scraped,mma,ufcstats_profile_match,,True
Benardo Sopaj,https://www.ufc.com/athlete/benardo-sopaj,"""Lion King""",Bantamweight,13-3-0 (W-L-D),benardo sopaj,Benardo Sopaj,https://www.ufc.com/athlete/benardo-sopaj,Bantamweight Division,13-3-0 (W-L-D),Active,,Albania,25,66.00 in,66.00 in,135.00,"Jul. 21, 2026",benardo sopaj|benardo sopay,True,valid,,Benardo Sopaj,http://ufcstats.com/fighter-details/b6c37948cb226e8c,ufc_fighter_details,mma,ufcstats_profile_match,,True
Beneil Dariush,https://www.ufc.com/athlete/beneil-dariush,,Lightweight,23-8-1 (W-L-D),beneil dariush,Beneil Dariush,https://www.ufc.com/athlete/beneil-dariush,Lightweight Division,23-8-1 (W-L-D),Active,,Iran,37,70.00 in,72.00 in,157.20,"Jan. 15, 2014",beneil dariush,True,valid,,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,ufc_fighter_details,mma,ufcstats_profile_match,,True
Benoît Saint Denis,https://www.ufc.com/athlete/benoit-saint-denis,"""God of War""",Lightweight,17-4-0 (W-L-D),benoit saint denis,Benoît Saint Denis,https://www.ufc.com/athlete/benoit-saint-denis,Lightweight Division,17-4-0 (W-L-D),Active,,"Nîmes, France",30,71.00 in,73.00 in,170.90,"Oct. 30, 2021",benoit saint denis,True,valid,,Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bia Mesquita,https://www.ufc.com/athlete/bia-mesquita,"""The Lady GOAT""",Women's Bantamweight,8-0-0 (W-L-D),bia mesquita,Bia Mesquita,https://www.ufc.com/athlete/bia-mesquita,Women's Bantamweight Division,8-0-0 (W-L-D),Active,,Brazil,35,66.00 in,67.50 in,135.00,"Oct. 11, 2025",bia mesquita|bia mesquita bia mesquita,True,valid,,Bia Mesquita,http://ufcstats.com/fighter-details/eff9074bc066f0f2,ufc_fighter_details,mma,ufcstats_profile_match,,True
Billy Elekana,https://www.ufc.com/athlete/billy-elekana,"""Son of Susie""",Light Heavyweight,10-2-0 (W-L-D),billy elekana,Billy Elekana,https://www.ufc.com/athlete/billy-elekana,Light Heavyweight Division,10-2-0 (W-L-D),Active,,"Victorville, United States",30,75.00 in,77.00 in,215.00,"Jan. 18, 2025",billy elekana,True,valid,,Billy Elekana,http://ufcstats.com/fighter-details/07a74004d964c7f4,ufc_fighter_details,mma,ufcstats_profile_match,,True
Billy Pasulatan,https://www.ufc.com/athlete/billy-pasulatan,,Flyweight,0-1-0 (W-L-D),billy pasulatan,Billy Pasulatan,https://www.ufc.com/athlete/billy-pasulatan,Flyweight Division,0-1-0 (W-L-D),Active,,"Kaima, Indonesia",31,,,125.50,"Jul. 21, 2026",billy pasulatan,True,valid,,Billy Pasulatan,http://ufcstats.com/fighter-details/e5a59983f4603621,ufc_fighter_details,mma,ufcstats_profile_match,,True
Billy Quarantillo,https://www.ufc.com/athlete/billy-quarantillo,,Lightweight,18-7-0 (W-L-D),billy quarantillo,Billy Quarantillo,https://www.ufc.com/athlete/billy-quarantillo,Lightweight Division,18-7-0 (W-L-D),Active,,"Buffalo, United States",37,70.00 in,70.00 in,146.00,"Dec. 7, 2019",billy quarantillo,True,valid,,Billy Quarantillo,http://ufcstats.com/fighter-details/aa171d55d4b5208f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Billy Ray Goff,https://www.ufc.com/athlete/billy-goff,,Welterweight,9-4-0 (W-L-D),,Billy Ray Goff,https://www.ufc.com/athlete/billy-goff,Welterweight Division,9-4-0 (W-L-D),Active,,"Gulfport, United States",26,70.00 in,72.50 in,170.00,"Aug. 26, 2023",,True,slug_mismatch_profile_valid,slug_name_mismatch:billy goff,Billy Ray Goff,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,ufc_fighter_details,mma,ufcstats_profile_match,,True
Blood Diamond,https://www.ufc.com/athlete/mike-diamond,,Welterweight,3-3-0 (W-L-D),,Blood Diamond,https://www.ufc.com/athlete/mike-diamond,Welterweight Division,3-3-0 (W-L-D),Active,,Zimbabwe,34,71.00 in,76.00 in,169.50,"Feb. 12, 2022",,True,slug_mismatch_profile_valid,slug_name_mismatch:mike diamond,Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bo Nickal,https://www.ufc.com/athlete/bo-nickal,,Middleweight,9-1-0 (W-L-D),bo nickal,Bo Nickal,https://www.ufc.com/athlete/bo-nickal,Middleweight Division,9-1-0 (W-L-D),Active,,"Rifle, United States",30,73.00 in,76.00 in,185.80,"Mar. 4, 2023",bo nickal,True,valid,,Bo Nickal,http://ufcstats.com/fighter-details/35673bf5204524ee,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bogdan Grad,https://www.ufc.com/athlete/bogdan-grad,"""The Unleashed""",Featherweight,15-4-0 (W-L-D),bogdan grad,Bogdan Grad,https://www.ufc.com/athlete/bogdan-grad,Featherweight Division,15-4-0 (W-L-D),Active,,"Timișoara, Romania",30,68.00 in,70.00 in,145.50,"Feb. 1, 2025",bogdan grad,True,valid,,Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bogdan Guskov,https://www.ufc.com/athlete/bogdan-guskov,"""Hitman""",Light Heavyweight,18-3-0 (W-L-D),bogdan guskov,Bogdan Guskov,https://www.ufc.com/athlete/bogdan-guskov,Light Heavyweight Division,18-3-0 (W-L-D),Active,,"Tashkent, Uzbekistan",33,75.00 in,76.00 in,205.00,"Sep. 2, 2023",bogdan guskov,True,valid,,Bogdan Guskov,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,ufc_fighter_details,mma,ufcstats_profile_match,,True
Bolaji Oki,https://www.ufc.com/athlete/bolaji-oki,"""Zulu Warrior""",Lightweight,10-4-0 (W-L-D),bolaji oki,Bolaji Oki,https://www.ufc.com/athlete/bolaji-oki,Lightweight Division,10-4-0 (W-L-D),Active,,"Jette, Brussels, Belgium",30,70.00 in,73.00 in,156.00,"Feb. 10, 2024",bolaji oki|boladzhi oki,True,valid,,Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,ufc_fighter_details,mma,ufcstats_profile_match,,True
Brad Tavares,https://www.ufc.com/athlete/brad-tavares,,Middleweight,21-13-0 (W-L-D),brad tavares,Brad Tavares,https://www.ufc.com/athlete/brad-tavares,Middleweight Division,21-13-0 (W-L-D),Active,,United States,38,73.00 in,74.00 in,186.00,"Jun. 19, 2010",brad tavares|bred tavares,True,valid,,Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,ufc_fighter_details,mma,ufcstats_profile_match,,True
Brady Hiestand,https://www.ufc.com/athlete/brady-hiestand,"""Bam Bam""",Bantamweight,9-2-0 (W-L-D),brady hiestand,Brady Hiestand,https://www.ufc.com/athlete/brady-hiestand,Bantamweight Division,9-2-0 (W-L-D),,,"Spokane, United States",25,68.00 in,71.00 in,135.00,"Aug. 28, 2021",brady hiestand,True,valid,,Brady Hiestand,http://ufcstats.com/fighter-details/7af33fc4435017f1,ufc_fighter_details,mma,ufcstats_profile_match,,True
Brando Peričić,https://www.ufc.com/athlete/brando-pericic,"""The Balkan Bear""",Heavyweight,7-1-0 (W-L-D),brando pericic,Brando Peričić,https://www.ufc.com/athlete/brando-pericic,Heavyweight Division,7-1-0 (W-L-D),Active,,"Semaphore, Australia",31,77.00 in,79.50 in,261.00,"Sep. 27, 2025",brando pericic,True,valid,,Brando Pericic,http://ufcstats.com/fighter-details/d0fd0d9ee560dae7,ufc_fighter_details,mma,ufcstats_profile_match,,True
