event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,organization,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2012-06-01,Oluwale Bamgbose,Jesse Pew,Oluwale Bamgbose,KO/TKO,1.0,,,0,sherdog,Krush Promotions,,,,,,,,,,,,,,,,
2007-10-14,Byron Bloodworth,Josh Thomas,Byron Bloodworth,SUB,,,,0,tapology,Georgia Regional,,,,,,,,,,,,,,,,
2013-11-23,Cameron VanCamp,Jordan Crider,Jordan Crider,S-DEC,,,,0,tapology,Colosseum Combat,,,,,,,,,,,,,,,,
2015-05-30,Mickey Gall,Marvin Nino,Mickey Gall,SUB,3.0,,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2013-08-24,Alex Nicholson,Brad Taylor,Brad Taylor,KO/TKO,3.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2012-11-16,Alex Nicholson,Robert Reed,Robert Reed,SUB,3.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2012-06-08,Alex Nicholson,Rick Turner,Alex Nicholson,U-DEC,5.0,5.0,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2018-11-17,Ivana Petrovic,Melissa Mullins,Ivana Petrovic,U-DEC,3.0,3.0,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2017-03-25,Josh Fremd,Myles Robinson,Josh Fremd,SUB,1.0,,,0,sherdog,ONE Championship,,,,,,,,,,,,,,,,
2013-08-24,Mike Perry,Alex Zee,Mike Perry,KO/TKO,1.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2015-02-28,Mike Davis,Jeremiah McDougall,Mike Davis,SUB,1.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2016-09-03,Darrius Flowers,Josh Fremd,Josh Fremd,S-DEC,,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2018-07-28,Bryan Battle,Cody Brundage,Bryan Battle,S-DEC,,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2012-11-16,Steven Nguyen,Byron Walton,Steven Nguyen,KO/TKO,4.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2020-03-14,Gabriel Santos,Giovanni Garcia,Giovanni Garcia,KO/TKO,,,,0,tapology,Arena Global Mma,,,,,,,,,,,,,,,,
2016-03-11,Darrius Flowers,Joshua Wooten,Darrius Flowers,SUB,2.0,,,0,tapology,The Fight Series,,,,,,,,,,,,,,,,
2023-10-14,Donte Johnson,Adam Poulin,Donte Johnson,U-DEC,5.0,5.0,,0,sherdog,Caged Aggression,,,,,,,,,,,,,,,,
2009-08-01,Pat Sabatini,Jeremy Pompei,Pat Sabatini,SUB,1.0,,,0,sherdog,Reality Fighting,,,,,,,,,,,,,,,,
2015-10-24,Darrius Flowers,Matt Osterkamp,Darrius Flowers,SUB,1.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2017-05-25,Brady Hiestand,Allen Messick,Allen Messick,KO/TKO,1.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2016-10-01,Dennis Buzukja,Joe Tizzano,Joe Tizzano,U-DEC,3.0,3.0,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2014-09-27,Veronica Hardy,Angela Danzig,Veronica Hardy,KO/TKO,2.0,,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2009-05-30,Allan Zuniga,Luis Otarola,Allan Zuniga,U-DEC,,,,0,tapology,MMA Costa Rica 2,,,,,,,,,,,,,,,,
2010-10-23,Corey Anderson,Keith Stensgard,Corey Anderson,KO/TKO,1.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2018-05-12,Bryan Battle,Brandon Hunt Jr.,Bryan Battle,SUB,2.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2016-04-09,Eric McConico,Derek Rottenberg,Derek Rottenberg,U-DEC,3.0,3.0,,0,sherdog,Rogue Promotions,,,,,,,,,,,,,,,,
2019-08-24,Nick Klein,Phillip Ahrens,Nick Klein,SUB,5.0,,,0,sherdog,Caged Aggression,,,,,,,,,,,,,,,,
2019-03-08,David Martinez,Samuel Morchon,David Martinez,SUB,1.0,,,0,tapology,Hombres De Honor,,,,,,,,,,,,,,,,
2015-05-09,Gabriel Santos,Wingrisson Santos,Wingrisson Santos,SUB,2.0,,,0,tapology,Infight Mma Show,,,,,,,,,,,,,,,,
2017-08-17,Brady Hiestand,Jesse Simpson,Brady Hiestand,KO/TKO,1.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2022-09-25,Gabriel Bonfim,Thor Silva,Thor Silva,KO/TKO,1.0,,,0,tapology,Fight Music Show,,,,,,,,,,,,,,,,
2018-01-06,Billy Ray Goff,Steve Morrell,Billy Ray Goff,KO/TKO,2.0,,,0,tapology,Reality Fighting,,,,,,,,,,,,,,,,
2017-04-08,Nazim Sadykhov,Christian O'Hannon,Nazim Sadykhov,U-DEC,3.0,3.0,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2018-06-02,Nathan Fletcher,Richard Kallos,Richard Kallos,SUB,5.0,,,0,sherdog,CWA / Shinobi FC,,,,,,,,,,,,,,,,
2016-04-09,Austin Vanderford,Erik Herman,Austin Vanderford,U-DEC,5.0,5.0,,0,sherdog,Rogue Promotions,,,,,,,,,,,,,,,,
2009-12-12,Carl Deaton,Derrick Turnbull,Carl Deaton,KO/TKO,1.0,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2016-10-08,Jordan Vucenic,Geoff Ogendo,Jordan Vucenic,U-DEC,3.0,3.0,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2016-02-20,Darrius Flowers,Collin Huckbody,,M-DEC,,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2019-06-08,Ivana Petrovic,Charlie Crochet,Charlie Crochet,U-DEC,5.0,5.0,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2019-03-02,Ivana Petrovic,Maria Andersen,Ivana Petrovic,U-DEC,3.0,3.0,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2019-03-02,Melissa Mullins,Molly Lyndsey,Molly Lyndsey,U-DEC,3.0,3.0,,0,sherdog,MMA Battle Arena,,,,,,,,,,,,,,,,
2012-12-08,Brandon Davis,Joshua Espinoza,Joshua Espinoza,SUB,1.0,,,0,sherdog,Ohio Cage Combat,,,,,,,,,,,,,,,,
2015-02-28,Hannah Goldy,Jenn Conaway,Hannah Goldy,U-DEC,3.0,3.0,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2012-03-10,Billy Quarantillo,Donald Bush,Billy Quarantillo,SUB,,,,0,tapology,Florida Regional,,,,,,,,,,,,,,,,
2018-05-04,Billy Ray Goff,Elias Morales Jr.,Billy Ray Goff,U-DEC,,,,0,tapology,Reality Fighting,,,,,,,,,,,,,,,,
2015-06-13,Hannah Goldy,Caitlin Sammons,Hannah Goldy,SUB,3.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2021-12-19,Keiichiro Nakamura,Koshiro Ito,Keiichiro Nakamura,KO/TKO,1.0,,,0,sherdog,LDH Martial Arts,,,,,,,,,,,,,,,,
2011-02-25,Kailin Curran,Vee Vickers,Kailin Curran,KO/TKO,3.0,,,0,sherdog,808 Battleground,,,,,,,,,,,,,,,,
2016-05-28,William Knight,Jose Campos,Jose Campos,U-DEC,3.0,3.0,,0,sherdog,Reality Fighting,,,,,,,,,,,,,,,,
2012-05-17,Austin Arnett,Josh Gow,Josh Gow,SUB,,,,0,tapology,King Of The Cage,,,,,,,,,,,,,,,,
2009-02-21,Austin Arnett,Greg McAllister,Austin Arnett,KO/TKO,1.0,,,0,tapology,Royal Beatdown 1,,,,,,,,,,,,,,,,
2016-04-16,Josh Fremd,Zac Dominique,Josh Fremd,SUB,1.0,,,0,sherdog,ONE Championship,,,,,,,,,,,,,,,,
2023-03-24,Donte Johnson,Cody Baker,,Overturned,2.0,,,0,sherdog,Caged Aggression,,,,,,,,,,,,,,,,
2020-10-16,Quang Le,Gabriel Wanderley,Gabriel Wanderley,SUB,3.0,,,0,sherdog,Caged Aggression,,,,,,,,,,,,,,,,
2011-12-17,Shane Burgos,Mark Fileccia,Shane Burgos,U-DEC,3.0,3.0,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2012-04-07,Shane Burgos,R.J. Starace,,Overturned,1.0,,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2013-05-18,Alex Nicholson,Mike Miller,Alex Nicholson,SUB,2.0,,,0,sherdog,Breakthrough MMA,,,,,,,,,,,,,,,,
2013-06-08,Randy Brown,Eric Fleming,Randy Brown,SUB,1.0,,,0,sherdog,Dead Serious MMA,,,,,,,,,,,,,,,,
2022-10-14,Donte Johnson,Jordan Trowers,Donte Johnson,KO/TKO,1.0,,,0,sherdog,Caged Aggression,,,,,,,,,,,,,,,,
