event_date,fighter_a,fighter_b,winner,method,finish_round,num_rounds,weight_class,title_bout,source,organization,a_kd,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_sub_att,a_rev,a_ctrl_seconds,b_kd,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_sub_att,b_rev,b_ctrl_seconds
2014-11-21,Jose Johnson,Romero Martin,Jose Johnson,KO/TKO,2.0,,,0,sherdog,KOP,,,,,,,,,,,,,,,,
2012-05-18,Anthony Hernandez,Randall Wallace,Anthony Hernandez,SUB,2.0,,,0,sherdog,URC,,,,,,,,,,,,,,,,
2010-06-25,Andre Soukhamthath,Jose Rustrain,Andre Soukhamthath,KO/TKO,3.0,,,0,sherdog,AFO,,,,,,,,,,,,,,,,
2014-06-20,Andrea Lee,Valerie Aspaas,Andrea Lee,U-DEC,3.0,3.0,,1,sherdog,LFC,,,,,,,,,,,,,,,,
2010-10-22,Matt Dwyer,Yusuf Njie,Matt Dwyer,KO/TKO,3.0,,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2010-08-21,Matt Dwyer,Jacen Brooks,Jacen Brooks,S-DEC,3.0,3.0,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2010-05-15,Matt Dwyer,Sean Zubor,Matt Dwyer,SUB,1.0,,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2016-09-10,Jamey Simmons,Michael Frehse,Jamey Simmons,SUB,2.0,,,0,sherdog,3RT,,,,,,,,,,,,,,,,
2005-01-23,Masanori Kanehara,Satoru Ida,Masanori Kanehara,U-DEC,1.0,1.0,,0,sherdog,Zst,,,,,,,,,,,,,,,,
2015-02-07,Jalin Turner,Tyler Mendoza,Jalin Turner,SUB,1.0,,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2014-05-25,Wellington Turman,Joao Antonio de Oliveira Gois,Wellington Turman,M-DEC,2.0,2.0,,0,sherdog,AFC,,,,,,,,,,,,,,,,
2014-02-22,Wellington Turman,Michel Michel,Wellington Turman,S-DEC,0.0,,,0,sherdog,CFP,,,,,,,,,,,,,,,,
2008-03-08,Jake Lindsey,Robert Barnes,Jake Lindsey,KO/TKO,1.0,,,0,sherdog,WXC,,,,,,,,,,,,,,,,
2003-04-12,Mike Ciesnolevicz,Phil Mazzurco,Mike Ciesnolevicz,SUB,1.0,,,0,sherdog,BFN,,,,,,,,,,,,,,,,
2014-07-26,Mike Breeden,Devin Webber,Devin Webber,U-DEC,3.0,3.0,,1,sherdog,BFC,,,,,,,,,,,,,,,,
2014-09-13,Miguel Baeza,John Michael Escoboza,Miguel Baeza,U-DEC,3.0,3.0,,0,sherdog,XFN,,,,,,,,,,,,,,,,
2020-02-21,Jackson McVey,Wesley Schultz,Wesley Schultz,SUB,1.0,,,0,sherdog,LFA,,,,,,,,,,,,,,,,
2003-03-28,Michael Patt,Jamie Dawson,Michael Patt,SUB,1.0,,,0,sherdog,ICE,,,,,,,,,,,,,,,,
2003-01-31,Michael Patt,Buddy Lewis,Michael Patt,SUB,1.0,,,0,sherdog,ICE,,,,,,,,,,,,,,,,
1996-07-21,Justin Eilers,Glen Amador,Glen Amador,U-DEC,0.0,,,1,sherdog,TKO,,,,,,,,,,,,,,,,
2021-09-25,Julius Walker,Logan Reid,Julius Walker,M-DEC,3.0,3.0,,0,sherdog,AMF,,,,,,,,,,,,,,,,
2021-01-23,Julius Walker,Reeves Davis Jr.,Reeves Davis Jr.,U-DEC,3.0,3.0,,0,sherdog,SHP,,,,,,,,,,,,,,,,
2014-12-21,Talita Bernardo,Dailane da Silva,Talita Bernardo,SUB,1.0,,,0,sherdog,NTF,,,,,,,,,,,,,,,,
2012-02-18,Brett Johns,Ryan McGann,Brett Johns,SUB,1.0,,,0,sherdog,VOK,,,,,,,,,,,,,,,,
2004-05-29,Brian Stann,Rich Ardlinger,Brian Stann,KO/TKO,1.0,,,0,sherdog,CSC,,,,,,,,,,,,,,,,
2015-10-24,Youssef Zalal,Brandon Robinson,Youssef Zalal,KO/TKO,2.0,,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2008-09-21,Brendan Loughnane,Luke Brown,Brendan Loughnane,KO/TKO,1.0,,,0,sherdog,COW,,,,,,,,,,,,,,,,
2007-09-15,Brandon Thatch,Doug Saiz,Brandon Thatch,KO/TKO,2.0,,,0,sherdog,ROF,,,,,,,,,,,,,,,,
2015-02-07,Jose Johnson,Nikko Leal,Jose Johnson,S-DEC,5.0,5.0,,0,sherdog,KOP,,,,,,,,,,,,,,,,
2011-10-21,Anthony Hernandez,Mike Ramos,Anthony Hernandez,KO/TKO,2.0,,,0,sherdog,URC,,,,,,,,,,,,,,,,
2011-01-21,Trevin Jones,Mike Vidauuri,Trevin Jones,SUB,1.0,,,0,sherdog,PXC,,,,,,,,,,,,,,,,
2010-11-12,Trevin Jones,Van Hattori,Trevin Jones,U-DEC,3.0,3.0,,0,sherdog,PXC,,,,,,,,,,,,,,,,
2009-04-04,Matt Dwyer,Bart Janssen,Bart Janssen,U-DEC,3.0,3.0,,0,sherdog,NAC,,,,,,,,,,,,,,,,
2019-03-30,Mateus Mendonca,Gabriel Alves Farias,Mateus Mendonca,SUB,1.0,,,0,sherdog,SFT,,,,,,,,,,,,,,,,
2015-02-28,James Llontop,Cesar Valls,Cesar Valls,KO/TKO,3.0,,,0,sherdog,ACC,,,,,,,,,,,,,,,,
2012-04-28,Jamall Emmers,Alfredeo Vargas,Jamall Emmers,SUB,2.0,,,0,sherdog,ABG,,,,,,,,,,,,,,,,
2012-04-06,Jamall Emmers,Jason Laubach-Lents,Jamall Emmers,SUB,1.0,,,0,sherdog,ABG,,,,,,,,,,,,,,,,
2015-10-03,Jamal Pogues,Roland Dunlap,Jamal Pogues,SUB,1.0,,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2015-06-20,Jamal Pogues,Lavell Lacy,Jamal Pogues,SUB,1.0,,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2014-10-11,Jamal Pogues,Michael Quintero,Michael Quintero,U-DEC,3.0,3.0,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2011-12-10,Martin Sano,Phillip Schoonover,Martin Sano,KO/TKO,2.0,,,0,sherdog,915,,,,,,,,,,,,,,,,
2014-04-04,Martin Buday,Juraj Struhar,Martin Buday,SUB,1.0,,,0,sherdog,FoG,,,,,,,,,,,,,,,,
2010-02-06,Matt Hobar,Michael Lytle,Matt Hobar,U-DEC,3.0,3.0,,0,sherdog,F2W,,,,,,,,,,,,,,,,
2014-10-11,Jalin Turner,Isaiah Culpepper,Isaiah Culpepper,U-DEC,3.0,3.0,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2009-11-13,Jake Lindsey,Corey Villalobos,Jake Lindsey,SUB,3.0,,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2015-03-21,Charles Johnson,Eric Newman,Charles Johnson,SUB,2.0,,,0,sherdog,PFS,,,,,,,,,,,,,,,,
2016-11-19,Yorgan De Castro,Nick Gulliver,Nick Gulliver,KO/TKO,3.0,,,0,sherdog,NEF,,,,,,,,,,,,,,,,
2021-03-26,Lawrence Lui,Karlo Witana,Lawrence Lui,KO/TKO,3.0,,,0,sherdog,SFS,,,,,,,,,,,,,,,,
2021-12-10,Jackson McVey,Seth Swinehart,Jackson McVey,SUB,2.0,,,0,sherdog,LFA,,,,,,,,,,,,,,,,
2021-09-24,Jackson McVey,Dylan Diebitz,Jackson McVey,U-DEC,3.0,3.0,,0,sherdog,LFA,,,,,,,,,,,,,,,,
2021-03-13,Jackson McVey,Jason Akers,Jackson McVey,SUB,1.0,,,0,sherdog,COH,,,,,,,,,,,,,,,,
2003-04-19,Mike Easton,Christopher Griffin,,Draw,2.0,2.0,,0,sherdog,MM1,,,,,,,,,,,,,,,,
2000-04-22,Mark Hughes,Pat O'Malley,Mark Hughes,SUB,1.0,,,0,sherdog,ECT,,,,,,,,,,,,,,,,
2000-04-22,Mark Hughes,Brandon Lessenger,Mark Hughes,KO/TKO,1.0,,,0,sherdog,ECT,,,,,,,,,,,,,,,,
2016-10-28,Jamey Simmons,Austin Hancock,Jamey Simmons,SUB,1.0,,,0,sherdog,RFA,,,,,,,,,,,,,,,,
2019-09-28,Mansur Abdul-Malik,Hunter Sulc,Mansur Abdul-Malik,KO/TKO,1.0,,,0,sherdog,CFS,,,,,,,,,,,,,,,,
2016-11-05,Islam Dulatov,Mark Failla,Mark Failla,SUB,1.0,,,0,sherdog,IFC,,,,,,,,,,,,,,,,
2019-06-14,Isaac Thomson,Trent Minor,Isaac Thomson,SUB,1.0,,,0,sherdog,XFC,,,,,,,,,,,,,,,,
2011-10-22,Michael Graves,Wesley Barnes,Michael Graves,U-DEC,3.0,3.0,,0,sherdog,BFN,,,,,,,,,,,,,,,,
2015-10-10,Jose Johnson,Andrew Muyskens,Jose Johnson,KO/TKO,1.0,,,0,sherdog,KOP,,,,,,,,,,,,,,,,
2015-11-13,Jose Johnson,Trevor Morris,Trevor Morris,SUB,3.0,,,0,sherdog,WXC,,,,,,,,,,,,,,,,
2005-10-22,Jake Ellenberger,Michael Elwood,Jake Ellenberger,SUB,1.0,,,0,sherdog,TCI,,,,,,,,,,,,,,,,
2005-09-17,Jake Ellenberger,Dan Cheeseman,Jake Ellenberger,KO/TKO,1.0,,,0,sherdog,TCI,,,,,,,,,,,,,,,,
2014-05-10,Jai Herbert,James Duckett,Jai Herbert,SUB,2.0,,,1,sherdog,FSC,,,,,,,,,,,,,,,,
2020-10-03,Lawrence Lui,Kevin Pratt,Lawrence Lui,KO/TKO,1.0,,,0,sherdog,SFS,,,,,,,,,,,,,,,,
2019-09-21,Lawrence Lui,Nick Thornton,Nick Thornton,KO/TKO,2.0,,,0,sherdog,SFS,,,,,,,,,,,,,,,,
2022-03-04,Regina Tarin,Joceline Saucedo,Joceline Saucedo,KO/TKO,1.0,,,1,sherdog,BSC,,,,,,,,,,,,,,,,
2022-06-25,Kurtis Campbell,Milosz Kruk,Kurtis Campbell,SUB,1.0,,,0,sherdog,FCC,,,,,,,,,,,,,,,,
2022-04-02,Kurtis Campbell,Kyle Jones,Kurtis Campbell,SUB,1.0,,,1,sherdog,AFC,,,,,,,,,,,,,,,,
2021-12-19,Kurtis Campbell,Teddy Adlington-Stringer,Kurtis Campbell,U-DEC,5.0,5.0,,0,sherdog,FCC,,,,,,,,,,,,,,,,
2021-08-28,Kurtis Campbell,Stef Murray,Kurtis Campbell,U-DEC,3.0,3.0,,0,sherdog,FCC,,,,,,,,,,,,,,,,
2014-04-25,Grant Dawson,Justin Weaver,Grant Dawson,SUB,2.0,,,0,sherdog,DCS,,,,,,,,,,,,,,,,
2014-03-07,Grant Dawson,Nate Maas,Grant Dawson,SUB,2.0,,,0,sherdog,RFA,,,,,,,,,,,,,,,,
2014-01-11,Grant Dawson,Rex Littell,Grant Dawson,SUB,1.0,,,0,sherdog,DCS,,,,,,,,,,,,,,,,
2013-08-24,Grant Dawson,Clayton Lemmer,Grant Dawson,SUB,1.0,,,0,sherdog,DCS,,,,,,,,,,,,,,,,
2012-04-28,Matt Frevola,Daniel De Leon,Matt Frevola,SUB,3.0,,,0,sherdog,CBB,,,,,,,,,,,,,,,,
2011-03-12,Matt Dwyer,Micah Brakefield,Matt Dwyer,SUB,3.0,,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2011-06-18,Marvin Vettori,Giorgio Pietrini,Giorgio Pietrini,U-DEC,2.0,2.0,,0,sherdog,RDC,,,,,,,,,,,,,,,,
2020-08-14,Isaac Dulgarian,Hector Combest,Isaac Dulgarian,SUB,1.0,,,1,sherdog,FAC,,,,,,,,,,,,,,,,
2014-01-15,Irwin Rivera,Raymond Ramos,Irwin Rivera,U-DEC,3.0,3.0,,0,sherdog,XFN,,,,,,,,,,,,,,,,
2012-05-19,Irwin Rivera,Edwin Uzquiano,Edwin Uzquiano,U-DEC,3.0,3.0,,0,sherdog,EFC,,,,,,,,,,,,,,,,
2012-01-21,Irwin Rivera,Gilbert Patrocinio,Irwin Rivera,U-DEC,3.0,3.0,,0,sherdog,EFC,,,,,,,,,,,,,,,,
2010-07-31,Irwin Rivera,Terrell Hobbs,Terrell Hobbs,SUB,1.0,,,0,sherdog,RIE,,,,,,,,,,,,,,,,
2015-01-24,Tony Gravely,Rodney Jordan,Tony Gravely,SUB,2.0,,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2014-11-14,Tony Gravely,Da'Mon Blackshear,Da'Mon Blackshear,U-DEC,3.0,3.0,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2017-01-28,Impa Kasanganay,Charles Estep,Impa Kasanganay,KO/TKO,1.0,,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2007-12-01,Mike Lullo,Armon Harris,Armon Harris,U-DEC,3.0,3.0,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2007-10-19,Mike Lullo,Johnny DiFronzo,Mike Lullo,SUB,1.0,,,0,sherdog,XFO,,,,,,,,,,,,,,,,
1998-05-22,Mike Kyle,Josia Jones,Mike Kyle,SUB,0.0,,,0,sherdog,RRF,,,,,,,,,,,,,,,,
2014-10-17,Ian Heinisch,Anthony Harvey,Ian Heinisch,SUB,2.0,,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2016-01-02,Jamahal Hill,Dillion Ankney,Jamahal Hill,KO/TKO,2.0,,,0,sherdog,KOP,,,,,,,,,,,,,,,,
2010-12-04,Michael Graves,Matt Sword,Michael Graves,SUB,1.0,,,0,sherdog,BFN,,,,,,,,,,,,,,,,
2016-05-21,Jake Hadley,Warren Mason,Jake Hadley,SUB,2.0,,,1,sherdog,FSC,,,,,,,,,,,,,,,,
2009-05-30,Jack Marshman,Ronan McKay,Ronan McKay,SUB,1.0,,,0,sherdog,HOP,,,,,,,,,,,,,,,,
2018-12-15,Ivana Petrovic,Alberte Ostermann,Ivana Petrovic,SUB,1.0,,,0,sherdog,CWA,,,,,,,,,,,,,,,,
2015-03-20,Jared Gooden,Berleigh Phillips,Jared Gooden,SUB,3.0,,,1,sherdog,LFC,,,,,,,,,,,,,,,,
2014-05-31,Jared Gooden,Chris Boassa,Jared Gooden,KO/TKO,2.0,,,0,sherdog,RFL,,,,,,,,,,,,,,,,
2014-03-29,Jared Gooden,Michael Conran,Jared Gooden,KO/TKO,2.0,,,0,sherdog,RFL,,,,,,,,,,,,,,,,
2006-03-11,Mark Scanlon,Mateus Trindade,Mateus Trindade,U-DEC,3.0,3.0,,0,sherdog,CGF,,,,,,,,,,,,,,,,
2006-06-17,Mike Stumpf,Manny Delgado,Mike Stumpf,KO/TKO,1.0,,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2006-03-18,Mike Stumpf,Norm Waters,Mike Stumpf,KO/TKO,1.0,,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2014-11-15,Ian Heinisch,Connor Shane,Ian Heinisch,SUB,1.0,,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2008-02-23,Mike Lullo,Pete Brown,Pete Brown,U-DEC,3.0,3.0,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2020-12-12,Isaac Dulgarian,Ralph Hernandez III,Isaac Dulgarian,SUB,1.0,,,1,sherdog,FAC,,,,,,,,,,,,,,,,
2020-10-09,Isaac Dulgarian,Hunter Vaughn,Isaac Dulgarian,KO/TKO,1.0,,,1,sherdog,FAC,,,,,,,,,,,,,,,,
2014-11-22,Tracy Cortez,Arianne Christiansen,Tracy Cortez,SUB,1.0,,,0,sherdog,WFF,,,,,,,,,,,,,,,,
2014-03-01,Tracy Cortez,Nicole Upshaw,Tracy Cortez,U-DEC,3.0,3.0,,0,sherdog,WFF,,,,,,,,,,,,,,,,
2013-08-31,Louis Jourdain,Nigel Crosswell,Louis Jourdain,SUB,1.0,,,0,sherdog,EFL,,,,,,,,,,,,,,,,
2013-02-23,Louis Jourdain,Tristan Brochu,Louis Jourdain,SUB,1.0,,,0,sherdog,EFl,,,,,,,,,,,,,,,,
2009-06-06,JC Cottrell,Nathan Cosar,JC Cottrell,KO/TKO,2.0,,,0,sherdog,RWS,,,,,,,,,,,,,,,,
2023-05-27,Marwan Rahiki,Ashton Johnston,Marwan Rahiki,SUB,2.0,,,1,sherdog,XFC,,,,,,,,,,,,,,,,
2021-07-02,Torrez Finney,Tylando Mattress,Torrez Finney,U-DEC,5.0,5.0,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2021-05-15,Torrez Finney,Kevin Minard,Torrez Finney,KO/TKO,1.0,,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2021-02-05,Torrez Finney,Tristan Scarborough,Torrez Finney,KO/TKO,3.0,,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2020-10-03,Torrez Finney,Antonio Holt,Torrez Finney,KO/TKO,1.0,,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2010-12-04,Tony Kelley,Shannon Smith,Tony Kelley,SUB,1.0,,,0,sherdog,FFI,,,,,,,,,,,,,,,,
2015-09-19,Tony Gravely,Da'Mon Blackshear,Tony Gravely,U-DEC,5.0,5.0,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2015-03-28,Tony Gravely,Billy Alexander,Tony Gravely,KO/TKO,1.0,,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2003-05-31,Jason Gilliam,Craig Newland,Jason Gilliam,KO/TKO,2.0,,,0,sherdog,ECC,,,,,,,,,,,,,,,,
2000-04-22,Jason Black,Robert Nelson,Jason Black,SUB,1.0,,,0,sherdog,ECT,,,,,,,,,,,,,,,,
2014-05-17,Jarred Brooks,Jay Edwards,Jarred Brooks,SUB,2.0,,,0,sherdog,MFL,,,,,,,,,,,,,,,,
2013-08-23,Jarred Brooks,Christopher Tanner,Jarred Brooks,SUB,1.0,,,0,sherdog,MFL,,,,,,,,,,,,,,,,
2016-10-01,Jarno Errens,Steve Frie,Jarno Errens,KO/TKO,1.0,,,1,sherdog,SHC,,,,,,,,,,,,,,,,
2015-10-03,Jalin Turner,Flavian Pilgrim,Jalin Turner,SUB,1.0,,,0,sherdog,CFL,,,,,,,,,,,,,,,,
2018-10-27,Marcus McGhee,Shawn Garrett,Marcus McGhee,SUB,3.0,,,0,sherdog,WFF,,,,,,,,,,,,,,,,
2014-06-29,Ian Heinisch,Jonathan Coxe,Ian Heinisch,KO/TKO,2.0,,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2008-06-08,Mike Lullo,Justin Potter,Mike Lullo,SUB,1.0,,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2018-10-27,Tommy McMillen,Daniel Campagna,Tommy McMillen,SUB,3.0,,,0,sherdog,WFF,,,,,,,,,,,,,,,,
2017-10-20,Tommy McMillen,Shane Fichter,Tommy McMillen,SUB,1.0,,,0,sherdog,ICF,,,,,,,,,,,,,,,,
2016-04-02,Eric Nolan,Lee Hammond,Eric Nolan,KO/TKO,3.0,,,1,sherdog,BFC,,,,,,,,,,,,,,,,
2015-11-28,Eric Nolan,Ian Molphy,Eric Nolan,SUB,2.0,,,1,sherdog,BFC,,,,,,,,,,,,,,,,
2015-06-06,Eric Nolan,Scott Harvey,Eric Nolan,SUB,3.0,,,1,sherdog,BFC,,,,,,,,,,,,,,,,
2015-02-28,Eric Nolan,Sam Slater,Sam Slater,SUB,1.0,,,0,sherdog,RIR,,,,,,,,,,,,,,,,
2014-11-29,Eric Nolan,Joe Mady,Joe Mady,SUB,2.0,,,1,sherdog,BFC,,,,,,,,,,,,,,,,
2015-10-17,Edgar Chairez,Ramon Vizcarra,Edgar Chairez,,0.0,,,0,sherdog,SMF,,,,,,,,,,,,,,,,
2015-08-01,Edgar Chairez,Antonio Carreta,Edgar Chairez,,0.0,,,0,sherdog,SMF,,,,,,,,,,,,,,,,
2015-08-28,Alden Coria,Daniel Negrete,Alden Coria,SUB,1.0,,,1,sherdog,LFC,,,,,,,,,,,,,,,,
2017-07-08,Jamey-Lyn Horth,Shawna Ram,Jamey-Lyn Horth,U-DEC,5.0,5.0,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2017-02-18,Jamey-Lyn Horth,Lupita Godinez,Jamey-Lyn Horth,U-DEC,3.0,3.0,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2009-06-26,JC Cottrell,Albert Stainbeck,Albert Stainbeck,KO/TKO,2.0,,,1,sherdog,CFC,,,,,,,,,,,,,,,,
2009-06-19,JC Cottrell,Ronald Jacobs,JC Cottrell,SUB,2.0,,,0,sherdog,KUE,,,,,,,,,,,,,,,,
2016-10-21,Edmen Shahbazyan,Sibar Mahmoudi,Edmen Shahbazyan,SUB,1.0,,,0,sherdog,SSP,,,,,,,,,,,,,,,,
2014-08-15,Mallory Martin,Audrey Perkins,Audrey Perkins,U-DEC,3.0,3.0,,0,sherdog,FTW,,,,,,,,,,,,,,,,
2014-06-29,Mallory Martin,Laura Dettman,Mallory Martin,U-DEC,3.0,3.0,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2016-10-08,Mitch Ramirez,Jordan McFarland,Mitch Ramirez,KO/TKO,1.0,,,0,sherdog,SVG,,,,,,,,,,,,,,,,
2010-04-23,Mirsad Bektic,Chad Zurfluh,Mirsad Bektic,KO/TKO,1.0,,,1,sherdog,VFC,,,,,,,,,,,,,,,,
2010-02-05,Mirsad Bektic,Jason Russell,Mirsad Bektic,KO/TKO,1.0,,,0,sherdog,VFC,,,,,,,,,,,,,,,,
2009-09-12,Mirsad Bektic,Zac Chavez,Mirsad Bektic,KO/TKO,2.0,,,0,sherdog,FTW,,,,,,,,,,,,,,,,
2006-11-11,Mike Stumpf,Tony Rook,Mike Stumpf,SUB,1.0,,,0,sherdog,XFO,,,,,,,,,,,,,,,,
2020-12-11,Malcolm Wellmaker,Anthony Angell,Malcolm Wellmaker,KO/TKO,1.0,,,1,sherdog,NFC,,,,,,,,,,,,,,,,
2020-08-29,Malcolm Wellmaker,Kiara West,Malcolm Wellmaker,KO/TKO,2.0,,,1,sherdog,NFC,,,,,,,,,,,,,,,,
2007-07-27,Jay Silva,Erik Purcell,Erik Purcell,U-DEC,3.0,3.0,,0,sherdog,NBF,,,,,,,,,,,,,,,,
2020-02-29,MarQuel Mederos,Jon Nelson,MarQuel Mederos,KO/TKO,2.0,,,0,sherdog,CCC,,,,,,,,,,,,,,,,
2019-08-02,MarQuel Mederos,JaCobi Jones,JaCobi Jones,U-DEC,3.0,3.0,,0,sherdog,CCC,,,,,,,,,,,,,,,,
2019-03-23,MarQuel Mederos,Roy Garza,Roy Garza,KO/TKO,1.0,,,0,sherdog,MCF,,,,,,,,,,,,,,,,
2011-02-12,Jarjis Danho,Admir Bogucanin,Jarjis Danho,KO/TKO,1.0,,,0,sherdog,WOF,,,,,,,,,,,,,,,,
2014-08-02,Mario Bautista,Jon Arambula,Mario Bautista,SUB,1.0,,,0,sherdog,DFD,,,,,,,,,,,,,,,,
2021-10-30,Torrez Finney,Andre Zulu Johnson,Torrez Finney,SUB,1.0,,,0,sherdog,AFS,,,,,,,,,,,,,,,,
2018-03-18,Mario Pinto,Peter Smallridge,Mario Pinto,KO/TKO,2.0,,,1,sherdog,LFC,,,,,,,,,,,,,,,,
2018-02-21,Kevin Borjas,Luis Arce Oviedo,Kevin Borjas,U-DEC,3.0,3.0,,0,sherdog,FFC,,,,,,,,,,,,,,,,
2018-01-19,Kevin Borjas,Nilson Rojas,Kevin Borjas,U-DEC,3.0,3.0,,0,sherdog,TWC,,,,,,,,,,,,,,,,
2013-11-09,Molly McCann,Samantha Taylor,Molly McCann,U-DEC,3.0,3.0,,0,sherdog,SnA,,,,,,,,,,,,,,,,
2010-02-20,Hugo Viana,Thiago Daltro,Hugo Viana,U-DEC,2.0,2.0,,1,sherdog,SFC,,,,,,,,,,,,,,,,
2018-07-28,Tom Nolan,Aaren McConnell,Aaren McConnell,KO/TKO,3.0,,,0,sherdog,XFC,,,,,,,,,,,,,,,,
2015-10-03,Anton Turkalj,Glebs Rogoza,Anton Turkalj,SUB,1.0,,,0,sherdog,BOC,,,,,,,,,,,,,,,,
2011-02-18,Ashlee Evans-Smith,Ericka Newsome,Ericka Newsome,SUB,3.0,,,0,sherdog,SSP,,,,,,,,,,,,,,,,
2008-10-25,Jason Knight,Randolph Cole,Jason Knight,SUB,0.0,,,0,sherdog,UEP,,,,,,,,,,,,,,,,
2005-08-27,Jason High,Billy Carey,Jason High,SUB,1.0,,,0,sherdog,AEC,,,,,,,,,,,,,,,,
2002-08-10,Gilbert Melendez,Martin Moreno,Gilbert Melendez,,0.0,,,0,sherdog,IFC,,,,,,,,,,,,,,,,
2015-08-22,Hannah Goldy,Kayla Stricker,Kayla Stricker,S-DEC,3.0,3.0,,0,sherdog,SHP,,,,,,,,,,,,,,,,
2013-07-27,Hannah Cifers,Roya Darvishian,Roya Darvishian,U-DEC,5.0,5.0,,0,sherdog,FLP,,,,,,,,,,,,,,,,
2018-07-07,Melissa Croden,Alyssa Pallen,Melissa Croden,KO/TKO,3.0,,,0,sherdog,209,,,,,,,,,,,,,,,,
2016-09-17,Melissa Croden,Liz Jackson,Melissa Croden,KO/TKO,3.0,,,0,sherdog,BFL,,,,,,,,,,,,,,,,
2018-02-16,Hailey Cowan,Jeniece Gamez,Hailey Cowan,KO/TKO,2.0,,,0,sherdog,LFA,,,,,,,,,,,,,,,,
2017-12-01,Hailey Cowan,Christina Ricker,Hailey Cowan,U-DEC,3.0,3.0,,0,sherdog,AKA,,,,,,,,,,,,,,,,
2017-08-18,Hailey Cowan,Anel Cantu,Hailey Cowan,U-DEC,3.0,3.0,,0,sherdog,AKA,,,,,,,,,,,,,,,,
2015-03-06,Mallory Martin,Grace Cleveland,Mallory Martin,SUB,2.0,,,1,sherdog,FTW,,,,,,,,,,,,,,,,
2017-02-11,Muhammad Mokaev,Liam Gittins,Muhammad Mokaev,U-DEC,5.0,5.0,,1,sherdog,TFC,,,,,,,,,,,,,,,,
2016-12-03,Muhammad Mokaev,Markus Haegland,Muhammad Mokaev,U-DEC,3.0,3.0,,1,sherdog,TFC,,,,,,,,,,,,,,,,
2016-09-24,Muhammad Mokaev,Ash McCracken,Muhammad Mokaev,U-DEC,3.0,3.0,,0,sherdog,FCC,,,,,,,,,,,,,,,,
2022-09-25,Guilherme Pat,Igor Malvadao,Guilherme Pat,KO/TKO,1.0,,,0,sherdog,APM,,,,,,,,,,,,,,,,
2014-03-29,Molly McCann,Ameesha Bhudia,Molly McCann,KO/TKO,1.0,,,0,sherdog,SnA,,,,,,,,,,,,,,,,
2014-04-18,Mallory Martin,Nekah Dmitriyeva,Mallory Martin,SUB,2.0,,,0,sherdog,FTW,,,,,,,,,,,,,,,,
2021-07-10,Malcolm Wellmaker,Josh Koser,Malcolm Wellmaker,KO/TKO,3.0,,,1,sherdog,NFC,,,,,,,,,,,,,,,,
2017-04-22,Trey Waters,Elvin Espinoza,Elvin Espinoza,SUB,1.0,,,0,sherdog,XFN,,,,,,,,,,,,,,,,
2009-10-03,Anthony Birchak,Nate Vorel,Nate Vorel,KO/TKO,3.0,,,0,sherdog,WFF,,,,,,,,,,,,,,,,
2012-03-31,Angel Pacheco,Stetson Ewalt,Angel Pacheco,SUB,2.0,,,0,sherdog,CFX,,,,,,,,,,,,,,,,
2017-10-14,MarQuel Mederos,Jeff Poston,MarQuel Mederos,KO/TKO,2.0,,,0,sherdog,SCL,,,,,,,,,,,,,,,,
2002-08-10,Jeff Hougland,Willy Solorio,Jeff Hougland,,0.0,,,0,sherdog,IFC,,,,,,,,,,,,,,,,
2011-08-20,Anthony Rocco Martin,Brady Gades,Anthony Rocco Martin,KO/TKO,1.0,,,0,sherdog,CFX,,,,,,,,,,,,,,,,
