target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-07-25|abdul hussein|cody gibson,2026-07-25,2026-07-25T13:10:00+00:00,line_history,data/raw/line_history/odds_20260725_130822.csv,2026-07-25T13:08:22.530850+00:00,c1d44a3846846910d652bd0e18ea5398546033ae6967a8dd6d8e9d0c8942a679,,Abdul Hussein vs Cody Gibson,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Cody Gibson,Abdul Hussein,10,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|abubakar vagaev|saygid izagakhmaev,2026-07-25,2026-07-25T16:15:00+00:00,line_history,data/raw/line_history/odds_20260725_161400.csv,2026-07-25T16:14:00.194342+00:00,1f3f18ce5fc3899943e01f35f72ad85a058b995a5489a08fae7d86b0e1070353,,Abubakar Vagaev vs Saygid Izagakhmaev,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Abubakar Vagaev,Saygid Izagakhmaev,0,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|axel sola|ismael bonfim,2026-07-25,2026-07-25T14:25:00+00:00,line_history,data/raw/line_history/odds_20260725_141725.csv,2026-07-25T14:17:25.828909+00:00,d2e9182533ffa33e5bfba288e2706003a6c7de59b768bbb7d29d9429b08c72b6,,Axel Sola vs Ismael Bonfim,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Ismael Bonfim,Axel Sola,6,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|bogdan guskov|magomed ankalaev,2026-07-25,2026-07-25T18:15:00+00:00,line_history,data/raw/line_history/odds_20260725_181402.csv,2026-07-25T18:14:02.414354+00:00,4bcfb324533a9e239b22a3e64eee93ebbfd8632403f01745f25415e651618257,,Bogdan Guskov vs Magomed Ankalaev,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Magomed Ankalaev,Bogdan Guskov,16,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|brendson ribeiro|magomed tuchalov,2026-07-25,2026-07-25T14:10:00+00:00,line_history,data/raw/line_history/odds_20260725_140454.csv,2026-07-25T14:04:54.338702+00:00,d32acbe80fefb2163ba51db3472c3a68eff149c4a273406548e5fb16b8ea32c2,,Brendson Ribeiro vs Magomed Tuchalov,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Magomed Tuchalov,Brendson Ribeiro,0,8,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|damian rzepecki|magomed zaynukov,2026-07-25,2026-07-25T17:15:00+00:00,line_history,data/raw/line_history/odds_20260725_171029.csv,2026-07-25T17:10:29.067669+00:00,db1fc90e65fcadd4c17db388ce30f4bd01d6c5ee2e2b3f70b6f5c4fd1934e44d,,Damian Rzepecki vs Magomed Zaynukov,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Magomed Zaynukov,Damian Rzepecki,1,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|dustin jacoby|muhammad saidov,2026-07-25,2026-07-25T15:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-07-24T12:00:00Z,2026-07-24T11:55:37Z,4541625cef84a4024ca9c8a422525e7e097efae3147eb6db967049fdab277f4a,c87363a9aa48862f66b0a23daf58ffe7,Dustin Jacoby vs Muhammad Said,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Dustin Jacoby,Muhammad Saidov,18,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|michael davis|nurullo aliev,2026-07-25,2026-07-25T13:40:00+00:00,line_history,data/raw/line_history/odds_20260725_133340.csv,2026-07-25T13:33:40.147580+00:00,9b644a36647cf9612fc95e8bcc89c7c056acd0201fe735b6ce443ef8fabcac2c,,Mike Davis vs Nurullo Aliev,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Nurullo Aliev,Mike Davis,4,8,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|ramazan temirov|steven erceg,2026-07-25,2026-07-25T18:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-07-24T12:00:00Z,2026-07-24T11:55:37Z,4541625cef84a4024ca9c8a422525e7e097efae3147eb6db967049fdab277f4a,76d27919e05a7dcb1ce4555ce99ba07c,Stephen Erceg vs Ramazonbek Temirov,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Steve Erceg,Ramazan Temirov,8,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|rizvan kuniev|tyrell fortune,2026-07-25,2026-07-25T16:45:00+00:00,line_history,data/raw/line_history/odds_20260725_163438.csv,2026-07-25T16:34:38.304812+00:00,45c49f8dfc4e45100e1a6d5a550cffeb2fd7d59932e57cfcd876012ba4885ada,,Rizvan Kuniev vs Tyrell Fortune,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Rizvan Kuniev,Tyrell Fortune,4,1,False,success,validated_exact_prefight_method_odds,True,True,"[{""detail"":""exact_prefight_schema_v1_values_revalidated"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""accepted""},{""detail"":""bestfightodds_v1_revalidated"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""accepted""},{""detail"":""bestfightodds_v1_revalidated"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""validated_redundant""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",bestfightodds_v1_revalidated,https://www.bestfightodds.com/events/ufc-abu-dhabi-4216,https://www.bestfightodds.com/events/ufc-abu-dhabi-4216,2026-07-23T23:51:53.484497+00:00,2026-08-10T03:18:38.313054+00:00,1d4b14af554f14ad5e5735b42e90fb9a494ffb97510bc8cf79bcd78afd00d5c4,bestfightodds_exact_matchup_v2,True,.integrity-runtime\method_snapshots\method_odds\method_odds_20260723_235230.json,3680d9efe101d9b230770c015bc439e9d0a339e318372c4b0964d017feea4d05,True,0.3279569892473118,0.10660885167464115,0.4265985612204701,0.12990196078431374,0.036499082391577314,0.18466693160089387
2026-07-25|samuel patterson|santiago ponzinibbio,2026-07-25,2026-07-25T14:50:00+00:00,line_history,data/raw/line_history/odds_20260725_144910.csv,2026-07-25T14:49:10.878891+00:00,cf39888bff895d5e5f32f2f4919b1b024a7759e149843180033ae0261d91fe98,,Sam Patterson vs Santiago Ponzinibbio,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Santiago Ponzinibbio,Sam Patterson,20,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-07-25|thomas petersen|valter walker,2026-07-25,2026-07-25T15:40:00+00:00,line_history,data/raw/line_history/odds_20260725_153837.csv,2026-07-25T15:38:37.994076+00:00,3411096fd5167fbf193889ef9f2ae5e867b9e4014d3dde45c111954f37849816,,Thomas Petersen vs Valter Walker,scheduled_bout_time,,UFC Fight Night: Ankalaev vs. Guskov,Valter Walker,Thomas Petersen,5,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-08-01|aleksandar rakic|marcin tybura,2026-08-01,2026-08-01T18:45:00+00:00,line_history,data/raw/line_history/odds_20260801_183735.csv,2026-08-01T18:37:35.176078+00:00,b1c207581f17424e5594d3bed832f49714420ba57050ddfb2294b573461f4e21,,Aleksandar Rakic vs Marcin Tybura,scheduled_bout_time,,UFC Fight Night: Medic vs. Rodriguez,Aleksandar Rakic,Marcin Tybura,11,24,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-08-01|alexander poppeck|jovan leka,2026-08-01,2026-08-01T14:25:00+00:00,line_history,data/raw/line_history/odds_20260801_142404.csv,2026-08-01T14:24:04.034860+00:00,2f1a0c3a35f8c6888a10785dab3c6f6c0557de2247be522f93ba8400f834fa26,,Alexander Poppeck vs Jovan Leka,scheduled_bout_time,,UFC Fight Night: Medic vs. Rodriguez,Jovan Leka,Alexander Poppeck,1,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-08-01|bogdan grad|dennis buzukja,2026-08-01,2026-08-01T15:45:00+00:00,line_history,data/raw/line_history/odds_20260801_152041.csv,2026-08-01T15:20:41.399891+00:00,3e6caefcc750e847f8fde722720223cc164e9d1f02856d398d24ad3e8ca25743,,Bogdan Grad vs Dennis Buzukja,scheduled_bout_time,,UFC Fight Night: Medic vs. Rodriguez,Dennis Buzukja,Bogdan Grad,7,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
