target_key,event_date,commence_time,commence_time_source_kind,commence_time_source_locator,commence_time_source_observed_at,commence_time_source_sha256,commence_time_source_event_id,commence_time_source_matchup,commence_time_semantics,event_id,event_title,fighter_a,fighter_b,a_num_fights,b_num_fights,established_fighters,status,terminal_reason,recovery_preconditions_met,target_recovery_complete,attempted_sources,success_source,source_url,original_source_url,observation_captured_at,validation_captured_at,page_sha256,parser_contract,revalidated_schema_v1,schema_v1_snapshot_path,schema_v1_snapshot_sha256,method_odds_complete,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob
2026-05-16|christian edwards|modestas bukauskas,2026-05-16,2026-05-16T22:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,fc932630635d48806a13403e6bc8f0ca,Modestas Bukauskas vs Christian Edwards,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Modestas Bukauskas,Christian Edwards,12,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|daniel barez|luis gurule,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,a6d96d17816e530846e244d0c7226cc0,Daniel Barez vs Luis Gurule,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Daniel Barez,Luis Gurule,4,4,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|daniel santos|dooho choi,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,40e6ab636ccc19dc43b6bac5059736e7,Dooho Choi vs Daniel Santos,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Dooho Choi,Daniel Santos,9,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|ivan erslan|tuco tokkos,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,6c2dc5be72620b0dd2721814f77a0f2e,Tuco Tokkos vs Ivan Erslan,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Tuco Tokkos,Ivan Erslan,4,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|jacqueline cavalcanti|ketlen vieira,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,4411845e84c1602a6cc776db0eb6cef6,Ketlen Vieira vs Jacqueline Cavalcanti,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Ketlen Vieira,Jacqueline Cavalcanti,14,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|juan diaz|malcolm wellmaker,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,012b59200f05722787e034d649f2f846,Malcolm Wellmaker vs Juan Diaz,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Malcolm Wellmaker,Juan Diaz,4,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|khaos williams|nikolay veretennikov,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,11f1f6ad671bf2a26f4a7406aaa47c5e,Nikolay Veretennikov vs Khaos Williams,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Nikolay Veretennikov,Khaos Williams,6,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-16|nicolle caliari|shauna bannon,2026-05-16,2026-05-17T00:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-15T12:00:00Z,2026-05-15T11:55:37Z,d4dae2d41381ff5bbef635556739e1cc51e9ff45aedc938639bb1831163efc66,c74a1465a2254bcafc56226ac277d87c,Shauna Bannon vs Nicolle Caliari,scheduled_bout_time,,UFC Fight Night: Allen vs. Costa,Shauna Bannon,Nicolle Caliari,4,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-28|rongzhu|victor martinez,2026-05-28,2026-05-28T13:55:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-28T00:00:00Z,2026-05-27T23:55:37Z,d515a675c7fa288086e0b2a3e601a45327a73f5056173da3c40e0ed91c6c116d,15686c2a56ae9dba987b873b7c01e5c8,Zhu Rong vs Victor Martinez,scheduled_bout_time,,Road To UFC 5.1,Rongzhu,Victor Martinez,9,3,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ReadTimeout"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-28|xie bin|yudi cahyadi,2026-05-28,2026-05-28T10:00:00+00:00,jsonld_sports_event,https://www.cbssports.com/ufc/event/31001291/road-to-ufc-5-1-may-28-2026/,2026-08-10T02:27:55.702925+00:00,b1b1366e5db9d1145e77f9074cb385dc7c296eb1c5ea4a36d714f17d2c9be4c9,,Xie Bin vs Yudi Cahyadi,card_start_lower_bound,,Road To UFC 5.1,Xie Bin,Yudi Cahyadi,5,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-29|puja tomar|shi ming,2026-05-29,2026-05-29T10:00:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-28T12:00:00Z,2026-05-28T11:55:37Z,d362addf8d9f27735ecf213ec2b38922ad6a3889eee66264a672a761a64ebeea,0b75da159ea32959fb9b88589a87e52d,Ming Shi vs Puja Tomar,scheduled_bout_time,,Road To UFC 5.2,Shi Ming,Puja Tomar,4,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|alexander perez|sumudaerji,2026-05-30,2026-05-30T11:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,b41f98f0c942159705d3cebdaa3edc9c,Alex Perez vs Su Mudaerji,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Alex Perez,Sumudaerji,15,10,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_evidence_returned"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;archive:ConnectionError;cdx:ConnectionError;cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|alonzo menifield|zhang mingyang,2026-05-30,2026-05-30T13:05:00+00:00,line_history,data/raw/line_history/odds_20260530_124705.csv,2026-05-30T12:47:05.081572+00:00,e7c65b735a5658a6749708b6f84853dc16f1af523c38fb9ae144c92e8d733d38,,Alonzo Menifield vs Zhang Mingyang,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Zhang Mingyang,Alonzo Menifield,5,19,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|angela hill|xiong jingnan,2026-05-30,2026-05-30T09:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,fb980c337447d29bc46dc377d0970a99,Angela Hill vs Jingnan Xiong,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Angela Hill,Xiong Jingnan,29,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|aoriqileng|cody haddon,2026-05-30,2026-05-30T09:50:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,a409b20d9cab669d50db14c9a7ce1a1b,Aori Qileng vs Cody Haddon,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Aoriqileng,Cody Haddon,9,2,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|cameron smotherman|kai asakura,2026-05-30,2026-05-30T12:15:00+00:00,line_history,data/raw/line_history/odds_20260530_115817.csv,2026-05-30T11:58:17.202867+00:00,b782fe7e6dec361590a1b1fde091e38ba395fe18e28f4a98cd29a7fa5fa5c3fb,,Cameron Smotherman vs Kai Asakura,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Kai Asakura,Cameron Smotherman,2,4,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|carlston harris|jacob matthews,2026-05-30,2026-05-30T11:45:00+00:00,line_history,data/raw/line_history/odds_20260530_110916.csv,2026-05-30T11:09:16.432065+00:00,61454840aa18aa1ccf495dc8cba8856f0484dc97815ee377f5cdc216ef1ad637,,Carlston Harris vs Jake Matthews,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Jake Matthews,Carlston Harris,23,7,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|deiveson figueiredo|song yadong,2026-05-30,2026-05-30T13:20:00+00:00,line_history,data/raw/line_history/odds_20260530_131906.csv,2026-05-30T13:19:06.925271+00:00,bb52758dd89760b306b14fccbf6344e98b9c21e889207fccbf0b799f1d5aa082,,Deiveson Figueiredo vs Song Yadong,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Song Yadong,Deiveson Figueiredo,16,21,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|ding meng|jose souza,2026-05-30,2026-05-30T10:15:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,a4b4900eee63e6c81e720895861a7f32,Meng Ding vs José Henrique,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Ding Meng,Jose Souza,1,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|jaqueline amorim|loma lookboonmee,2026-05-30,2026-05-30T08:10:00+00:00,line_history,data/raw/line_history/odds_20260530_073723.csv,2026-05-30T07:37:23.554128+00:00,3dffd9f50ad81c516014522ce77b1ceaab40de84b28eedd27490b6ffa15e65c9,,Jaqueline Amorim vs Loma Lookboonmee,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Loma Lookboonmee,Jaqueline Amorim,10,6,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""no_evidence_returned"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|luis felipe dias|yisak lee,2026-05-30,2026-05-30T10:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,b3b432fa8dbb6a796cf2181d55fea4af,Yi Sak Lee vs Luis Felipe Dias,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,YiSak Lee,Luis Felipe Dias,0,1,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|luis gurule|rei tsuruya,2026-05-30,2026-05-30T09:25:00+00:00,line_history,data/raw/line_history/odds_20260530_083746.csv,2026-05-30T08:37:46.686504+00:00,e3e5251951c056572e8e8bc29584f7a7c1261ae641f6d6436166e80bc303b3f7,,Luis Gurule vs Rei Tsuruya,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Rei Tsuruya,Luis Gurule,5,5,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_acquired_exact_page_revalidated_schema_v1_values"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""not_revalidated""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|rodrigo vera|zhu kangjie,2026-05-30,2026-05-30T08:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,7a025bb45977fd21a26fe999970dd7a5,Rodrigo Vera vs Kangjie Zhu,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Zhu Kangjie,Rodrigo Vera,3,0,False,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""no_unique_exact_matchup_scope"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
2026-05-30|sergei pavlovich|tallison teixeira,2026-05-30,2026-05-30T12:45:00+00:00,odds_api_historical_events,https://api.the-odds-api.com/v4/historical/sports/mma_mixed_martial_arts/events?date=2026-05-29T12:00:00Z,2026-05-29T11:55:37Z,406a3b5c1c166ac4f9bbe9a7477c5aa6d9437a057f29cca60b732235ca9d5b6f,46c477fdf7a9c1048ddb2d7a6dea9480,Sergey Pavlovich vs Tallison Teixeira,scheduled_bout_time,,UFC Fight Night: Song vs. Figueiredo,Sergei Pavlovich,Tallison Teixeira,11,4,True,failed,no_exact_prefight_or_revalidated_evidence,True,True,"[{""detail"":""no_exact_prefight_schema_v1_candidate"",""pass"":""revalidate"",""source"":""schema_v1"",""status"":""no_evidence""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""direct"",""source"":""direct_bfo"",""status"":""rejected""},{""detail"":""post_fight_page_without_exact_prefight_v1_value_match"",""pass"":""playwright"",""source"":""playwright_bfo"",""status"":""rejected""},{""detail"":""cdx:ConnectionError"",""pass"":""wayback"",""source"":""wayback_bfo"",""status"":""no_evidence""}]",,,,,,,,False,,,False,,,,,,
