event_date,fighter_a,fighter_b
2018-01-20,Thomas Almeida,Rob Font
2018-01-20,Stipe Miocic,Francis Ngannou
2018-01-20,Sabah Homasi,Abdul Razak Alhassan
2018-01-20,Matt Bessette,Enrique Barzola
2018-01-20,Kyle Bochniak,Brandon Davis
2018-01-20,Calvin Kattar,Shane Burgos
2018-01-20,Gian Villante,Francimar Barroso
2018-01-20,Dustin Ortiz,Alexandre Pantoja
2018-01-20,Daniel Cormier,Volkan Oezdemir
2018-01-20,Dan Ige,Julio Arce
2018-01-20,Islam Makhachev,Gleison Tibau
2018-01-27,Randa Markos,Juliana Lima
2018-01-27,Niko Price,George Sullivan
2018-01-27,Mirsad Bektic,Godofredo Pepey
2018-01-27,Katlyn Chookagian,Mara Romero Borella
2018-01-27,Katlyn Cerminara,Mara Romero Borella
2018-01-27,Justine Kish,Ji Yeon Kim
2018-01-27,Vinc Pichel,Joaquim Silva
2018-01-27,Jacare Souza,Derek Brunson
2018-01-27,Erik Koch,King Green
2018-01-27,Erik Koch,Bobby Green
2018-01-27,Drew Dober,Frank Camacho
2018-01-27,Dennis Bermudez,Andre Fili
2018-01-27,Austin Arnett,Cory Sandhagen
2018-01-27,Jordan Rinaldi,Gregor Gillespie
2018-02-03,Valentina Shevchenko,Priscila Cachoeira
2018-02-03,Timothy Johnson,Marcelo Golm
2018-02-03,Tim Johnson,Marcelo Golm
2018-02-03,Thiago Santos,Anthony Smith
2018-02-03,Sergio Moraes,Tim Means
2018-02-03,Michel Prazeres,Desmond Green
2018-02-03,Maia Stevenson,Polyana Viana
2018-02-03,Iuri Alcantara,Joe Soto
2018-02-03,Douglas Silva de Andrade,Marlon Vera
2018-02-03,Deiveson Figueiredo,Joseph Morales
2018-02-03,Alan Patrick,Damir Hadzovic
2018-02-03,Lyoto Machida,Eryk Anders
2018-02-10,Ross Pearson,Mizuto Hirota
2018-02-10,Yoel Romero,Luke Rockhold
2018-02-10,Tyson Pedro,Saparbeg Safarov
2018-02-10,Teruto Ishihara,Jose Quinonez
2018-02-10,Tai Tuivasa,Cyril Asker
2018-02-10,Rob Wilkinson,Israel Adesanya
2018-02-10,Luke Jumeau,Daichi Abe
2018-02-10,Mark Hunt,Curtis Blaydes
2018-02-10,Jussier Formiga,Ben Nguyen
2018-02-10,Jake Matthews,Li Jingliang
2018-02-10,Damien Brown,Dong Hyun Ma
2018-02-10,Alexander Volkanovski,Jeremy Kennedy
2018-02-18,Thiago Alves,Curtis Millender
2018-02-18,Steven Peterson,Brandon Davis
2018-02-18,Sage Northcutt,Thibault Gouti
2018-02-18,Roberto Sanchez,Joby Sanchez
2018-02-18,Robert Sanchez,Joby Sanchez
2018-02-18,Oskar Piechota,Tim Williams
2018-02-18,Sarah Moras,Lucie Pudilova
2018-02-18,Jared Gordon,Diego Ferreira
2018-02-18,James Vick,Francisco Trinaldo
2018-02-18,Geoff Neal,Brian Camozzi
2018-02-18,Donald Cerrone,Yancy Medeiros
2018-02-18,Derrick Lewis,Marcin Tybura
2018-02-18,Joshua Burkman,Alex Morono
2018-02-24,Sam Alvey,Marcin Prachnio
2018-02-24,Renan Barao,Brian Kelleher
2018-02-24,Rani Yahya,Russell Doane
2018-02-24,Ovince Saint Preux,Ilir Latifi
2018-02-24,Mike Perry,Max Griffin
2018-02-24,Maryna Moroz,Angela Hill
2018-02-24,Jessica Andrade,Tecia Pennington
2018-02-24,Jessica Andrade,Tecia Torres
2018-02-24,Eric Shelton,Alex Perez
2018-02-24,Ben Saunders,Alan Jouban
2018-02-24,Sara McMann,Marion Reneau
2018-02-24,Josh Emmett,Jeremy Stephens
2018-02-24,Albert Morales,Manny Bermudez
2018-03-03,Jordan Johnson,Adam Milstead
2018-03-03,Mike Pyle,Zak Ottow
2018-03-03,Stefan Struve,Andrei Arlovski
2018-03-03,Frankie Edgar,Brian Ortega
2018-03-03,Sean O'Malley,Andre Soukhamthath
2018-03-03,Cristiane Justino,Yana Santos
2018-03-03,John Dodson,Pedro Munhoz
2018-03-03,Cat Zingano,Ketlen Vieira
2018-03-03,Ashley Yoder,Mackenzie Dern
2018-03-03,Beneil Dariush,Alexander Hernandez
2018-03-03,Cris Cyborg,Yana Kunitskaya
2018-03-03,CB Dollaway,Hector Lombard
2018-03-03,Bryan Caraway,Cody Stamann
2018-03-17,Danny Henry,Hakeem Dawodu
2018-03-17,Danny Roberts,Oliver Enkamp
2018-03-17,Fabricio Werdum,Alexander Volkov
2018-03-17,John Phillips,Charles Byrd
2018-03-17,Leon Edwards,Peter Sobotta
2018-03-17,Mark Godbeer,Dmitry Sosnovskiy
2018-03-17,Paul Craig,Magomed Ankalaev
2018-03-17,Stevie Ray,Kajan Johnson
2018-03-17,Tom Duquesnoy,Terrion Ware
2018-03-17,Jimi Manuwa,Jan Blachowicz
2018-04-07,Zabit Magomedsharipov,Kyle Bochniak
2018-04-07,Khabib Nurmagomedov,Al Iaquinta
2018-04-07,Rose Namajunas,Joanna Jedrzejczyk
2018-04-07,Renato Moicano,Calvin Kattar
2018-04-07,Karolina Kowalkiewicz,Felice Herrig
2018-04-07,Evan Dunham,Olivier Aubin-Mercier
2018-04-07,Devin Clark,Mike Rodriguez
2018-04-07,Bec Rawlings,Ashlee Evans-Smith
2018-04-07,Joe Lauzon,Chris Gruetzemacher
2018-04-14,Tim Boetsch,Antonio Carlos Junior
2018-04-14,Shana Dobson,Lauren Mueller
2018-04-14,Muslim Salikhov,Ricky Rainey
2018-04-14,Michelle Waterson-Gomez,Cortney Casey
2018-04-14,Michelle Waterson,Cortney Casey
2018-04-14,Matthew Lopez,Alejandro Perez
2018-04-14,Luke Sanders,Patrick Williams
2018-04-14,Israel Adesanya,Marvin Vettori
2018-04-14,Gilbert Burns,Dan Moret
2018-04-14,Dustin Poirier,Justin Gaethje
2018-04-14,Dhiego Lima,Yushin Okami
2018-04-14,Carlos Condit,Alex Oliveira
2018-04-14,Arjan Bhullar,Adam Wieczorek
2018-04-14,Wilson Reis,John Moraga
2018-04-14,Krzysztof Jotko,Brad Tavares
2018-04-21,Ryan LaFlare,Alex Garcia
2018-04-21,Merab Dvalishvili,Ricky Simon
2018-04-21,Justin Willis,Chase Sherman
2018-04-21,Siyar Bahadurzada,Luan Chagas
2018-04-21,Jim Miller,Dan Hooker
2018-04-21,Anthony Rocco Martin,Keita Nakamura
2018-04-21,Edson Barboza,Kevin Lee
2018-04-21,Aljamain Sterling,Brett Johns
2018-04-21,Frankie Edgar,Cub Swanson
2018-04-21,Corey Anderson,Patrick Cummins
2018-04-21,David Branch,Thiago Santos
2018-05-12,Warlley Alves,Sultan Aliev
2018-05-12,Vitor Belfort,Lyoto Machida
2018-05-12,Thales Leites,Jack Hermansson
2018-05-12,Markus Perez,James Bochnovic
2018-05-12,John Lineker,Brian Kelleher
2018-05-12,Mackenzie Dern,Amanda Cooper
2018-05-12,Davi Ramos,Nick Hein
2018-05-12,Cezar Ferreira,Karl Roberson
2018-05-12,Amanda Nunes,Raquel Pennington
2018-05-12,Aleksei Oleinik,Junior Albini
2018-05-12,Alberto Mina,Ramazan Emeev
2018-05-12,Elizeu Zaleski dos Santos,Sean Strickland
2018-05-12,Jacare Souza,Kelvin Gastelum
2018-05-19,Veronica Macedo,Andrea Lee
2018-05-19,Veronica Hardy,Andrea Lee
2018-05-19,Claudio Puelles,Felipe Silva
2018-05-19,Zak Cummings,Michel Prazeres
2018-05-19,Poliana Botelho,Syuri Kondo
2018-05-19,Vicente Luque,Chad Laprise
2018-05-19,Jared Cannonier,Dominick Reyes
2018-05-19,Alexa Grasso,Tatiana Suarez
2018-05-19,Gabriel Benitez,Humberto Bandenay
2018-05-19,Enrique Barzola,Brandon Davis
2018-05-19,Diego Rivas,Guido Cannetti
2018-05-19,Demian Maia,Kamaru Usman
2018-05-19,Brandon Moreno,Alexandre Pantoja
2018-05-19,Henry Briones,Frankie Saenz
2018-05-27,Eric Spicely,Darren Stewart
2018-05-27,Neil Magny,Craig White
2018-05-27,Lina Lansberg,Gina Mazany
2018-05-27,Jason Knight,Makwan Amirkhani
2018-05-27,Gillian Robertson,Molly McCann
2018-05-27,Stephen Thompson,Darren Till
2018-05-27,Elias Theodorou,Trevor Smith
2018-05-27,Claudio Silva,Nordine Taleb
2018-05-27,Bradley Scott,Carlo Pedersoli
2018-05-27,Brad Scott,Carlo Pedersoli Jr.
2018-05-27,Arnold Allen,Mads Burnell
2018-05-27,Daniel Kelly,Tom Breese
2018-06-01,Walt Harris,Daniel Spitz
2018-06-01,Sijara Eubanks,Lauren Murphy
2018-06-01,Nik Lentz,David Teymur
2018-06-01,Julio Arce,Daniel Teymur
2018-06-01,Johnny Eduardo,Nathaniel Wood
2018-06-01,Jimmie Rivera,Marlon Moraes
2018-06-01,Jake Ellenberger,Ben Saunders
2018-06-01,Gregor Gillespie,Vinc Pichel
2018-06-01,Gian Villante,Sam Alvey
2018-06-01,Desmond Green,Gleison Tibau
2018-06-01,Belal Muhammad,Chance Rencountre
2018-06-01,Jarred Brooks,Jose Torres
2018-06-09,Rafael Dos Anjos,Colby Covington
2018-06-09,Robert Whittaker,Yoel Romero
2018-06-09,Ricardo Lamas,Mirsad Bektic
2018-06-09,Rashad Evans,Anthony Smith
2018-06-09,Rashad Coulter,Chris de la Rocha
2018-06-09,Mike Santiago,Dan Ige
2018-06-09,Alistair Overeem,Curtis Blaydes
2018-06-09,Holly Holm,Megan Anderson
2018-06-09,Clay Guida,Charles Oliveira
2018-06-09,Claudia Gadelha,Carla Esparza
2018-06-09,CM Punk,Mike Jackson
2018-06-09,Andrei Arlovski,Tai Tuivasa
2018-06-09,Joseph Benavidez,Sergio Pettis
2018-06-23,Ovince Saint Preux,Tyson Pedro
2018-06-23,Teruto Ishihara,Petr Yan
2018-06-23,Song Kenan,Hector Aldana
2018-06-23,Shinsho Anzai,Jake Matthews
2018-06-23,Rolando Dy,Shane Young
2018-06-23,Matt Schnell,Naoki Inoue
2018-06-23,Viviane Pereira,Yan Xiaonan
2018-06-23,Ji Yeon Kim,Melinda Fabian
2018-06-23,Jessica-Rose Clark,Jessica Eye
2018-06-23,Jenel Lausa,Yuta Sasaki
2018-06-23,Jenel Lausa,Ulka Sasaki
2018-06-23,Felipe Arantes,Song Yadong
2018-06-23,Donald Cerrone,Leon Edwards
2018-06-23,Li Jingliang,Daichi Abe
2018-07-06,Tyler Diamond,Bryce Mitchell
2018-07-06,Roxanne Modafferi,Barb Honchak
2018-07-06,Matt Bessette,Steven Peterson
2018-07-06,Montana De La Rosa,Rachael Ostovich
2018-07-06,Michael Trizano,Joe Giannetti
2018-07-06,Luis Pena,Richie Smullen
2018-07-06,Alex Caceres,Martin Bravo
2018-07-06,Jay Cucciniello,Brad Katona
2018-07-06,Gerald Meerschaert,Oskar Piechota
2018-07-06,Brad Tavares,Israel Adesanya
2018-07-06,Alessio Di Chirico,Julian Marquez
2018-07-06,John Gunther,Allan Zuniga
2018-07-07,Uriah Hall,Paulo Costa
2018-07-07,Stipe Miocic,Daniel Cormier
2018-07-07,Raphael Assuncao,Rob Font
2018-07-07,Paul Felder,Mike Perry
2018-07-07,Lando Vannata,Drakkar Klose
2018-07-07,Michael Chiesa,Anthony Pettis
2018-07-07,Gokhan Saki,Khalil Rountree Jr.
2018-07-07,Francis Ngannou,Derrick Lewis
2018-07-07,Dan Hooker,Gilbert Burns
2018-07-07,Curtis Millender,Max Griffin
2018-07-07,Jamie Moyle,Emily Whitmire
2018-07-14,Kurt Holobaugh,Raoni Barcelos
2018-07-14,Sage Northcutt,Zak Ottow
2018-07-14,Randy Brown,Niko Price
2018-07-14,Myles Jury,Chad Mendes
2018-07-14,Mark De La Rosa,Elias Garcia
2018-07-14,Liz Carmouche,Jennifer Maia
2018-07-14,Justin Scoggins,Said Nurmagomedov
2018-07-14,Darren Elkins,Alexander Volkanovski
2018-07-14,Jessica Aguilar,Jodie Esquibel
2018-07-14,Eddie Wineland,Alejandro Perez
2018-07-14,Dennis Bermudez,Ricky Glenn
2018-07-14,Dennis Bermudez,Rick Glenn
2018-07-14,Cat Zingano,Marion Reneau
2018-07-14,Junior Dos Santos,Blagoy Ivanov
2018-07-22,Khalid Taha,Nad Narimani
2018-07-22,Vitor Miranda,Abu Azaitar
2018-07-22,Nick Hein,Damir Hadzovic
2018-07-22,Nasrat Haqparast,Marc Diakiese
2018-07-22,Marcin Tybura,Stefan Struve
2018-07-22,Justin Ledet,Aleksandar Rakic
2018-07-22,Mauricio Rua,Anthony Smith
2018-07-22,Glover Teixeira,Corey Anderson
2018-07-22,Emil Meek,Bartosz Fabinski
2018-07-22,Davey Grant,Manny Bermudez
2018-07-22,Danny Roberts,David Zawada
2018-07-22,Damian Stasiak,Pingyuan Liu
2018-07-22,Damian Stasiak,Liu Pingyuan
2018-07-22,Jeremy Kimball,Darko Stosic
2018-07-28,Randa Markos,Nina Nunes
2018-07-28,Kajan Johnson,Islam Makhachev
2018-07-28,Jose Aldo,Jeremy Stephens
2018-07-28,Jordan Mein,Alex Morono
2018-07-28,John Makdessi,Ross Pearson
2018-07-28,Joanna Jedrzejczyk,Tecia Torres
2018-07-28,Joanna Jedrzejczyk,Tecia Pennington
2018-07-28,Hakeem Dawodu,Austin Arnett
2018-07-28,Randa Markos,Nina Ansaroff
2018-07-28,Eddie Alvarez,Dustin Poirier
2018-07-28,Dustin Ortiz,Matheus Nicolau
2018-07-28,Devin Powell,Alvaro Herrera Mendoza
2018-07-28,Devin Powell,Alvaro Herrera
2018-07-28,Alexis Davis,Katlyn Chookagian
2018-07-28,Alexis Davis,Katlyn Cerminara
2018-07-28,Alexander Hernandez,Olivier Aubin-Mercier
2018-07-28,Gadzhimurad Antigulov,Ion Cutelaba
2018-08-04,Thiago Santos,Kevin Holland
2018-08-04,TJ Dillashaw,Cody Garbrandt
2018-08-04,Ricky Simon,Montel Jackson
2018-08-04,Ricardo Ramos,Kyung Ho Kang
2018-08-04,Polyana Viana,JJ Aldrich
2018-08-04,Pedro Munhoz,Brett Johns
2018-08-04,Matt Sayles,Sheymon Moraes
2018-08-04,Marlon Vera,Wulijiburen
2018-08-04,Demetrious Johnson,Henry Cejudo
2018-08-04,Danielle Taylor,Zhang Weili
2018-08-04,Danielle Taylor,Weili Zhang
2018-08-04,Cub Swanson,Renato Moicano
2018-08-04,Alex Perez,Jose Torres
2018-08-04,Marlon Vera,Wuliji Buren
2018-08-25,Joanne Wood,Kalindra Faria
2018-08-25,Mickey Gall,George Sullivan
2018-08-25,Michael Johnson,Andre Fili
2018-08-25,Justin Gaethje,James Vick
2018-08-25,John Moraga,Deiveson Figueiredo
2018-08-25,Rani Yahya,Luke Sanders
2018-08-25,Joanne Calderwood,Kalindra Faria
2018-08-25,Eryk Anders,Tim Williams
2018-08-25,Jake Ellenberger,Bryan Barberena
2018-08-25,Drew Dober,Jon Tuck
2018-08-25,Cory Sandhagen,Iuri Alcantara
2018-08-25,Cortney Casey,Angela Hill
2018-08-25,Andrew Sanchez,Markus Perez
2018-08-25,James Krause,Warlley Alves
2018-09-08,Tyron Woodley,Darren Till
2018-09-08,Roberto Sanchez,Jarred Brooks
2018-09-08,Robert Sanchez,Jarred Brooks
2018-09-08,Jimmie Rivera,John Dodson
2018-09-08,Jim Miller,Alex White
2018-09-08,Jessica Andrade,Karolina Kowalkiewicz
2018-09-08,Zabit Magomedsharipov,Brandon Davis
2018-09-08,Geoff Neal,Frank Camacho
2018-09-08,Diego Sanchez,Craig White
2018-09-08,Charles Byrd,Darren Stewart
2018-09-08,Carla Esparza,Tatiana Suarez
2018-09-08,Aljamain Sterling,Cody Stamann
2018-09-08,Abdul Razak Alhassan,Niko Price
2018-09-08,Irene Aldana,Lucie Pudilova
2018-09-15,Rustam Khabilov,Kajan Johnson
2018-09-15,Ramazan Emeev,Stefan Sekulic
2018-09-15,Petr Yan,Jin Soo Son
2018-09-15,Merab Dvalishvili,Terrion Ware
2018-09-15,Mark Hunt,Aleksei Oleinik
2018-09-15,Mairbek Taisumov,Desmond Green
2018-09-15,Magomed Ankalaev,Marcin Prachnio
2018-09-15,Jan Blachowicz,Nikita Krylov
2018-09-15,Andrei Arlovski,Shamil Abdurakhimov
2018-09-15,Aleksei Kunchenko,Thiago Alves
2018-09-15,Adam Yandiev,Jordan Johnson
2018-09-15,Khalid Murtazaliev,CB Dollaway
2018-09-22,Thiago Santos,Eryk Anders
2018-09-22,Thales Leites,Hector Lombard
2018-09-22,Sergio Moraes,Ben Saunders
2018-09-22,Sam Alvey,Rogerio Nogueira
2018-09-22,Renan Barao,Andre Ewell
2018-09-22,Randa Markos,Marina Rodriguez
2018-09-22,Mayra Bueno Silva,Gillian Robertson
2018-09-22,Francisco Trinaldo,Evan Dunham
2018-09-22,Livinha Souza,Alex Chambers
2018-09-22,Elizeu Zaleski dos Santos,Luigi Vendramini
2018-09-22,Charles Oliveira,Christos Giagos
2018-09-22,Augusto Sakai,Chase Sherman
2018-09-22,Alex Oliveira,Carlo Pedersoli Jr.
2018-09-22,Alex Oliveira,Carlo Pedersoli
2018-09-22,Luis Henrique,Ryan Spann
2018-10-06,Vicente Luque,Jalin Turner
2018-10-06,Tony Ferguson,Anthony Pettis
2018-10-06,Sergio Pettis,Jussier Formiga
2018-10-06,Ryan LaFlare,Anthony Rocco Martin
2018-10-06,Ovince Saint Preux,Dominick Reyes
2018-10-06,Michelle Waterson-Gomez,Felice Herrig
2018-10-06,Scott Holtzman,Alan Patrick
2018-10-06,Lina Lansberg,Yana Santos
2018-10-06,Lina Lansberg,Yana Kunitskaya
2018-10-06,Khabib Nurmagomedov,Conor McGregor
2018-10-06,Gray Maynard,Nik Lentz
2018-10-06,Derrick Lewis,Alexander Volkov
2018-10-06,Aspen Ladd,Tonya Evinger
2018-10-06,Michelle Waterson,Felice Herrig
2018-10-27,Volkan Oezdemir,Anthony Smith
2018-10-27,Thibault Gouti,Nasrat Haqparast
2018-10-27,Te Edwards,Don Madge
2018-10-27,Stevie Ray,Jessin Ayari
2018-10-27,Sarah Moras,Talita Bernardo
2018-10-27,Nordine Taleb,Sean Strickland
2018-10-27,Calvin Kattar,Chris Fishgold
2018-10-27,Michael Johnson,Artem Lobov
2018-10-27,Gian Villante,Ed Herman
2018-10-27,Arjan Bhullar,Marcelo Golm
2018-10-27,Andre Soukhamthath,Jonathan Martinez
2018-10-27,Alex Garcia,Court McGee
2018-10-27,Misha Cirkunov,Patrick Cummins
2018-11-03,Lyman Good,Ben Saunders
2018-11-03,Matt Frevola,Lando Vannata
2018-11-03,Karl Roberson,Jack Marshman
2018-11-03,Sijara Eubanks,Roxanne Modafferi
2018-11-03,Shane Burgos,Kurt Holobaugh
2018-11-03,Julio Arce,Sheymon Moraes
2018-11-03,Jason Knight,Jordan Rinaldi
2018-11-03,Derek Brunson,Israel Adesanya
2018-11-03,David Branch,Jared Cannonier
2018-11-03,Daniel Cormier,Derrick Lewis
2018-11-03,Chris Weidman,Jacare Souza
2018-11-03,Adam Wieczorek,Marcos Rogerio de Lima
2018-11-10,Raquel Pennington,Germaine de Randamie
2018-11-10,Michael Trizano,Luis Pena
2018-11-10,Maycee Barber,Hannah Cifers
2018-11-10,Mark De La Rosa,Joby Sanchez
2018-11-10,Joseph Morales,Eric Shelton
2018-11-10,Donald Cerrone,Mike Perry
2018-11-10,Davi Ramos,John Gunther
2018-11-10,Chas Skelly,Bobby Moffett
2018-11-10,Chan Sung Jung,Yair Rodriguez
2018-11-10,Beneil Dariush,Thiago Moises
2018-11-10,Ashley Yoder,Amanda Cooper
2018-11-10,Devonte Smith,Julian Erosa
2018-11-17,Khalil Rountree Jr.,Johnny Walker
2018-11-17,Ricardo Lamas,Darren Elkins
2018-11-17,Neil Magny,Santiago Ponzinibbio
2018-11-17,Nad Narimani,Anderson Dos Santos
2018-11-17,Michel Prazeres,Bartosz Fabinski
2018-11-17,Humberto Bandenay,Austin Arnett
2018-11-17,Laureano Staropoli,Hector Aldana
2018-11-17,Devin Powell,Jesus Pinedo
2018-11-17,Cynthia Calvillo,Poliana Botelho
2018-11-17,Cezar Ferreira,Ian Heinisch
2018-11-17,Alexandre Pantoja,Yuta Sasaki
2018-11-17,Alexandre Pantoja,Ulka Sasaki
2018-11-17,Guido Cannetti,Marlon Vera
2018-11-24,Zhang Weili,Jessica Aguilar
2018-11-24,Yan Xiaonan,Syuri Kondo
2018-11-24,Wu Yanan,Lauren Mueller
2018-11-24,Weili Zhang,Jessica Aguilar
2018-11-24,Sumudaerji,Louis Smolka
2018-11-24,Su Mudaerji,Louis Smolka
2018-11-24,Song Yadong,Vince Morales
2018-11-24,Song Kenan,Alex Morono
2018-11-24,Liu Pingyuan,Martin Day
2018-11-24,Li Jingliang,David Zawada
2018-11-24,Kevin Holland,John Phillips
2018-11-24,Hu Yaozong,Rashad Coulter
2018-11-24,Curtis Blaydes,Francis Ngannou
2018-11-24,Alistair Overeem,Sergei Pavlovich
2018-11-24,Pingyuan Liu,Martin Day
2018-11-30,Rafael Dos Anjos,Kamaru Usman
2018-11-30,Tim Means,Ricky Rainey
2018-11-30,Roosevelt Roberts,Darrell Horcher
2018-11-30,Ricky Glenn,Kevin Aguilar
2018-11-30,Rick Glenn,Kevin Aguilar
2018-11-30,Raoni Barcelos,Chris Gutierrez
2018-11-30,Pedro Munhoz,Bryan Caraway
2018-11-30,Darren Stewart,Edmen Shahbazyan
2018-11-30,Maurice Greene,Michel Batista
2018-11-30,Julija Stoliarenko,Leah Letson
2018-11-30,Juan Espino,Justin Frazier
2018-11-30,Joseph Benavidez,Alex Perez
2018-11-30,Ji Yeon Kim,Antonina Shevchenko
2018-11-30,Pannie Kianzad,Macy Chiasson
2018-12-01,Yushin Okami,Aleksei Kunchenko
2018-12-01,Wilson Reis,Ben Nguyen
2018-12-01,Suman Mokhtarian,Sodiq Yusuff
2018-12-01,Mizuto Hirota,Christos Giagos
2018-12-01,Mauricio Rua,Tyson Pedro
2018-12-01,Mark Hunt,Justin Willis
2018-12-01,Junior Dos Santos,Tai Tuivasa
2018-12-01,Jimmy Crute,Paul Craig
2018-12-01,Jake Matthews,Anthony Rocco Martin
2018-12-01,Elias Garcia,Kai Kara-France
2018-12-01,Alex Gorgees,Damir Ismagulov
2018-12-01,Keita Nakamura,Salim Touahri
2018-12-08,Jimi Manuwa,Thiago Santos
2018-12-08,Olivier Aubin-Mercier,Gilbert Burns
2018-12-08,Valentina Shevchenko,Joanna Jedrzejczyk
2018-12-08,Max Holloway,Brian Ortega
2018-12-08,Katlyn Chookagian,Jessica Eye
2018-12-08,Katlyn Cerminara,Jessica Eye
2018-12-08,Hakeem Dawodu,Kyle Bochniak
2018-12-08,Brad Katona,Matthew Lopez
2018-12-08,Diego Ferreira,Kyle Nelson
2018-12-08,Devin Clark,Aleksandar Rakic
2018-12-08,Claudia Gadelha,Nina Nunes
2018-12-08,Claudia Gadelha,Nina Ansaroff
2018-12-08,Chad Laprise,Dhiego Lima
2018-12-08,Alex Oliveira,Gunnar Nelson
2018-12-08,Elias Theodorou,Eryk Anders
2018-12-15,Kevin Lee,Al Iaquinta
2018-12-15,Zak Ottow,Dwight Grant
2018-12-15,Trevor Smith,Zak Cummings
2018-12-15,Rob Font,Sergio Pettis
2018-12-15,King Green,Drakkar Klose
2018-12-15,Jim Miller,Charles Oliveira
2018-12-15,Adam Milstead,Mike Rodriguez
2018-12-15,Gerald Meerschaert,Jack Hermansson
2018-12-15,Bobby Green,Drakkar Klose
2018-12-15,Chris de la Rocha,Juan Adams
2018-12-15,Jared Gordon,Joaquim Silva
2018-12-15,Edson Barboza,Dan Hooker
2018-12-15,Dan Ige,Jordan Griffin
2018-12-29,Uriah Hall,Bevon Lewis
2018-12-29,Nathaniel Wood,Andre Ewell
2018-12-29,Jon Jones,Alexander Gustafsson
2018-12-29,Ilir Latifi,Corey Anderson
2018-12-29,Curtis Millender,Siyar Bahadurzada
2018-12-29,Cristiane Justino,Amanda Nunes
2018-12-29,Douglas Silva de Andrade,Petr Yan
2018-12-29,Chad Mendes,Alexander Volkanovski
2018-12-29,Cat Zingano,Megan Anderson
2018-12-29,Carlos Condit,Michael Chiesa
2018-12-29,Brian Kelleher,Montel Jackson
2018-12-29,BJ Penn,Ryan Hall
2018-12-29,Andrei Arlovski,Walt Harris
2018-12-29,Cris Cyborg,Amanda Nunes
2019-01-19,Henry Cejudo,TJ Dillashaw
2019-01-19,Kyle Stewart,Chance Rencountre
2019-01-19,Joseph Benavidez,Dustin Ortiz
2019-01-19,Paige VanZant,Rachael Ostovich
2019-01-19,Joanne Wood,Ariane da Silva
2019-01-19,Joanne Calderwood,Ariane Lipski
2019-01-19,Gregor Gillespie,Yancy Medeiros
2019-01-19,Belal Muhammad,Geoff Neal
2019-01-19,Glover Teixeira,Karl Roberson
2019-01-19,Dennis Bermudez,Te Edwards
2019-01-19,Cory Sandhagen,Mario Bautista
2019-01-19,Alonzo Menifield,Vinicius Moreira
2019-01-19,Greg Hardy,Allen Crowder
2019-01-19,Alexander Hernandez,Donald Cerrone
2019-02-02,Livinha Souza,Sarah Frota
2019-02-02,Thiago Alves,Max Griffin
2019-02-02,Ricardo Ramos,Said Nurmagomedov
2019-02-02,Raphael Assuncao,Marlon Moraes
2019-02-02,Markus Perez,Anthony Hernandez
2019-02-02,Mara Romero Borella,Taila Santos
2019-02-02,Magomed Bibulatov,Rogerio Bontorin
2019-02-02,Junior Albini,Jairzinho Rozenstruik
2019-02-02,Johnny Walker,Justin Ledet
2019-02-02,Geraldo de Freitas,Felipe Colares
2019-02-02,Demian Maia,Lyman Good
2019-02-02,Charles Oliveira,David Teymur
2019-02-02,Bibulatov Magomed,Rogerio Bontorin
2019-02-02,Jose Aldo,Renato Moicano
2019-02-09,Wulijiburen,Jonathan Martinez
2019-02-09,Wuliji Buren,Jonathan Martinez
2019-02-09,Teruto Ishihara,Kyung Ho Kang
2019-02-09,Shane Young,Austin Arnett
2019-02-09,Rani Yahya,Ricky Simon
2019-02-09,Montana De La Rosa,Nadia Kassem
2019-02-09,Lando Vannata,Marcos Mariano
2019-02-09,Kai Kara-France,Raulian Paiva
2019-02-09,Jimmy Crute,Sam Alvey
2019-02-09,Israel Adesanya,Anderson Silva
2019-02-09,Devonte Smith,Dong Hyun Ma
2019-02-09,Callan Potter,Jalin Turner
2019-02-17,Scott Holtzman,Nik Lentz
2019-02-17,Vicente Luque,Bryan Barberena
2019-02-17,Renan Barao,Luke Sanders
2019-02-17,Jimmie Rivera,Aljamain Sterling
2019-02-17,James Vick,Paul Felder
2019-02-17,Francis Ngannou,Cain Velasquez
2019-02-17,Alex Caceres,Kron Gracie
2019-02-17,Benito Lopez,Manny Bermudez
2019-02-17,Ashlee Evans-Smith,Andrea Lee
2019-02-17,Andre Fili,Myles Jury
2019-02-17,Alexandra Albu,Emily Whitmire
2019-02-17,Aleksandra Albu,Emily Whitmire
2019-02-17,Cortney Casey,Cynthia Calvillo
2019-02-23,Liz Carmouche,Lucie Pudilova
2019-02-23,Veronica Macedo,Gillian Robertson
2019-02-23,Veronica Hardy,Gillian Robertson
2019-02-23,Stefan Struve,Marcos Rogerio de Lima
2019-02-23,Rustam Khabilov,Diego Ferreira
2019-02-23,Michel Prazeres,Ismail Naurdiev
2019-02-23,Magomed Ankalaev,Klidson Abreu
2019-02-23,John Dodson,Petr Yan
2019-02-23,Damir Hadzovic,Polo Reyes
2019-02-23,Gian Villante,Michal Oleksiejczuk
2019-02-23,Dwight Grant,Carlo Pedersoli Jr.
2019-02-23,Dwight Grant,Carlo Pedersoli
2019-02-23,Daniel Teymur,Chris Fishgold
2019-02-23,Damir Ismagulov,Joel Alvarez
2019-02-23,Jan Blachowicz,Thiago Santos
2019-02-23,Damir Hadzovic,Marco Polo Reyes
