event_date,fighter_a,fighter_b
2016-12-03,Rob Font,Matt Schnell
2016-12-03,Kailin Curran,Jamie Moyle
2016-12-03,Josh Stansbury,Devin Clark
2016-12-03,Joseph Benavidez,Henry Cejudo
2016-12-03,Jake Ellenberger,Jorge Masvidal
2016-12-03,Ion Cutelaba,Jared Cannonier
2016-12-03,Elvis Mutapcic,Anthony Smith
2016-12-03,Dong Hyun Ma,Brendan O'Reilly
2016-12-03,Demetrious Johnson,Tim Elliott
2016-12-03,Brandon Moreno,Ryan Benoit
2016-12-03,Gray Maynard,Ryan Hall
2016-12-09,Juliana Lima,JJ Aldrich
2016-12-09,Tiago dos Santos e Silva,Shane Burgos
2016-12-09,Tiago Trator,Shane Burgos
2016-12-09,Randy Brown,Brian Camozzi
2016-12-09,Keith Berish,Ryan Janes
2016-12-09,Justine Kish,Ashley Yoder
2016-12-09,Joseph Gigliotti,Gerald Meerschaert
2016-12-09,Joe Gigliotti,Gerald Meerschaert
2016-12-09,Gian Villante,Saparbeg Safarov
2016-12-09,Frankie Perez,Marc Diakiese
2016-12-09,Francis Ngannou,Anthony Hamilton
2016-12-09,Derrick Lewis,Shamil Abdurakhimov
2016-12-09,Corey Anderson,Sean O'Connell
2016-12-09,Andrew Sanchez,Trevor Smith
2016-12-10,Zach Makovsky,Dustin Ortiz
2016-12-10,Valerie Letourneau,Viviane Pereira
2016-12-10,Tim Kennedy,Kelvin Gastelum
2016-12-10,Olivier Aubin-Mercier,Drew Dober
2016-12-10,Nikita Krylov,Misha Cirkunov
2016-12-10,Mitch Gagnon,Matthew Lopez
2016-12-10,Jordan Mein,Emil Meek
2016-12-10,John Makdessi,Lando Vannata
2016-12-10,Jason Saggo,Rustam Khabilov
2016-12-10,Donald Cerrone,Matt Brown
2016-12-10,Cub Swanson,Dooho Choi
2016-12-10,Max Holloway,Anthony Pettis
2016-12-17,Josh Emmett,Scott Holtzman
2016-12-17,Urijah Faber,Brad Pickett
2016-12-17,Sage Northcutt,Mickey Gall
2016-12-17,Paige VanZant,Michelle Waterson-Gomez
2016-12-17,Paige VanZant,Michelle Waterson
2016-12-17,Leslie Smith,Irene Aldana
2016-12-17,James Moontasri,Alex Morono
2016-12-17,Hector Sandoval,Fredy Serrano
2016-12-17,Eddie Wineland,Takeya Mizugaki
2016-12-17,Cole Miller,Mizuto Hirota
2016-12-17,Bryan Barberena,Colby Covington
2016-12-17,Bojan Velickovic,Sultan Aliev
2016-12-17,Alan Jouban,Mike Perry
2016-12-17,Henrique da Silva,Paul Craig
2016-12-30,Dominick Cruz,Cody Garbrandt
2016-12-30,TJ Dillashaw,John Lineker
2016-12-30,Mike Pyle,Alex Garcia
2016-12-30,Louis Smolka,Ray Borg
2016-12-30,Johny Hendricks,Neil Magny
2016-12-30,Antonio Carlos Junior,Marvin Vettori
2016-12-30,Brandon Thatch,Niko Price
2016-12-30,Amanda Nunes,Ronda Rousey
2016-12-30,Alex Oliveira,Tim Means
2016-12-30,Dong Hyun Kim,Tarec Saffiedine
2017-01-15,Joe Lauzon,Marcin Held
2017-01-15,John Moraga,Sergio Pettis
2017-01-15,Jocelyn Jones-Lybarger,Nina Nunes
2017-01-15,Yair Rodriguez,BJ Penn
2017-01-15,Walt Harris,Chase Sherman
2017-01-15,Jocelyn Jones-Lybarger,Nina Ansaroff
2017-01-15,Aleksei Oleinik,Viktor Pesta
2017-01-15,Dmitrii Smoliakov,Cyril Asker
2017-01-15,Devin Powell,Drakkar Klose
2017-01-15,Court McGee,Ben Saunders
2017-01-15,Bojan Mihajlovic,Joachim Christensen
2017-01-15,Anthony Rocco Martin,Alex White
2017-01-15,Frankie Saenz,Augusto Mendes
2017-01-28,Valentina Shevchenko,Julianna Pena
2017-01-28,Raphael Assuncao,Aljamain Sterling
2017-01-28,Nate Marquardt,Sam Alvey
2017-01-28,Marcos Rogerio de Lima,Jeremy Kimball
2017-01-28,Jason Gonzalez,JC Cottrell
2017-01-28,Henrique da Silva,Jordan Johnson
2017-01-28,Eric Spicely,Alessio Di Chirico
2017-01-28,Donald Cerrone,Jorge Masvidal
2017-01-28,Bobby Nash,Li Jingliang
2017-01-28,Andrei Arlovski,Francis Ngannou
2017-01-28,Alexandre Pantoja,Eric Shelton
2017-01-28,Alex Caceres,Jason Knight
2017-02-04,Tecia Torres,Bec Rawlings
2017-02-04,Tecia Pennington,Bec Rawlings
2017-02-04,Ricardo Ramos,Michinori Tanaka
2017-02-04,Ovince Saint Preux,Volkan Oezdemir
2017-02-04,Jessica Andrade,Angela Hill
2017-02-04,Dennis Bermudez,Chan Sung Jung
2017-02-04,Abel Trujillo,James Vick
2017-02-04,Chas Skelly,Chris Gruetzemacher
2017-02-04,Anthony Hamilton,Marcel Fortuna
2017-02-04,Alexa Grasso,Felice Herrig
2017-02-04,Alex Morono,Niko Price
2017-02-04,Adam Milstead,Curtis Blaydes
2017-02-04,Daniel Jolly,Khalil Rountree Jr.
2017-02-11,Rick Glenn,Phillipe Nover
2017-02-11,Wilson Reis,Yuta Sasaki
2017-02-11,Wilson Reis,Ulka Sasaki
2017-02-11,Ryan LaFlare,Roan Carneiro
2017-02-11,Ricky Glenn,Phillipe Nover
2017-02-11,Randy Brown,Belal Muhammad
2017-02-11,Dustin Poirier,Jim Miller
2017-02-11,Jacare Souza,Tim Boetsch
2017-02-11,Holly Holm,Germaine de Randamie
2017-02-11,Glover Teixeira,Jared Cannonier
2017-02-11,Nik Lentz,Islam Makhachev
2017-02-11,Anderson Silva,Derek Brunson
2017-02-19,Sam Sicilia,Gavin Tucker
2017-02-19,Paul Felder,Alex Ricci
2017-02-19,Paul Felder,Alessandro Ricci
2017-02-19,Nordine Taleb,Santiago Ponzinibbio
2017-02-19,Johny Hendricks,Hector Lombard
2017-02-19,Sara McMann,Gina Mazany
2017-02-19,Gerald Meerschaert,Ryan Janes
2017-02-19,Elias Theodorou,Cezar Ferreira
2017-02-19,Derrick Lewis,Travis Browne
2017-02-19,Carla Esparza,Randa Markos
2017-02-19,Aiemann Zahabi,Reginaldo Vieira
2017-02-19,Jack Marshman,Thiago Santos
2017-03-04,Tyson Pedro,Paul Craig
2017-03-04,Tyron Woodley,Stephen Thompson
2017-03-04,Rashad Evans,Daniel Kelly
2017-03-04,Mirsad Bektic,Darren Elkins
2017-03-04,Mark Godbeer,Daniel Spitz
2017-03-04,Lando Vannata,David Teymur
2017-03-04,Iuri Alcantara,Luke Sanders
2017-03-04,Amanda Cooper,Cynthia Calvillo
2017-03-04,Alistair Overeem,Mark Hunt
2017-03-04,Albert Morales,Andre Soukhamthath
2017-03-04,Marcin Tybura,Luis Henrique
2017-03-11,Michel Prazeres,Joshua Burkman
2017-03-11,Vitor Belfort,Kelvin Gastelum
2017-03-11,Sergio Moraes,Davi Ramos
2017-03-11,Rani Yahya,Joe Soto
2017-03-11,Mauricio Rua,Gian Villante
2017-03-11,Rony Jason,Jeremy Kennedy
2017-03-11,Garreth McLellan,Paulo Costa
2017-03-11,Francisco Trinaldo,Kevin Lee
2017-03-11,Edson Barboza,Beneil Dariush
2017-03-11,Jussier Formiga,Ray Borg
2017-03-11,Bethe Correia,Marion Reneau
2017-03-11,Alex Oliveira,Tim Means
2017-03-18,Marc Diakiese,Teemu Packalen
2017-03-18,Lina Lansberg,Lucie Pudilova
2017-03-18,Leon Edwards,Vicente Luque
2017-03-18,Joe Duffy,Reza Madadi
2017-03-18,Jimi Manuwa,Corey Anderson
2017-03-18,Gunnar Nelson,Alan Jouban
2017-03-18,Darren Stewart,Francimar Barroso
2017-03-18,Daniel Omielanczuk,Timothy Johnson
2017-03-18,Daniel Omielanczuk,Tim Johnson
2017-03-18,Bradley Scott,Scott Askham
2017-03-18,Brad Scott,Scott Askham
2017-03-18,Brad Pickett,Marlon Vera
2017-03-18,Arnold Allen,Makwan Amirkhani
2017-04-08,Thiago Alves,Patrick Cote
2017-04-08,Will Brooks,Charles Oliveira
2017-04-08,Shane Burgos,Charles Rosa
2017-04-08,Patrick Cummins,Jan Blachowicz
2017-04-08,Myles Jury,Mike de la Torre
2017-04-08,Katlyn Chookagian,Irene Aldana
2017-04-08,Katlyn Cerminara,Irene Aldana
2017-04-08,Cynthia Calvillo,Pearl Gonzalez
2017-04-08,Josh Emmett,Desmond Green
2017-04-08,Jenel Lausa,Magomed Bibulatov
2017-04-08,Jenel Lausa,Bibulatov Magomed
2017-04-08,Gregor Gillespie,Andrew Holbrook
2017-04-08,Daniel Cormier,Anthony Johnson
2017-04-08,Chris Weidman,Gegard Mousasi
2017-04-08,Kamaru Usman,Sean Strickland
2017-04-15,Jeremy Stephens,Renato Moicano
2017-04-15,Rose Namajunas,Michelle Waterson-Gomez
2017-04-15,Rose Namajunas,Michelle Waterson
2017-04-15,Patrick Williams,Tom Duquesnoy
2017-04-15,Louis Smolka,Tim Elliott
2017-04-15,King Green,Rashid Magomedov
2017-04-15,Jacare Souza,Robert Whittaker
2017-04-15,Zak Cummings,Nathan Coy
2017-04-15,Demetrious Johnson,Wilson Reis
2017-04-15,Bobby Green,Rashid Magomedov
2017-04-15,Ashlee Evans-Smith,Ketlen Vieira
2017-04-15,Anthony Smith,Andrew Sanchez
2017-04-15,Aljamain Sterling,Augusto Mendes
2017-04-15,Alexander Volkov,Roy Nelson
2017-04-15,Devin Clark,Jake Collier
2017-04-22,Scott Holtzman,Michael McBride
2017-04-22,Ovince Saint Preux,Marcos Rogerio de Lima
2017-04-22,John Dodson,Eddie Wineland
2017-04-22,Joe Lauzon,Stevie Ray
2017-04-22,Jessica Penne,Danielle Taylor
2017-04-22,Jake Ellenberger,Mike Perry
2017-04-22,Thales Leites,Sam Alvey
2017-04-22,Dustin Ortiz,Brandon Moreno
2017-04-22,Cub Swanson,Artem Lobov
2017-04-22,Bryan Barberena,Joe Proctor
2017-04-22,Alexis Davis,Cindy Dandois
2017-04-22,Al Iaquinta,Diego Sanchez
2017-04-22,Hector Sandoval,Matt Schnell
2017-05-13,Stipe Miocic,Junior Dos Santos
2017-05-13,Krzysztof Jotko,David Branch
2017-05-13,Joanna Jedrzejczyk,Jessica Andrade
2017-05-13,Joachim Christensen,Gadzhimurad Antigulov
2017-05-13,Jessica Aguilar,Cortney Casey
2017-05-13,James Vick,Polo Reyes
2017-05-13,James Vick,Marco Polo Reyes
2017-05-13,Frankie Edgar,Yair Rodriguez
2017-05-13,Eddie Alvarez,Dustin Poirier
2017-05-13,Demian Maia,Jorge Masvidal
2017-05-13,Chase Sherman,Rashad Coulter
2017-05-13,Chas Skelly,Jason Knight
2017-05-13,Gabriel Benitez,Enrique Barzola
2017-05-28,Oliver Enkamp,Nordine Taleb
2017-05-28,Volkan Oezdemir,Misha Cirkunov
2017-05-28,Reza Madadi,Joaquim Silva
2017-05-28,Peter Sobotta,Ben Saunders
2017-05-28,Pedro Munhoz,Damian Stasiak
2017-05-28,Nico Musoke,Bojan Velickovic
2017-05-28,Trevor Smith,Chris Camozzi
2017-05-28,Marcin Held,Damir Hadzovic
2017-05-28,Abdul Razak Alhassan,Omari Akhmedov
2017-05-28,Alexander Gustafsson,Glover Teixeira
2017-05-28,Nicholas Musoke,Bojan Velickovic
2017-05-28,Jack Hermansson,Alex Nicholson
2017-05-28,Darren Till,Jessin Ayari
2017-06-03,Viviane Pereira,Jamie Moyle
2017-06-03,Vitor Belfort,Nate Marquardt
2017-06-03,Raphael Assuncao,Marlon Moraes
2017-06-03,Paulo Costa,Oluwale Bamgbose
2017-06-03,Luan Chagas,Jimmy Wallhead
2017-06-03,Marco Beltran,Deiveson Figueiredo
2017-06-03,Johnny Eduardo,Matthew Lopez
2017-06-03,Iuri Alcantara,Brian Kelleher
2017-06-03,Erick Silva,Yancy Medeiros
2017-06-03,Claudia Gadelha,Karolina Kowalkiewicz
2017-06-03,Antonio Carlos Junior,Eric Spicely
2017-06-03,Jose Aldo,Max Holloway
2017-06-03,Luan Chagas,Jim Wallhead
2017-06-10,JJ Aldrich,Chan-Mi Jeon
2017-06-10,Tim Elliott,Ben Nguyen
2017-06-10,Luke Jumeau,Dominique Steele
2017-06-10,Kiichi Kunimoto,Zak Ottow
2017-06-10,John Moraga,Ashkan Mokhtarian
2017-06-10,JJ Aldrich,Chanmi Jeon
2017-06-10,Ion Cutelaba,Henrique da Silva
2017-06-10,Derek Brunson,Daniel Kelly
2017-06-10,Dan Hooker,Ross Pearson
2017-06-10,Damien Brown,Vinc Pichel
2017-06-10,Alexander Volkanovski,Mizuto Hirota
2017-06-10,Derrick Lewis,Mark Hunt
2017-06-17,Tarec Saffiedine,Rafael Dos Anjos
2017-06-17,Takanori Gomi,Jon Tuck
2017-06-17,Naoki Inoue,Carls John De Tomas
2017-06-17,Li Jingliang,Frank Camacho
2017-06-17,Kwan Ho Kwak,Russell Doane
2017-06-17,Justin Scoggins,Yuta Sasaki
2017-06-17,Justin Scoggins,Ulka Sasaki
2017-06-17,Holly Holm,Bethe Correia
2017-06-17,Dong Hyun Kim,Colby Covington
2017-06-17,Cyril Asker,Walt Harris
2017-06-17,Andrei Arlovski,Marcin Tybura
2017-06-17,Alex Caceres,Rolando Dy
2017-06-17,Ji Yeon Kim,Lucie Pudilova
2017-06-25,Josh Stansbury,Jeremy Kimball
2017-06-25,Vitor Miranda,Marvin Vettori
2017-06-25,Tim Means,Alex Garcia
2017-06-25,Tim Boetsch,Johny Hendricks
2017-06-25,Michael Chiesa,Kevin Lee
2017-06-25,Joachim Christensen,Dominick Reyes
2017-06-25,Carla Esparza,Maryna Moroz
2017-06-25,Felice Herrig,Justine Kish
2017-06-25,Devin Powell,Darrell Horcher
2017-06-25,Clay Guida,Erik Koch
2017-06-25,Jared Gordon,Michel Quinones
2017-06-25,BJ Penn,Dennis Siver
2017-06-25,Anthony Rocco Martin,Johnny Case
2017-07-07,Tecia Pennington,Juliana Lima
2017-07-07,Michael Johnson,Justin Gaethje
2017-07-07,Marc Diakiese,Drakkar Klose
2017-07-07,Jordan Johnson,Marcel Fortuna
2017-07-07,Jared Cannonier,Nick Roehrick
2017-07-07,Tecia Torres,Juliana Lima
2017-07-07,Gray Maynard,Teruto Ishihara
2017-07-07,Ed Herman,CB Dollaway
2017-07-07,Dhiego Lima,Jesse Taylor
2017-07-07,Brad Tavares,Elias Theodorou
2017-07-07,Angela Hill,Ashley Yoder
2017-07-07,James Krause,Tom Gallicchio
2017-07-08,Yoel Romero,Robert Whittaker
2017-07-08,Trevin Giles,James Bochnovic
2017-07-08,Travis Browne,Aleksei Oleinik
2017-07-08,Thiago Santos,Gerald Meerschaert
2017-07-08,Rob Font,Douglas Silva de Andrade
2017-07-08,Jordan Mein,Belal Muhammad
2017-07-08,Daniel Omielanczuk,Curtis Blaydes
2017-07-08,Cody Stamann,Terrion Ware
2017-07-08,Chad Laprise,Brian Camozzi
2017-07-08,Anthony Pettis,Jim Miller
2017-07-08,Fabricio Werdum,Alistair Overeem
2017-07-16,James Mulheron,Justin Willis
2017-07-16,Stevie Ray,Paul Felder
2017-07-16,Leslie Smith,Amanda Lemos
2017-07-16,Khalil Rountree Jr.,Paul Craig
2017-07-16,Joanne Calderwood,Cynthia Calvillo
2017-07-16,Jack Marshman,Ryan Janes
2017-07-16,Joanne Wood,Cynthia Calvillo
2017-07-16,Danny Roberts,Bobby Nash
2017-07-16,Danny Henry,Daniel Teymur
2017-07-16,Gunnar Nelson,Santiago Ponzinibbio
2017-07-16,Charlie Ward,Galore Bofando
2017-07-16,Brett Johns,Albert Morales
2017-07-16,Alexandre Pantoja,Neil Seery
2017-07-22,Timothy Johnson,Junior Albini
2017-07-22,Tim Johnson,Junior Albini
2017-07-22,Shane Burgos,Godofredo Pepey
2017-07-22,Ryan LaFlare,Alex Oliveira
2017-07-22,Rafael Natal,Eryk Anders
2017-07-22,Patrick Cummins,Gian Villante
2017-07-22,Lyman Good,Elizeu Zaleski dos Santos
2017-07-22,Jimmie Rivera,Thomas Almeida
2017-07-22,Frankie Perez,Chris Wade
2017-07-22,Dennis Bermudez,Darren Elkins
2017-07-22,Damian Grabowski,Chase Sherman
2017-07-22,Chris Weidman,Kelvin Gastelum
2017-07-22,Brian Kelleher,Marlon Vera
2017-07-22,Kyle Bochniak,Jeremy Kennedy
2017-07-29,Joshua Burkman,Drew Dober
2017-07-29,Tyron Woodley,Demian Maia
2017-07-29,Robbie Lawler,Donald Cerrone
2017-07-29,Ricardo Lamas,Jason Knight
2017-07-29,Kailin Curran,Alexandra Albu
2017-07-29,Kailin Curran,Aleksandra Albu
2017-07-29,Jimi Manuwa,Volkan Oezdemir
2017-07-29,Aljamain Sterling,Renan Barao
2017-07-29,Daniel Cormier,Jon Jones
2017-07-29,Cristiane Justino,Tonya Evinger
2017-07-29,Cris Cyborg,Tonya Evinger
2017-07-29,Brian Ortega,Renato Moicano
2017-07-29,Andre Fili,Calvin Kattar
2017-07-29,Eric Shelton,Jarred Brooks
2017-08-05,Jose Quinonez,Diego Rivas
2017-08-05,Sergio Pettis,Brandon Moreno
2017-08-05,Sam Alvey,Rashad Evans
2017-08-05,Randa Markos,Alexa Grasso
2017-08-05,Martin Bravo,Humberto Bandenay
2017-08-05,Joseph Morales,Roberto Sanchez
2017-08-05,Henry Briones,Rani Yahya
2017-08-05,Joseph Morales,Robert Sanchez
2017-08-05,Bradley Scott,Jack Hermansson
2017-08-05,Dustin Ortiz,Hector Sandoval
2017-08-05,Brad Scott,Jack Hermansson
2017-08-05,Alvaro Herrera Mendoza,Jordan Rinaldi
2017-08-05,Alvaro Herrera,Jordan Rinaldi
2017-08-05,Alejandro Perez,Andre Soukhamthath
2017-08-05,Alan Jouban,Niko Price
2017-09-02,Thibault Gouti,Andrew Holbrook
2017-09-02,Rustam Khabilov,Desmond Green
2017-09-02,Mike Santiago,Zabit Magomedsharipov
2017-09-02,Michel Prazeres,Mads Burnell
2017-09-02,Marion Reneau,Talita Bernardo
2017-09-02,Siyar Bahadurzada,Rob Wilkinson
2017-09-02,Leon Edwards,Bryan Barberena
2017-09-02,Francimar Barroso,Aleksandar Rakic
2017-09-02,Darren Till,Bojan Velickovic
2017-09-02,Bojan Mihajlovic,Abdul-Kerim Edilov
2017-09-02,Alexander Volkov,Stefan Struve
2017-09-02,Mairbek Taisumov,Felipe Silva
2017-09-09,Sarah Moras,Ashlee Evans-Smith
2017-09-09,Sara McMann,Ketlen Vieira
2017-09-09,Neil Magny,Rafael Dos Anjos
2017-09-09,Mitch Clarke,Alex White
2017-09-09,Luis Henrique,Arjan Bhullar
2017-09-09,Kajan Johnson,Adriano Martins
2017-09-09,Jeremy Stephens,Gilbert Melendez
2017-09-09,Henry Cejudo,Wilson Reis
2017-09-09,Gavin Tucker,Ricky Glenn
2017-09-09,Gavin Tucker,Rick Glenn
2017-09-09,Amanda Nunes,Valentina Shevchenko
2017-09-09,Ilir Latifi,Tyson Pedro
2017-09-16,Justin Ledet,Zu Anyanwu
2017-09-16,Mike Perry,Alex Reyes
2017-09-16,Krzysztof Jotko,Uriah Hall
2017-09-16,Kamaru Usman,Sergio Moraes
2017-09-16,Justin Ledet,Azunna Anyanwu
2017-09-16,Luke Rockhold,David Branch
2017-09-16,Hector Lombard,Anthony Smith
2017-09-16,Anthony Hamilton,Daniel Spitz
2017-09-16,Jason Saggo,Gilbert Burns
2017-09-16,Gregor Gillespie,Jason Gonzalez
2017-09-16,Anthony Rocco Martin,Olivier Aubin-Mercier
2017-09-22,Teruto Ishihara,Rolando Dy
2017-09-22,Takanori Gomi,Dong Hyun Ma
2017-09-22,Syuri Kondo,Chanmi Jeon
2017-09-22,Syuri Kondo,Chan-Mi Jeon
2017-09-22,Keita Nakamura,Alex Morono
2017-09-22,Shinsho Anzai,Luke Jumeau
2017-09-22,Jussier Formiga,Ulka Sasaki
2017-09-22,Gokhan Saki,Henrique da Silva
2017-09-22,Daichi Abe,Hyun Gyu Lim
2017-09-22,Claudia Gadelha,Jessica Andrade
2017-09-22,Jussier Formiga,Yuta Sasaki
2017-09-22,Ovince Saint Preux,Yushin Okami
2017-10-07,Mara Romero Borella,Kalindra Faria
2017-10-07,Tony Ferguson,Kevin Lee
2017-10-07,Tom Duquesnoy,Cody Stamann
2017-10-07,Thales Leites,Brad Tavares
2017-10-07,Pearl Gonzalez,Poliana Botelho
2017-10-07,Matt Schnell,Marco Beltran
2017-10-07,Lando Vannata,King Green
2017-10-07,John Moraga,Bibulatov Magomed
2017-10-07,Fabricio Werdum,Walt Harris
2017-10-07,Demetrious Johnson,Ray Borg
2017-10-07,Beneil Dariush,Evan Dunham
2017-10-07,John Moraga,Magomed Bibulatov
2017-10-21,Sam Alvey,Ramazan Emeev
2017-10-21,Salim Touahri,Warlley Alves
2017-10-21,Oskar Piechota,Jonathan Wilson
2017-10-21,Marcin Held,Nasrat Haqparast
2017-10-21,Lina Lansberg,Aspen Ladd
2017-10-21,Karolina Kowalkiewicz,Jodie Esquibel
2017-10-21,Felipe Arantes,Josh Emmett
2017-10-21,Donald Cerrone,Darren Till
2017-10-21,Damian Stasiak,Brian Kelleher
2017-10-21,Artem Lobov,Andre Fili
2017-10-21,Jan Blachowicz,Devin Clark
2017-10-28,John Lineker,Marlon Vera
2017-10-28,Thiago Santos,Jack Hermansson
2017-10-28,Pedro Munhoz,Rob Font
2017-10-28,Marcelo Golm,Christian Colombo
2017-10-28,Hacran Dias,Jared Gordon
2017-10-28,Vicente Luque,Niko Price
2017-10-28,Elizeu Zaleski dos Santos,Max Griffin
2017-10-28,Derek Brunson,Lyoto Machida
2017-10-28,Demian Maia,Colby Covington
2017-10-28,Deiveson Figueiredo,Jarred Brooks
2017-10-28,Antonio Carlos Junior,Jack Marshman
2017-10-28,Francisco Trinaldo,Jim Miller
2017-11-04,Walt Harris,Mark Godbeer
2017-11-04,Stephen Thompson,Jorge Masvidal
2017-11-04,Randy Brown,Mickey Gall
2017-11-04,Ovince Saint Preux,Corey Anderson
2017-11-04,Michael Bisping,Georges St-Pierre
2017-11-04,Johny Hendricks,Paulo Costa
2017-11-04,Joanna Jedrzejczyk,Rose Namajunas
2017-11-04,James Vick,Joe Duffy
2017-11-04,Cody Garbrandt,TJ Dillashaw
2017-11-04,Aleksei Oleinik,Curtis Blaydes
2017-11-04,Aiemann Zahabi,Ricardo Ramos
2017-11-11,Tatiana Suarez,Viviane Pereira
2017-11-11,Sage Northcutt,Michel Quinones
2017-11-11,Raphael Assuncao,Matthew Lopez
2017-11-11,Nate Marquardt,Cezar Ferreira
2017-11-11,Matt Brown,Diego Sanchez
2017-11-11,Junior Albini,Andrei Arlovski
2017-11-11,John Dodson,Marlon Moraes
2017-11-11,Angela Hill,Nina Nunes
2017-11-11,Jake Collier,Marcel Fortuna
2017-11-11,Dustin Poirier,Anthony Pettis
2017-11-11,Darren Stewart,Karl Roberson
2017-11-11,Court McGee,Sean Strickland
2017-11-11,Angela Hill,Nina Ansaroff
2017-11-11,Joe Lauzon,Clay Guida
2017-11-18,Jake Matthews,Bojan Velickovic
2017-11-18,Ryan Benoit,Ashkan Mokhtarian
2017-11-18,Rashad Coulter,Tai Tuivasa
2017-11-18,Nik Lentz,Will Brooks
2017-11-18,Jenel Lausa,Eric Shelton
2017-11-18,Fabricio Werdum,Marcin Tybura
2017-11-18,Tim Means,Belal Muhammad
2017-11-18,Damien Brown,Frank Camacho
2017-11-18,Alex Chambers,Nadia Kassem
2017-11-18,Alexander Volkanovski,Shane Young
2017-11-18,Elias Theodorou,Daniel Kelly
2017-11-18,Bec Rawlings,Jessica-Rose Clark
2017-11-18,Anthony Hamilton,Adam Wieczorek
2017-11-25,Zabit Magomedsharipov,Sheymon Moraes
2017-11-25,Wulijiburen,Rolando Dy
2017-11-25,Wuliji Buren,Rolando Dy
2017-11-25,Wu Yanan,Gina Mazany
2017-11-25,Wang Guan,Alex Caceres
2017-11-25,Song Kenan,Bobby Nash
2017-11-25,Song Yadong,Bharat Kandare
2017-11-25,Michael Bisping,Kelvin Gastelum
2017-11-25,Li Jingliang,Zak Ottow
2017-11-25,Kailin Curran,Yan Xiaonan
2017-11-25,Cyril Asker,Hu Yaozong
2017-11-25,Chase Sherman,Shamil Abdurakhimov
2017-11-25,Muslim Salikhov,Alex Garcia
2017-12-01,Sean O'Malley,Terrion Ware
2017-12-01,Nicco Montano,Roxanne Modafferi
2017-12-01,Karine Gevorgyan,Rachael Ostovich
2017-12-01,Joe Soto,Brett Johns
2017-12-01,Gillian Robertson,Emily Whitmire
2017-12-01,Eric Spicely,Gerald Meerschaert
2017-12-01,Christina Marks,Montana De La Rosa
2017-12-01,Barb Honchak,Lauren Murphy
2017-12-01,Ariel Beck,Shana Dobson
2017-12-01,Andrew Sanchez,Ryan Janes
2017-12-01,DeAnna Bennett,Melinda Fabian
2017-12-02,Tecia Torres,Michelle Waterson
2017-12-02,Tecia Pennington,Michelle Waterson-Gomez
2017-12-02,Sabah Homasi,Abdul Razak Alhassan
2017-12-02,Max Holloway,Jose Aldo
2017-12-02,Justin Willis,Allen Crowder
2017-12-02,Jeremy Kimball,Dominick Reyes
2017-12-02,Henry Cejudo,Sergio Pettis
2017-12-02,Eddie Alvarez,Justin Gaethje
2017-12-02,David Teymur,Drakkar Klose
2017-12-02,Charles Oliveira,Paul Felder
2017-12-02,Amanda Cooper,Angela Magana
2017-12-02,Alistair Overeem,Francis Ngannou
2017-12-02,Alex Oliveira,Yancy Medeiros
2017-12-02,Felice Herrig,Cortney Casey
2017-12-09,Scott Holtzman,Darrell Horcher
2017-12-09,Marlon Moraes,Aljamain Sterling
2017-12-09,Luke Sanders,Andre Soukhamthath
2017-12-09,Jason Knight,Gabriel Benitez
2017-12-09,Frankie Saenz,Merab Dvalishvili
2017-12-09,Eryk Anders,Markus Perez
2017-12-09,Carls John De Tomas,Alex Perez
2017-12-09,Chris Gruetzemacher,Davi Ramos
2017-12-09,Antonio Braga Neto,Trevin Giles
2017-12-09,Alexis Davis,Liz Carmouche
2017-12-09,Alejandro Perez,Iuri Alcantara
2017-12-09,Albert Morales,Benito Lopez
2017-12-09,Cub Swanson,Brian Ortega
2017-12-16,Santiago Ponzinibbio,Mike Perry
2017-12-16,Robbie Lawler,Rafael Dos Anjos
2017-12-16,Ricardo Lamas,Josh Emmett
2017-12-16,Nordine Taleb,Danny Roberts
2017-12-16,Julian Marquez,Darren Stewart
2017-12-16,Jordan Mein,Erick Silva
2017-12-16,John Makdessi,Abel Trujillo
2017-12-16,Jared Cannonier,Jan Blachowicz
2017-12-16,Glover Teixeira,Misha Cirkunov
2017-12-16,Chad Laprise,Galore Bofando
2017-12-16,Alessio Di Chirico,Oluwale Bamgbose
2017-12-30,Tim Elliott,Mark De La Rosa
2017-12-30,Myles Jury,Ricky Glenn
2017-12-30,Myles Jury,Rick Glenn
2017-12-30,Marvin Vettori,Omari Akhmedov
2017-12-30,Louis Smolka,Matheus Nicolau
2017-12-30,Khalil Rountree Jr.,Michal Oleksiejczuk
2017-12-30,Khabib Nurmagomedov,Edson Barboza
2017-12-30,Dan Hooker,Marc Diakiese
2017-12-30,Cynthia Calvillo,Carla Esparza
2017-12-30,Cristiane Justino,Holly Holm
2017-12-30,Cris Cyborg,Holly Holm
2017-12-30,Carlos Condit,Neil Magny
2018-01-14,Talita Bernardo,Irene Aldana
2018-01-14,Paige VanZant,Jessica-Rose Clark
2018-01-14,Matt Frevola,Polo Reyes
2018-01-14,Matt Frevola,Marco Polo Reyes
2018-01-14,Mads Burnell,Mike Santiago
2018-01-14,Kyung Ho Kang,Guido Cannetti
2018-01-14,Kamaru Usman,Emil Meek
2018-01-14,Kalindra Faria,Jessica Eye
2018-01-14,Jeremy Stephens,Dooho Choi
2018-01-14,James Krause,Alex White
2018-01-14,Darren Elkins,Michael Johnson
2018-01-14,Danielle Taylor,JJ Aldrich
