event_date,fighter_a,fighter_b,query_date,offset_days,a_fair_prob,b_fair_prob,a_decimal_odds,b_decimal_odds,num_bookmakers,source_url,source_fighter_page,source_row_text
2026-05-09,Sean Brady,Joaquin Buckley,2026-05-09,0,0.404883,0.595117,2.35,1.598802,3,https://www.bestfightodds.com/events/ufc-328-4165,https://www.bestfightodds.com/fighters/Sean-Brady-8521,Joaquin Buckley | +250 | -167 | ... | -150 | May 9th 2026
2026-05-16,Alice Ardelean,Polyana Viana,2026-05-16,0,0.620915,0.379085,1.526316,2.5,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Alice-Ardelean-15320,Polyana Viana | +230 | +142 | ... | +165 | May 16th 2026
2026-05-16,Arnold Allen,Melquizael Costa,2026-05-16,0,0.532468,0.467532,1.8,2.05,5,https://www.bestfightodds.com/events/ufc-vegas-117-4178,https://www.bestfightodds.com/fighters/Arnold-Allen-4218,Melquizael Costa | +130 | -105 | ... | +106 | May 17th 2026
2026-05-16,Cody Brundage,Andre Petroski,2026-05-16,0,0.417626,0.582374,2.3,1.649351,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Cody-Brundage-10168,Andre Petroski | -160 | -163 | ... | -150 | May 16th 2026
2026-05-16,Daniel Barez,Luis Gurule,2026-05-16,0,0.397686,0.602314,2.38,1.571429,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Daniel-Barez-4827,Luis Gurule | +110 | -188 | ... | -162 | May 16th 2026
2026-05-16,Dooho Choi,Daniel Santos,2026-05-16,0,0.404883,0.595117,2.35,1.598802,5,https://www.bestfightodds.com/events/ufc-vegas-117-4178,https://www.bestfightodds.com/fighters/Doo-Ho-Choi-2152,Daniel Santos | -110 | -190 | ... | -160 | May 17th 2026
2026-05-16,Ketlen Vieira,Jacqueline Cavalcanti,2026-05-16,0,0.417626,0.582374,2.28,1.649351,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Ketlen-Vieira-6585,Jacqueline Cavalcanti | -160 | -159 | ... | -150 | May 16th 2026
2026-05-16,Nikolay Veretennikov,Khaos Williams,2026-05-16,0,0.469454,0.530546,2.02,1.8,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Nikolay-Veretennikov-7722,Khaos Williams | -150 | -127 | ... | -110 | May 16th 2026
2026-05-16,Shauna Bannon,Nicolle Caliari,2026-05-16,0,0.311102,0.688898,3.05,1.377358,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Shauna-Bannon-14505,Nicolle Caliari | -225 | -275 | ... | -240 | May 16th 2026
2026-05-16,Timmy Cuamba,Benardo Sopaj,2026-05-16,0,0.480983,0.519017,1.970874,1.826446,5,https://www.bestfightodds.com/events/ufc-vegas-117-4178,https://www.bestfightodds.com/fighters/Timmy-Cuamba-20244,Benardo Sopaj | -200 | -128 | ... | -115 | May 17th 2026
2026-05-16,Tuco Tokkos,Ivan Erslan,2026-05-16,0,0.395683,0.604317,2.4,1.571429,5,https://www.bestfightodds.com/events/ufc-vegas-117-4186,https://www.bestfightodds.com/fighters/Tuco-Tokkos-17649,Ivan Erslan | -300 | -182 | ... | -167 | May 16th 2026
