fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm,a_str_acc,a_sub_avg,a_td_avg,a_td_acc,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,event_name,a_sapm,a_str_def,a_td_def,a_sig_str_landed,a_sig_str_attempted,a_td_landed,a_td_attempted,a_kd,a_sub_att,a_rev,a_ctrl_seconds,a_total_str_landed,a_total_str_attempted,a_head_landed,a_head_attempted,a_body_landed,a_body_attempted,a_leg_landed,a_leg_attempted,a_distance_landed,a_distance_attempted,a_clinch_landed,a_clinch_attempted,a_ground_landed,a_ground_attempted,a_total_str_pm,a_sig_str_share,a_head_str_share,a_body_str_share,a_leg_str_share,a_distance_str_share,a_clinch_str_share,a_ground_str_share,a_control_share,a_control_per_td,a_finish_threat,b_sapm,b_str_def,b_td_def,b_sig_str_landed,b_sig_str_attempted,b_td_landed,b_td_attempted,b_kd,b_sub_att,b_rev,b_ctrl_seconds,b_total_str_landed,b_total_str_attempted,b_head_landed,b_head_attempted,b_body_landed,b_body_attempted,b_leg_landed,b_leg_attempted,b_distance_landed,b_distance_attempted,b_clinch_landed,b_clinch_attempted,b_ground_landed,b_ground_attempted,b_total_str_pm,b_sig_str_share,b_head_str_share,b_body_str_share,b_leg_str_share,b_distance_str_share,b_clinch_str_share,b_ground_str_share,b_control_share,b_control_per_td,b_finish_threat
Tainara Lisboa,Ravena Oliveira,,,,,2023-10-14,"Las Vegas, Nevada, USA",USA,Tainara Lisboa,0.0,Women's Bantamweight,FEMALE,3.0,0.0,0.0,0.0,1.0,48.0,0.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,165.1,115.0,0.0,1.0,0.0,2.05,50.0,0.5,2.05,40.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,170.18,170.18,135.0,32.0,26.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC Fight Night: Yusuff vs. Barboza,1.0,51.61290322580645,33.333333333333336,18.0,35.0,3.0,8.0,0.0,0.0,0.0,415.0,77.0,106.0,9.0,24.0,8.0,9.0,1.0,2.0,7.0,20.0,11.0,12.0,0.0,3.0,5.133333333333334,0.23376623376623376,0.5,0.4444444444444444,0.05555555555555555,0.3888888888888889,0.6111111111111112,0.0,0.46111111111111114,138.33333333333334,0.0,1.2,48.57142857142858,62.5,15.0,31.0,2.0,3.0,0.0,0.0,0.0,322.0,61.0,87.0,10.0,23.0,3.0,6.0,2.0,2.0,13.0,28.0,2.0,3.0,0.0,0.0,4.066666666666666,0.2459016393442623,0.6666666666666666,0.2,0.13333333333333333,0.8666666666666667,0.13333333333333333,0.0,0.35777777777777775,161.0,0.0
Terrance McKinney,Brendon Marotte,,,,,2023-10-14,"Las Vegas, Nevada, USA",USA,Terrance McKinney,0.0,Lightweight,MALE,3.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,177.8,145.0,0.0,1.0,0.0,4.53,50.0,1.0,3.45,36.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,Switch,177.8,185.42,155.0,29.0,27.0,,,,,,neither,KO/TKO ,1.0,0:20,20.0,,,,,,,1.0,UFC Fight Night: Yusuff vs. Barboza,3.0,0.0,,14.0,21.0,0.0,0.0,1.0,0.0,0.0,15.0,14.0,21.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.0,19.0,42.0,1.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.9285714285714286,0.75,,3.0,42.0,33.333333333333336,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0
Abu Azaitar,Sedriques Dumas,195.0,-238.0,195.0,42.0168,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Sedriques Dumas,0.0,Middleweight,MALE,3.0,0.0,1.0,0.0,2.15,48.0,0.3,1.31,35.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,187.96,200.66,185.0,1.0,0.0,0.0,4.38,43.0,0.0,1.0,37.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,175.26,193.04,185.0,37.0,28.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,650.0,300.0,2200.0,350.0,400.0,175.0,0.0,UFC 294: Makhachev vs. Volkanovski 2,2.2666666666666666,56.96202531645569,50.0,41.0,106.0,2.0,4.0,0.0,0.0,0.0,32.0,87.0,153.0,21.0,78.0,13.0,18.0,7.0,10.0,31.0,90.0,3.0,6.0,7.0,10.0,5.8,0.47126436781609193,0.5121951219512195,0.3170731707317073,0.17073170731707318,0.7560975609756098,0.07317073170731707,0.17073170731707318,0.035555555555555556,16.0,0.0,2.7333333333333334,61.32075471698113,50.0,34.0,79.0,1.0,2.0,0.0,0.0,0.0,250.0,72.0,117.0,11.0,45.0,5.0,11.0,18.0,23.0,31.0,76.0,0.0,0.0,3.0,3.0,4.8,0.4722222222222222,0.3235294117647059,0.14705882352941177,0.5294117647058824,0.9117647058823529,0.0,0.08823529411764706,0.2777777777777778,250.0,0.0
Ikram Aliskerov,Warlley Alves,-700.0,500.0,14.2857,500.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Ikram Aliskerov,0.0,Middleweight,MALE,3.0,2.0,0.0,0.0,3.04,48.0,0.8,1.22,50.0,4.0,6.0,33.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,Orthodox,180.34,182.88,185.0,0.0,2.0,0.0,7.03,60.0,1.8,1.82,33.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Southpaw,182.88,193.04,185.0,30.0,32.0,,,,,,neither,KO/TKO ,1.0,2:07,127.0,500.0,1400.0,150.0,1600.0,110.0,900.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,5.669291338582677,25.0,,26.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,36.0,20.0,29.0,6.0,6.0,0.0,1.0,26.0,36.0,0.0,0.0,0.0,0.0,12.283464566929133,1.0,0.7692307692307693,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,,0.47244094488188976,12.283464566929133,27.77777777777778,,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,3.0,6.0,1.0,1.0,8.0,9.0,12.0,16.0,0.0,0.0,0.0,0.0,5.669291338582677,1.0,0.25,0.08333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,,0.0
Islam Makhachev,Alexander Volkanovski,-350.0,220.0,28.5714,220.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Islam Makhachev,1.0,UFC Lightweight,MALE,5.0,0.0,1.0,0.0,6.16,56.00000000000001,0.2,1.78,37.0,12.0,1.0,50.0,8.0,0.0,1.0,7.0,5.0,0.0,0.0,13.0,Orthodox,167.64,180.34,145.0,0.0,12.0,0.0,2.65,59.0,1.1,3.19,53.0,12.0,1.0,33.0,3.0,0.0,0.0,5.0,2.0,6.0,0.0,13.0,Southpaw,177.8,177.8,155.0,31.0,35.0,,,0.0,3.0,2.0,Red,KO/TKO ,1.0,3:06,186.0,165.0,475.0,250.0,2200.0,400.0,500.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,1.2903225806451613,33.333333333333336,,24.0,29.0,0.0,1.0,1.0,0.0,0.0,19.0,39.0,46.0,13.0,16.0,9.0,11.0,2.0,2.0,7.0,11.0,8.0,9.0,9.0,9.0,12.580645161290322,0.6153846153846154,0.5416666666666666,0.375,0.08333333333333333,0.2916666666666667,0.3333333333333333,0.375,0.10215053763440861,,0.3225806451612903,7.741935483870967,17.24137931034483,100.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,18.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,3.5483870967741935,0.36363636363636365,0.0,0.25,0.75,0.75,0.25,0.0,0.26344086021505375,,0.0
Javid Basharat,Victor Henry,,,,,2023-10-21,,,,0.0,Bantamweight,,3.0,,,,4.761904761904762,69.44444444444444,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.714285714285714,69.76744186046511,0.0,2.8571428571428568,25.0,,,,,,,,,,,,,,,,,,,,,,,,Could Not Continue ,2.0,0:15,315.0,,,,,,,,UFC 294: Makhachev vs. Volkanovski 2,4.761904761904762,30.555555555555557,100.0,30.0,43.0,1.0,4.0,0.0,0.0,0.0,29.0,33.0,46.0,8.0,21.0,8.0,8.0,14.0,14.0,26.0,39.0,4.0,4.0,0.0,0.0,6.285714285714286,0.9090909090909091,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.8666666666666667,0.13333333333333333,0.0,0.09206349206349207,29.0,0.0,5.714285714285714,30.23255813953488,75.0,25.0,36.0,0.0,1.0,0.0,0.0,0.0,14.0,30.0,41.0,3.0,10.0,6.0,6.0,16.0,20.0,23.0,34.0,2.0,2.0,0.0,0.0,5.714285714285714,0.8333333333333334,0.12,0.24,0.64,0.92,0.08,0.0,0.044444444444444446,,0.0
Kamaru Usman,Khamzat Chimaev,300.0,-380.0,300.0,26.3158,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Khamzat Chimaev,0.0,Middleweight,MALE,3.0,0.0,6.0,0.0,5.72,57.99999999999999,2.7,3.99,46.0,6.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,6.0,Orthodox,187.96,190.5,185.0,2.0,0.0,0.0,4.36,52.0,0.1,2.82,45.0,15.0,2.0,63.0,9.0,0.0,0.0,10.0,4.0,1.0,0.0,15.0,Switch,182.88,193.04,170.0,36.0,29.0,,,,7.0,,neither,Decision - Majority ,3.0,5:00,900.0,600.0,250.0,2500.0,300.0,700.0,165.0,0.0,UFC 294: Makhachev vs. Volkanovski 2,2.533333333333333,45.714285714285715,66.66666666666667,36.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,92.0,27.0,52.0,6.0,10.0,3.0,4.0,33.0,63.0,1.0,1.0,2.0,2.0,3.8666666666666667,0.6206896551724138,0.75,0.16666666666666666,0.08333333333333333,0.9166666666666666,0.027777777777777776,0.05555555555555555,0.0,,0.0,2.4,45.45454545454546,100.0,38.0,70.0,4.0,12.0,0.0,1.0,0.0,436.0,107.0,143.0,27.0,53.0,3.0,9.0,8.0,8.0,22.0,53.0,0.0,0.0,16.0,17.0,7.133333333333334,0.35514018691588783,0.7105263157894737,0.07894736842105263,0.21052631578947367,0.5789473684210527,0.0,0.42105263157894735,0.48444444444444446,109.0,0.06666666666666667
Magomed Ankalaev,Johnny Walker,,,,,2023-10-21,,,,0.0,Light Heavyweight,,3.0,,,,4.352331606217616,51.85185185185185,0.0,0.0,,,,,,,,,,,,,,,,,,,,4.041450777202073,68.42105263157895,0.0,4.66321243523316,100.0,,,,,,,,,,,,,,,,,,,,,,,,Could Not Continue ,1.0,3:13,193.0,,,,,,,,UFC 294: Makhachev vs. Volkanovski 2,4.352331606217616,48.14814814814815,,13.0,19.0,1.0,1.0,0.0,0.0,0.0,66.0,16.0,23.0,7.0,13.0,3.0,3.0,3.0,3.0,7.0,11.0,1.0,1.0,5.0,7.0,4.974093264248705,0.8125,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.34196891191709844,66.0,0.0,4.041450777202073,31.57894736842105,0.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,4.0,15.0,1.0,2.0,9.0,10.0,14.0,27.0,0.0,0.0,0.0,0.0,5.284974093264249,0.8235294117647058,0.2857142857142857,0.07142857142857142,0.6428571428571429,1.0,0.0,0.0,0.0,,0.0
Mike Breeden,Anshul Jubli,210.0,-258.0,210.0,38.7597,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Mike Breeden,0.0,Lightweight,MALE,3.0,0.0,2.0,0.0,6.48,46.0,0.4,0.82,18.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Switch,182.88,175.26,155.0,4.0,0.0,0.0,5.75,45.0,0.0,0.98,30.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,177.8,155.0,34.0,28.0,,,,,,neither,KO/TKO ,3.0,3:00,780.0,550.0,200.0,2000.0,450.0,450.0,200.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,7.923076923076923,46.90721649484536,100.0,92.0,177.0,0.0,1.0,1.0,0.0,0.0,4.0,94.0,181.0,75.0,157.0,11.0,13.0,6.0,7.0,89.0,174.0,2.0,2.0,1.0,1.0,7.230769230769231,0.9787234042553191,0.8152173913043478,0.11956521739130435,0.06521739130434782,0.967391304347826,0.021739130434782608,0.010869565217391304,0.005128205128205128,,0.07692307692307693,7.076923076923077,48.0225988700565,100.0,103.0,194.0,0.0,5.0,0.0,0.0,0.0,5.0,104.0,195.0,63.0,145.0,27.0,36.0,13.0,13.0,97.0,181.0,6.0,13.0,0.0,0.0,8.0,0.9903846153846154,0.6116504854368932,0.2621359223300971,0.1262135922330097,0.941747572815534,0.05825242718446602,0.0,0.00641025641025641,,0.0
Mohammad Yahya,Trevor Peek,170.0,-205.0,170.0,48.7805,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Trevor Peek,0.0,Lightweight,MALE,3.0,1.0,0.0,0.0,4.58,54.0,0.0,1.82,53.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Switch,175.26,177.8,155.0,0.0,0.0,0.0,2.38,42.0,0.8,0.76,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,185.42,155.0,29.0,28.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,550.0,800.0,750.0,1400.0,350.0,-125.0,0.0,UFC 294: Makhachev vs. Volkanovski 2,4.066666666666666,37.11340206185567,42.85714285714286,43.0,92.0,1.0,1.0,0.0,1.0,0.0,24.0,47.0,96.0,28.0,70.0,14.0,21.0,1.0,1.0,41.0,90.0,2.0,2.0,0.0,0.0,3.1333333333333333,0.9148936170212766,0.6511627906976745,0.32558139534883723,0.023255813953488372,0.9534883720930233,0.046511627906976744,0.0,0.02666666666666667,24.0,0.06666666666666667,2.8666666666666667,53.260869565217384,0.0,61.0,97.0,4.0,7.0,0.0,0.0,0.0,310.0,83.0,123.0,32.0,61.0,16.0,23.0,13.0,13.0,50.0,83.0,6.0,9.0,5.0,5.0,5.533333333333333,0.7349397590361446,0.5245901639344263,0.26229508196721313,0.21311475409836064,0.819672131147541,0.09836065573770492,0.08196721311475409,0.34444444444444444,77.5,0.0
Nathaniel Wood,Muhammad Naimov,-360.0,285.0,27.7778,285.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Muhammad Naimov,0.0,Featherweight,MALE,3.0,0.0,1.0,0.0,3.18,43.0,0.0,1.8,30.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,175.26,177.8,145.0,0.0,3.0,0.0,5.75,51.0,0.5,1.56,48.0,3.0,2.0,25.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,Orthodox,167.64,175.26,145.0,30.0,29.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,100.0,750.0,450.0,1400.0,350.0,550.0,0.0,UFC 294: Makhachev vs. Volkanovski 2,3.2,40.74074074074075,55.55555555555556,50.0,72.0,2.0,7.0,0.0,0.0,0.0,164.0,70.0,94.0,37.0,57.0,6.0,7.0,7.0,8.0,36.0,56.0,5.0,6.0,9.0,10.0,4.666666666666667,0.7142857142857143,0.74,0.12,0.14,0.72,0.1,0.18,0.18222222222222223,82.0,0.0,3.3333333333333335,30.555555555555557,71.42857142857143,48.0,81.0,4.0,9.0,0.0,0.0,1.0,402.0,100.0,140.0,31.0,60.0,10.0,13.0,7.0,8.0,24.0,48.0,11.0,14.0,13.0,19.0,6.666666666666667,0.48,0.6458333333333334,0.20833333333333334,0.14583333333333334,0.5,0.22916666666666666,0.2708333333333333,0.44666666666666666,100.5,0.0
Said Nurmagomedov,Muin Gafurov,-305.0,245.0,32.7869,245.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Said Nurmagomedov,0.0,Bantamweight,MALE,3.0,2.0,0.0,0.0,3.03,47.0,0.0,1.95,27.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,172.72,135.0,1.0,0.0,0.0,3.55,47.0,1.4,1.01,16.0,4.0,2.0,17.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,6.0,Orthodox,172.72,177.8,135.0,31.0,27.0,,,,,,neither,Submission ,1.0,1:13,73.0,175.0,500.0,225.0,1600.0,450.0,600.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,0.8219178082191781,66.66666666666667,100.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,11.0,2.0,7.0,2.0,2.0,1.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,4.109589041095891,1.0,0.4,0.4,0.2,1.0,0.0,0.0,0.0410958904109589,,0.8219178082191781,4.109589041095891,54.54545454545454,,1.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.8219178082191781,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0958904109589041,,0.0
Shara Magomedov,Bruno Silva,,300.0,,300.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Shara Magomedov,0.0,Middleweight,MALE,3.0,1.0,0.0,0.0,4.12,49.0,0.0,0.93,27.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Orthodox,182.88,187.96,185.0,0.0,0.0,0.0,6.88,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,185.42,185.0,29.0,34.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,350.0,800.0,800.0,2500.0,-120.0,550.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,4.333333333333333,28.57142857142857,57.14285714285714,113.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,274.0,56.0,92.0,22.0,24.0,35.0,38.0,74.0,106.0,15.0,21.0,24.0,27.0,14.8,0.509009009009009,0.49557522123893805,0.19469026548672566,0.30973451327433627,0.6548672566371682,0.13274336283185842,0.21238938053097345,0.0,,0.0,7.533333333333333,26.623376623376625,,65.0,91.0,3.0,7.0,0.0,0.0,0.0,404.0,107.0,138.0,51.0,76.0,6.0,7.0,8.0,8.0,35.0,56.0,5.0,5.0,25.0,30.0,7.133333333333334,0.6074766355140186,0.7846153846153846,0.09230769230769231,0.12307692307692308,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.4488888888888889,134.66666666666666,0.0
Tim Elliott,Muhammad Mokaev,350.0,-520.0,350.0,19.2308,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Muhammad Mokaev,0.0,Flyweight,MALE,3.0,0.0,4.0,0.0,1.61,45.0,0.8,5.29,41.0,4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Orthodox,170.18,177.8,125.0,0.0,2.0,0.0,3.39,44.0,1.0,3.73,47.0,2.0,10.0,48.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,Southpaw,170.18,167.64,125.0,36.0,23.0,,11.0,10.0,,,Red,Submission ,3.0,3:03,783.0,450.0,130.0,1600.0,165.0,2500.0,700.0,0.0,UFC 294: Makhachev vs. Volkanovski 2,1.0727969348659003,57.57575757575757,50.0,30.0,43.0,1.0,1.0,0.0,2.0,0.0,143.0,71.0,87.0,19.0,30.0,10.0,12.0,1.0,1.0,14.0,27.0,8.0,8.0,8.0,8.0,5.440613026819923,0.4225352112676056,0.6333333333333333,0.3333333333333333,0.03333333333333333,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.1826309067688378,143.0,0.1532567049808429,2.2988505747126435,30.23255813953488,0.0,14.0,33.0,3.0,6.0,0.0,1.0,0.0,504.0,118.0,146.0,8.0,21.0,3.0,8.0,3.0,4.0,10.0,29.0,1.0,1.0,3.0,3.0,9.042145593869732,0.11864406779661017,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.7142857142857143,0.07142857142857142,0.21428571428571427,0.6436781609195402,168.0,0.07662835249042145
Viktoriia Dudakova,Jinh Yu Frey,-520.0,350.0,19.2308,350.0,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Viktoriia Dudakova,0.0,Women's Strawweight,FEMALE,3.0,3.0,0.0,0.0,2.97,43.0,0.3,1.02,36.0,2.0,5.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Southpaw,160.02,165.1,115.0,0.0,2.0,0.0,3.45,48.0,0.0,2.63,36.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,165.1,170.18,115.0,24.0,38.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,-105.0,500.0,350.0,2200.0,275.0,2500.0,1.0,UFC 294: Makhachev vs. Volkanovski 2,3.1333333333333333,53.46534653465347,66.66666666666667,74.0,146.0,0.0,3.0,1.0,0.0,0.0,18.0,109.0,183.0,47.0,115.0,26.0,30.0,1.0,1.0,60.0,131.0,14.0,15.0,0.0,0.0,7.266666666666667,0.6788990825688074,0.6351351351351351,0.35135135135135137,0.013513513513513514,0.8108108108108109,0.1891891891891892,0.0,0.02,,0.06666666666666667,4.933333333333334,49.31506849315068,100.0,47.0,101.0,1.0,3.0,0.0,0.0,0.0,280.0,65.0,121.0,31.0,80.0,8.0,13.0,8.0,8.0,37.0,89.0,3.0,4.0,7.0,8.0,4.333333333333333,0.7230769230769231,0.6595744680851063,0.1702127659574468,0.1702127659574468,0.7872340425531915,0.06382978723404255,0.14893617021276595,0.3111111111111111,280.0,0.0
Angela Hill,Denise Gomes,,,,,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Brazil,Angela Hill,0.0,Women's Strawweight,FEMALE,3.0,0.0,2.0,0.0,4.48,49.0,0.9,0.88,30.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,157.48,160.02,115.0,1.0,0.0,0.0,5.46,49.0,0.1,0.76,32.0,3.0,13.0,68.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,10.0,Orthodox,160.02,162.56,115.0,38.0,23.0,,,12.0,,,Red,Decision - Unanimous ,3.0,5:00,900.0,,,,,,,1.0,UFC Fight Night: Almeida vs. Lewis,4.133333333333334,53.383458646616546,66.66666666666667,76.0,120.0,5.0,9.0,0.0,0.0,1.0,483.0,96.0,153.0,37.0,76.0,37.0,42.0,2.0,2.0,40.0,68.0,33.0,44.0,3.0,8.0,6.4,0.7916666666666666,0.4868421052631579,0.4868421052631579,0.02631578947368421,0.5263157894736842,0.4342105263157895,0.039473684210526314,0.5366666666666666,96.6,0.0,5.066666666666666,36.66666666666667,44.44444444444444,62.0,133.0,1.0,3.0,0.0,0.0,1.0,63.0,111.0,203.0,29.0,91.0,25.0,33.0,8.0,9.0,34.0,97.0,27.0,35.0,1.0,1.0,7.4,0.5585585585585585,0.46774193548387094,0.4032258064516129,0.12903225806451613,0.5483870967741935,0.43548387096774194,0.016129032258064516,0.07,63.0,0.0
Caio Borralho,Abus Magomedov,-298.0,240.0,33.557,240.0,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Brazil,Caio Borralho,0.0,Middleweight,MALE,3.0,1.0,0.0,0.0,2.88,44.0,0.0,2.65,77.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,187.96,198.12,185.0,0.0,6.0,0.0,3.61,60.0,0.5,1.56,60.0,6.0,0.0,15.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,Southpaw,185.42,190.5,185.0,30.0,33.0,,,,,,neither,Decision - Unanimous ,3.0,5:00,900.0,215.0,800.0,175.0,1200.0,400.0,450.0,1.0,UFC Fight Night: Almeida vs. Lewis,2.533333333333333,64.48598130841121,,51.0,103.0,0.0,1.0,1.0,0.0,0.0,137.0,70.0,126.0,33.0,73.0,11.0,15.0,7.0,15.0,50.0,102.0,0.0,0.0,1.0,1.0,4.666666666666667,0.7285714285714285,0.6470588235294118,0.21568627450980393,0.13725490196078433,0.9803921568627451,0.0,0.0196078431372549,0.15222222222222223,,0.06666666666666667,3.4,50.48543689320388,100.0,38.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,110.0,19.0,74.0,14.0,24.0,5.0,9.0,38.0,107.0,0.0,0.0,0.0,0.0,2.6,0.9743589743589743,0.5,0.3684210526315789,0.13157894736842105,1.0,0.0,0.0,0.0,,0.0
