fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Clay Guida,Shannon Gugerty,-420.0,335.0,23.8095,335.0,2010-03-21,"Broomfield, Colorado, USA", USA,Clay Guida,,Lightweight,MALE,3.0,1.0,0.0,0.0,10.75,33.300000000000004,1.25,1.25,66.3,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,177.8,180.34,155.0,2.0,0.0,0.0,33.1,39.4,0.6,3.4,38.2,3.0,5.0,26.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,Orthodox,170.18,177.8,155.0,28.0,28.0,0.0,,,,,neither,SUB,2.0,3:40,520.0,,,,,,,1,1500.0,1500.0,33.1,10.75,,,39.4,33.300000000000004,,,3.4,1.25,38.2,66.3,,,0.6,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-7.6200000000000045,-2.539999999999992,0.0,0.0,,,,0.0,0.0,1,0.2,0.2,0.2,0.0,1.0,0.0,0.2,-0.8,0.2,0.8076923076923077,0.22988505747126436,0.5778072502210434,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,1.0,2.0,19.0,0.0,0.0,,,,,,,0.5,0.5,0.0,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.199,0.199,0.0,0.995,0.199,-0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0
Jim Miller,Mark Bocek,-320.0,290.0,31.25,290.0,2010-03-27,"Newark, New Jersey, USA", USA,Jim Miller,,Lightweight,MALE,3.0,0.0,3.0,0.0,16.8333,36.199999999999996,1.3333,2.3333,54.0,3.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Orthodox,172.72,190.5,155.0,0.0,3.0,0.0,29.0,37.0,1.8333,2.5,39.0,3.0,1.0,15.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Southpaw,172.72,180.34,155.0,26.0,28.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,1,1500.0,1500.0,29.0,16.8333,,,37.0,36.199999999999996,,,2.5,2.3333,39.0,54.0,,,1.8333,1.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,0.0,-10.159999999999997,0.0,-2.0,,,,1.0,0.0,0,0.2,0.4,0.4,0.0,0.75,0.25,0.2,-0.35,0.15000000000000002,0.7619047619047619,0.2564102564102564,0.5054945054945055,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,0.8333333333333334,0.6666666666666666,0.16666666666666674,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.199,0.398,0.0,0.74625,0.199,-0.34824999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.16666666666666674,0
Georges St-Pierre,Dan Hardy,-650.0,550.0,15.3846,550.0,2010-03-27,"Newark, New Jersey, USA", USA,Georges St-Pierre,,Welterweight,MALE,5.0,0.0,4.0,0.0,36.25,41.3,0.0,0.5,31.3,4.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,182.88,187.96,170.0,0.0,6.0,0.0,48.2,57.699999999999996,1.0667,3.4,75.1,6.0,2.0,38.0,8.0,0.0,1.0,5.0,5.0,2.0,0.0,13.0,Orthodox,180.34,193.04,185.0,28.0,27.0,0.0,,,,,neither,U-DEC,5.0,5:00,1500.0,,,,,,,1,1500.0,1500.0,48.2,36.25,,,57.699999999999996,41.3,,,3.4,0.5,75.1,31.3,,,1.0667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-2.539999999999992,5.079999999999984,15.0,1.0,,,,0.0,0.0,1,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.25,0.0,0.25,0.13461538461538464,0.15384615384615385,0.13461538461538464,0.8666666666666667,0.15384615384615385,0.7128205128205128,0,5.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,2.0,28.0,8.0,0.0,,,,,,,0.8666666666666667,1.0,-0.1333333333333333,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.3826923076923077,0.15307692307692308,0.24875,0.0,0.13394230769230772,0.15307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,1.0,-0.1333333333333333,0
Kurt Pellegrino,Fabricio Camoes,-210.0,190.0,47.619,190.0,2010-03-27,"Newark, New Jersey, USA", USA,Kurt Pellegrino,,Lightweight,MALE,3.0,1.0,0.0,0.0,22.0,30.0,2.0,5.0,100.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,185.42,155.0,0.0,3.0,0.0,22.4444,47.699999999999996,0.5556,2.1111,60.6,3.0,3.0,20.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,Orthodox,172.72,177.8,155.0,30.0,31.0,0.0,,,,,neither,SUB,2.0,4:20,560.0,,,,,,,1,1500.0,1500.0,22.4444,22.0,,,47.699999999999996,30.0,,,2.1111,5.0,60.6,100.0,,,0.5556,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-5.0800000000000125,-7.619999999999976,0.0,-1.0,,,,0.0,0.0,1,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,0.6774193548387096,0.3448275862068966,0.33259176863181306,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,3.0,17.0,0.0,0.0,,,,,,,0.6666666666666666,0.0,0.6666666666666666,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.16583333333333333,0.4975,0.0,0.0,0.16583333333333333,0.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0
Ben Saunders,Jon Fitch,295.0,-325.0,295.0,30.7692,2010-03-27,"Newark, New Jersey, USA", USA,Jon Fitch,,Welterweight,MALE,3.0,0.0,3.0,0.0,32.8333,50.0,0.9167,3.0833,56.10000000000001,8.0,1.0,34.0,1.0,0.0,1.0,6.0,1.0,3.0,0.0,11.0,Orthodox,182.88,193.04,170.0,0.0,1.0,0.0,28.0,66.8,1.2,0.2,20.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,Orthodox,187.96,195.58,170.0,26.0,32.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,0,1500.0,1500.0,28.0,32.8333,,,66.8,50.0,,,0.2,3.0833,20.0,56.10000000000001,,,1.2,0.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,5.0800000000000125,2.5400000000000205,0.0,-6.0,,,,0.0,0.0,1,0.5,0.25,0.25,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.40909090909090906,-0.022727272727272707,-0.2954545454545454,0.25316455696202533,0.7647058823529411,-0.5115413253909158,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-5.0,-25.0,-1.0,0.0,,,,,,,0.8,0.9166666666666666,-0.11666666666666659,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.4975,0.24875,0.09045454545454545,0.27136363636363636,0.40704545454545454,-0.022613636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9166666666666666,-0.11666666666666659,0
Frank Mir,Shane Carwin,-150.0,140.0,66.6667,140.0,2010-03-27,"Newark, New Jersey, USA", USA,Shane Carwin,,Heavyweight,MALE,5.0,0.0,3.0,0.0,7.3333,43.7,0.0,0.3333,16.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,187.96,203.2,265.0,0.0,1.0,0.0,10.3333,52.0,1.2667,0.8,35.099999999999994,4.0,4.0,20.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,11.0,Southpaw,190.5,200.66,264.0,30.0,35.0,0.0,,,,,neither,KO/TKO,1.0,3:48,228.0,,,,,,,0,1500.0,1500.0,10.3333,7.3333,,,52.0,43.7,,,0.8,0.3333,35.099999999999994,16.7,,,1.2667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,2.539999999999992,-2.539999999999992,-1.0,-5.0,,,,1.0,0.0,0,0.18181818181818182,0.6363636363636364,0.09090909090909091,1.0,0.0,0.0,-0.8181818181818181,0.6363636363636364,0.09090909090909091,0.6,0.4166666666666667,0.1833333333333333,0,5.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,17.0,3.0,0.0,,,,,,,0.7333333333333333,1.0,-0.2666666666666667,8,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.1809090909090909,0.6331818181818182,0.995,0.0,-0.8140909090909091,0.6331818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,-0.2666666666666667,0
Rodney Wallace,Jared Hamman,-160.0,140.0,62.5,140.0,2010-03-27,"Newark, New Jersey, USA", USA,Jared Hamman,,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,6.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,190.5,185.0,1.0,0.0,0.0,15.0,42.0,2.0,7.0,46.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,182.88,205.0,28.0,28.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,0,1500.0,1500.0,15.0,6.0,,,42.0,35.0,,,7.0,0.0,46.0,0.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-15.240000000000009,-7.6200000000000045,20.0,0.0,,,,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.4166666666666667,0.19871794871794873,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,0.0,0.0,0.0,7,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ricardo Almeida,Matt Brown,-185.0,160.0,54.0541,160.0,2010-03-27,"Newark, New Jersey, USA", USA,Ricardo Almeida,,Welterweight,MALE,3.0,0.0,3.0,0.0,32.8,62.2,1.8,0.4,30.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Orthodox,182.88,190.5,170.0,0.0,2.0,0.0,19.1429,59.0,1.4286,2.8571,49.3,2.0,3.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,Orthodox,182.88,187.96,170.0,33.0,29.0,0.0,,,,,neither,SUB,2.0,3:30,510.0,,,,,,,1,1500.0,1500.0,19.1429,32.8,,,59.0,62.2,,,2.8571,0.4,49.3,30.0,,,1.4286,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,0.0,-2.539999999999992,0.0,4.0,,,,0.0,0.0,1,0.0,0.5,0.5,0.75,0.25,0.0,-0.75,0.25,0.5,0.6491228070175439,0.38461538461538464,0.26450742240215924,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-1.0,5.0,0.0,0.0,,,,,,,0.5714285714285714,0.8,-0.22857142857142865,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.4975,0.74625,0.24875,-0.74625,0.24875,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.8,-0.22857142857142865,0
Rousimar Palhares,Tomasz Drwal,-220.0,180.0,45.4545,180.0,2010-03-27,"Newark, New Jersey, USA", USA,Rousimar Palhares,,Middleweight,MALE,3.0,0.0,3.0,0.0,28.75,45.5,0.25,2.25,68.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Orthodox,185.42,193.04,205.0,0.0,2.0,0.0,12.75,33.800000000000004,1.75,2.75,57.99999999999999,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Orthodox,172.72,180.34,170.0,30.0,28.0,0.0,,,,,neither,SUB,1.0,0:45,45.0,,,,,,,1,1500.0,1500.0,12.75,28.75,,,33.800000000000004,45.5,,,2.75,2.25,57.99999999999999,68.0,,,1.75,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,-12.699999999999989,-12.699999999999989,-35.0,2.0,,,,0.0,0.0,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6875,0.35714285714285715,0.33035714285714285,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,,,,,,,0.75,0.75,0.0,6,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.6633333333333333,0.6633333333333333,0.33166666666666667,-0.6633333333333333,0.33166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0
Matthew Riddle,Greg Soto,-230.0,190.0,43.4783,190.0,2010-03-27,"Newark, New Jersey, USA", USA,Matthew Riddle,,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.42,170.0,1.0,0.0,0.0,45.75,63.800000000000004,1.0,3.75,50.3,3.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Southpaw,185.42,187.96,170.0,24.0,23.0,0.0,,,,,neither,DQ,3.0,1:30,690.0,,,,,,,1,1500.0,1500.0,45.75,,,,63.800000000000004,,,,3.75,,50.3,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,5.079999999999984,2.5400000000000205,0.0,1.0,,,,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.696969696969697,0.3448275862068966,0.35214211076280044,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,,,,,,,0.75,0.5,0.25,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0
Nate Diaz,Rory Markham,-235.0,195.0,42.5532,195.0,2010-03-27,"Newark, New Jersey, USA", USA,Nate Diaz,,Welterweight,MALE,3.0,1.0,0.0,0.0,4.0,27.500000000000004,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,180.34,170.0,1.0,0.0,0.0,23.0,40.9,1.4444,1.3333,47.599999999999994,5.0,3.0,20.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,6.0,Southpaw,182.88,193.04,170.0,24.0,28.0,0.0,,,,,neither,KO/TKO,1.0,2:47,167.0,,,,,,,1,1500.0,1500.0,23.0,4.0,,,40.9,27.500000000000004,,,1.3333,0.0,47.599999999999994,0.0,,,1.4444,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,0.0,12.699999999999989,0.0,-4.0,,,,1.0,0.0,0,0.0,0.8333333333333334,0.0,1.0,0.0,0.0,-1.0,0.8333333333333334,0.0,0.7014925373134329,0.3389830508474576,0.36250948646597525,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,4.0,18.0,1.0,0.0,,,,,,,0.6666666666666666,0.5,0.16666666666666663,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.8291666666666667,0.995,0.0,-0.995,0.8291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.16666666666666663,0
Ross Pearson,Dennis Siver,-220.0,180.0,45.4545,180.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Ross Pearson,,Lightweight,MALE,3.0,0.0,3.0,0.0,20.0,32.9,0.2857,0.2857,21.4,3.0,3.0,13.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Orthodox,167.64,177.8,145.0,0.0,2.0,0.0,66.5,52.5,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Orthodox,172.72,175.26,155.0,25.0,31.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,1,1500.0,1500.0,66.5,20.0,,,52.5,32.9,,,0.0,0.2857,0.0,21.4,,,0.0,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,5.0800000000000125,-2.5400000000000205,10.0,-6.0,,,,0.0,0.0,1,0.0,0.0,0.5,0.75,0.25,0.0,-0.75,-0.25,0.5,0.6875,0.35714285714285715,0.33035714285714285,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,-1.0,-8.0,1.0,0.0,,,,,,,1.0,0.5714285714285714,0.4285714285714286,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.74625,0.24875,-0.74625,-0.24875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.4285714285714286,0
Charlie Brenneman,Jason High,173.0,-205.0,173.0,48.7805,2010-03-31,"Charlotte, North Carolina, USA", USA,Charlie Brenneman,,Welterweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,180.34,155.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,29.0,28.0,0.0,,,,,neither,U-DEC,3.0,5:00,900.0,,,,,,,1,1500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,5.0800000000000125,2.539999999999992,0.0,1.0,,,,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663003663003663,0.6721311475409836,-0.3058307812406173,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.5,0.5,0.0,5,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0
Kenny Florian,Takanori Gomi,-360.0,300.0,27.7778,300.0,2010-03-31,"Charlotte, North Carolina, USA", USA,Kenny Florian,,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,177.8,155.0,0.0,1.0,0.0,23.6154,49.1,0.8462,1.5385,47.5,6.0,3.0,28.0,3.0,0.0,0.0,1.0,2.0,6.0,1.0,10.0,Southpaw,177.8,187.96,145.0,33.0,31.0,0.0,,,,,neither,SUB,3.0,2:52,772.0,,,,,,,1,1500.0,1500.0,23.6154,,,,49.1,,,,1.5385,,47.5,,,,0.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,0.0,0,0,0.0,7.6200000000000045,10.159999999999997,-10.0,2.0,,,,1.0,1.0,1,0.2,0.6,0.1,0.0,0.0,0.0,0.2,0.6,0.1,0.782608695652174,0.25,0.532608695652174,0,3.0,0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,6.0,28.0,3.0,0.0,,,,,,,0.7692307692307693,0.5,0.2692307692307693,4,0,5.902633333401366,0,5.902633333401366,0,0.0,0,0,0,0.199,0.597,0.0,0.0,0.199,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.5,0.2692307692307693,0
