fighter_a,fighter_b,a_odds,b_odds,a_expected_value,b_expected_value,event_date,location,country,winner,title_bout,weight_class,gender,num_rounds,b_lose_streak,b_win_streak,b_draws,b_slpm,b_str_acc,b_sub_avg,b_td_avg,b_td_acc,b_longest_win_streak,b_losses,b_total_rounds,b_title_bouts,b_wins_dec_maj,b_wins_dec_split,b_wins_dec,b_wins_ko,b_wins_sub,b_wins_tko_doc,b_wins,b_stance,b_height,b_reach,b_weight,a_lose_streak,a_win_streak,a_draws,a_slpm_x,a_str_acc_x,a_sub_avg_x,a_td_avg_x,a_td_acc_x,a_longest_win_streak,a_losses,a_total_rounds,a_title_bouts,a_wins_dec_maj,a_wins_dec_split,a_wins_dec,a_wins_ko,a_wins_sub,a_wins_tko_doc,a_wins,a_stance,a_height,a_reach,a_weight,a_age,b_age,empty_arena,b_wc_rank,a_wc_rank,a_pfp_rank,b_pfp_rank,better_rank,method,finish_round,finish_time,total_fight_time_secs,a_dec_odds,b_dec_odds,a_sub_odds,b_sub_odds,a_ko_odds,b_ko_odds,target,a_elo,b_elo,a_slpm_y,a_opp_slpm,a_sapm,a_opp_sapm,a_str_acc_y,a_opp_str_acc,a_str_def,a_opp_str_def,a_td_avg_y,a_opp_td_avg,a_td_acc_y,a_opp_td_acc,a_td_def,a_opp_td_def,a_sub_avg_y,a_opp_sub_avg,a_sig_str_landed,a_opp_sig_str_landed,a_sig_str_attempted,a_opp_sig_str_attempted,a_td_landed,a_opp_td_landed,a_td_attempted,a_opp_td_attempted,a_kd,a_opp_kd,a_sub_att,a_opp_sub_att,a_rev,a_opp_rev,a_ctrl_seconds,a_opp_ctrl_seconds,a_roll_slpm,a_roll_sapm,a_roll_str_acc,a_roll_str_def,a_roll_td_avg,a_roll_td_acc,a_roll_td_def,a_roll_sub_avg,a_roll_sig_str_landed,a_roll_sig_str_attempted,a_roll_td_landed,a_roll_td_attempted,a_roll_kd,a_roll_sub_att,a_roll_rev,a_roll_ctrl_seconds,a_roll_opp_slpm,a_roll_opp_sapm,a_roll_opp_str_acc,a_roll_opp_str_def,a_roll_opp_td_avg,a_roll_opp_td_acc,a_roll_opp_td_def,a_roll_opp_sub_avg,a_roll_opp_sig_str_landed,a_roll_opp_sig_str_attempted,a_roll_opp_td_landed,a_roll_opp_td_attempted,a_roll_opp_kd,a_roll_opp_sub_att,a_roll_opp_rev,a_roll_opp_ctrl_seconds,a_roll_won,a_current_win_streak,a_num_fights,a_days_since_last_fight,b_roll_slpm,b_roll_sapm,b_roll_str_acc,b_roll_str_def,b_roll_td_avg,b_roll_td_acc,b_roll_td_def,b_roll_sub_avg,b_roll_sig_str_landed,b_roll_sig_str_attempted,b_roll_td_landed,b_roll_td_attempted,b_roll_kd,b_roll_sub_att,b_roll_rev,b_roll_ctrl_seconds,b_roll_opp_slpm,b_roll_opp_sapm,b_roll_opp_str_acc,b_roll_opp_str_def,b_roll_opp_td_avg,b_roll_opp_td_acc,b_roll_opp_td_def,b_roll_opp_sub_avg,b_roll_opp_sig_str_landed,b_roll_opp_sig_str_attempted,b_roll_opp_td_landed,b_roll_opp_td_attempted,b_roll_opp_kd,b_roll_opp_sub_att,b_roll_opp_rev,b_roll_opp_ctrl_seconds,b_roll_won,b_current_win_streak,b_num_fights,b_days_since_last_fight,diff_roll_slpm,diff_roll_sapm,diff_roll_str_acc,diff_roll_str_def,diff_roll_td_avg,diff_roll_td_acc,diff_roll_td_def,diff_roll_sub_avg,diff_roll_sig_str_landed,diff_roll_td_landed,diff_roll_kd,diff_roll_won,diff_elo,diff_current_win_streak,diff_num_fights,diff_days_since_last_fight,diff_height,diff_reach,diff_weight,diff_age,a_strike_diff,b_strike_diff,diff_strike_diff,a_stance_enc,b_stance_enc,same_stance,a_ko_rate,a_sub_rate,a_dec_rate,b_ko_rate,b_sub_rate,b_dec_rate,diff_ko_rate,diff_sub_rate,diff_dec_rate,a_implied_prob,b_implied_prob,diff_implied_prob,is_title_bout,num_rounds_feat,is_empty_arena,a_wc_rank_feat,a_pfp_rank_feat,b_wc_rank_feat,b_pfp_rank_feat,diff_wc_rank,diff_pfp_rank,diff_lose_streak,diff_longest_win_streak,diff_total_rounds,diff_title_bouts,diff_draws,a_ko_odds_prob,a_sub_odds_prob,a_dec_odds_prob,b_ko_odds_prob,b_sub_odds_prob,b_dec_odds_prob,a_win_pct,b_win_pct,diff_win_pct,weight_class_enc,a_cage_rust,a_layoff_log,b_cage_rust,b_layoff_log,diff_cage_rust,diff_layoff_log,a_wc_move,b_wc_move,diff_wc_move,a_striker_edge,a_grappler_edge,b_striker_edge,b_grappler_edge,diff_striker_edge,diff_grappler_edge,a_fight_pace,b_fight_pace,diff_fight_pace,a_ctrl_efficiency,b_ctrl_efficiency,diff_ctrl_efficiency,a_adj_win_pct,b_adj_win_pct,diff_adj_win_pct,has_data
Clay Guida,Mark Madsen,150.0,-170.0,150.0,58.8235,2021-08-21,"Las Vegas, Nevada, USA",USA,Mark Madsen,,Lightweight,MALE,3.0,0.0,2.0,0.0,4.33,48.0,0.0,4.33,60.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,172.72,182.88,155.0,0.0,1.0,0.0,2.53,34.0,0.7,3.24,38.0,4.0,15.0,90.0,0.0,0.0,3.0,9.0,2.0,4.0,0.0,18.0,Orthodox,170.18,177.8,155.0,39.0,36.0,1.0,,,,,neither,S-DEC,3.0,5:00,900.0,275.0,120.0,900.0,600.0,700.0,700.0,0,1534.2114705528454,1544.9771697074434,2.53,4.33,,,34.0,48.0,,,3.24,4.33,38.0,60.0,,,0.7,0.0,,,,,,,,,,,,,,,,,15.321952911424006,,34.03823962880209,,3.029261312713543,37.449743614211364,,0.6562162886223843,,,,,,,,,15.85808118724794,,44.69454000141906,,1.202848017621204,36.81853377204022,,0.7912624626768964,,,,,,,,,0.4981337974927422,1,20,196.0,18.33,,75.0,,12.5,50.0,,0.0,,,,,,,,,2.4398859988596704,,49.849866680488844,,2.3849866680488843,77.69973336097769,,0.0,,,,,,,,,1.0,2,2,532.0,-3.0080470885759922,,-40.96176037119791,,-9.470738687286456,-12.550256385788636,,0.6562162886223843,,,,-0.5018662025072578,-10.765699154597996,-1,18,-336.0,-2.539999999999992,-5.079999999999984,0.0,3.0,,,,0.0,0.0,1,0.1111111111111111,0.2222222222222222,0.5,0.5,0.0,0.5,-0.3888888888888889,0.2222222222222222,0.0,0.4,0.6296296296296297,-0.22962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,2.0,86.0,0.0,0.0,0.125,0.1,0.26666666666666666,0.125,0.14285714285714285,0.45454545454545453,0.5454545454545454,1.0,-0.4545454545454546,4,0,5.2832037287379885,1,6.278521424165844,-1,-0.9953176954278558,0,0,0,0.11055555555555555,0.2211111111111111,0.4975,0.0,-0.3869444444444444,0.2211111111111111,15.321952911424006,18.33,-3.0080470885759922,0.0,0.0,0.0,0.5464781914252065,0.992805372974244,-0.4463271815490375,22
Parker Porter,Chase Sherman,170.0,-200.0,170.0,50.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Parker Porter,,Heavyweight,MALE,3.0,1.0,0.0,0.0,6.24,45.0,0.0,0.0,0.0,2.0,6.0,22.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,193.04,198.12,250.0,0.0,1.0,0.0,8.48,51.0,0.7,1.42,30.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,182.88,190.5,265.0,36.0,31.0,1.0,,,,,neither,U-DEC,3.0,5:00,900.0,450.0,300.0,900.0,1600.0,500.0,120.0,1,1501.6552293468878,1453.2009779535233,8.48,6.24,,,51.0,45.0,,,1.42,0.0,30.0,0.0,,,0.7,0.0,,,,,,,,,,,,,,,,,7.581088534522041,,44.76997333609777,,1.5253204004768652,100.0,,1.5097453338171096,,,,,,,,,3.9415721284471945,,30.66286662865569,,0.0,0.0,,1.6167693313291178,,,,,,,,,0.5575066659755579,1,2,266.0,36.41214910718046,,40.88911618612158,,0.0,0.0,,0.0,,,,,,,,,12.42126202605686,,32.621803540323114,,0.5293651760182967,18.574599575574037,,0.10577472746072838,,,,,,,,,0.32033729373069325,0,9,126.0,-28.83106057265842,,3.880857149976187,,1.5253204004768652,100.0,,1.5097453338171096,,,,0.23716937224486462,48.45425139336453,1,-7,140.0,-10.159999999999997,-7.6200000000000045,15.0,5.0,,,,0.0,0.0,1,0.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333,-0.6666666666666666,0.0,0.6666666666666667,0.37037037037037035,0.6666666666666666,-0.2962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,-1.0,-18.0,0.0,0.0,0.16666666666666666,0.1,0.18181818181818182,0.45454545454545453,0.058823529411764705,0.25,0.5,0.3333333333333333,0.16666666666666669,8,0,5.58724865840025,0,4.844187086458591,0,0.7430615719416584,0,0,0,0.0,0.0,0.6633333333333333,0.0,-0.6633333333333333,0.0,7.581088534522041,36.41214910718046,-28.83106057265842,0.0,0.0,0.0,0.5,0.3362222169522361,0.16377778304776391,11
Vinc Pichel,Austin Hubbard,-140.0,120.0,71.4286,120.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Vinc Pichel,,Lightweight,MALE,3.0,0.0,1.0,0.0,3.67,47.0,0.0,1.35,61.0,1.0,3.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,177.8,180.34,155.0,0.0,2.0,0.0,3.42,45.0,0.3,3.29,54.0,4.0,2.0,19.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,Orthodox,177.8,182.88,155.0,38.0,29.0,1.0,,,,,neither,U-DEC,3.0,5:00,900.0,140.0,180.0,1200.0,1000.0,700.0,550.0,1,1588.9133116152484,1500.6951794313334,3.42,3.67,,,45.0,47.0,,,3.29,1.35,54.0,61.0,,,0.3,0.0,,,,,,,,,,,,,,,,,16.43808946596999,,37.49235419653572,,3.7815319264935234,44.796958636824336,,0.32382843059510424,,,,,,,,,17.33144820975901,,43.826213546154094,,1.2881434705649866,32.54595601345248,,0.756166270483673,,,,,,,,,0.7971590226503955,2,8,371.0,3.3751606051620997,,45.523675797656075,,1.0348015790021026,61.806950626802795,,0.0,,,,,,,,,6.5884648143004085,,45.72164415139843,,3.0169456667740935,34.92591902202424,,0.23963626357949233,,,,,,,,,0.5575066659755579,1,6,126.0,13.062928860807892,,-8.031321601120354,,2.746730347491421,-17.00999198997846,,0.32382843059510424,,,,0.23965235667483764,88.21813218391503,1,2,245.0,0.0,2.539999999999992,0.0,9.0,,,,0.0,0.0,1,0.16666666666666666,0.0,0.8333333333333334,0.3333333333333333,0.0,0.6666666666666666,-0.16666666666666666,0.0,0.16666666666666674,0.5833333333333334,0.45454545454545453,0.12878787878787884,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.125,0.07692307692307693,0.4166666666666667,0.15384615384615385,0.09090909090909091,0.35714285714285715,0.75,0.5,0.25,4,1,5.918893854273146,0,4.844187086458591,1,1.074706767814555,0,0,0,0.16583333333333333,0.0,0.33166666666666667,0.0,-0.16583333333333333,0.0,16.43808946596999,3.3751606051620997,13.062928860807892,0.0,0.0,0.0,0.7785962627480193,0.5019218794378237,0.27667438331019556,14
Trevin Jones,Saidyokub Kakhramonov,-150.0,130.0,66.6667,130.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Saidyokub Kakhramonov,,Bantamweight,MALE,3.0,0.0,0.0,0.0,2.46,55.00000000000001,4.1,2.05,28.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,175.26,135.0,0.0,1.0,0.0,2.22,54.0,0.0,1.09,15.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,170.18,177.8,135.0,31.0,25.0,1.0,,,,,neither,SUB,3.0,4:39,879.0,550.0,275.0,400.0,700.0,150.0,600.0,0,1548.3355038821223,1500.0,2.22,2.46,,,54.0,55.00000000000001,,,1.09,2.05,15.0,28.000000000000004,,,0.0,4.1,,,,,,,,,,,,,,,,,2.1408255973461423,,34.00790662450903,,0.6522827991914028,11.15013331951116,,0.0,,,,,,,,,3.1833630627204355,,25.087799968900107,,0.2676031996682678,18.39771997719341,,0.0,,,,,,,,,1.0,2,2,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,48.33550388212234,2,2,-197.0,-2.539999999999992,2.5400000000000205,0.0,6.0,,,,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.43478260869565216,0.16521739130434782,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.4,0.2,0.15384615384615385,0.14285714285714285,0.125,0.26666666666666666,1.0,0.5,0.5,2,0,5.1298987149230735,0,5.902633333401366,0,-0.7727346184782924,0,0,0,0.995,0.0,0.0,0.0,0.995,0.0,2.1408255973461423,0.0,2.1408255973461423,0.0,0.0,0.0,1.0096190775248923,0.5,0.5096190775248923,2
Sasha Palatnikov,Ramiz Brahimaj,145.0,-165.0,145.0,60.6061,2021-08-21,"Las Vegas, Nevada, USA",USA,Ramiz Brahimaj,,Welterweight,MALE,3.0,1.0,0.0,0.0,3.15,36.0,1.0,2.05,100.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,1.0,0.0,0.0,6.69,53.0,0.0,0.72,100.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Switch,185.42,182.88,170.0,32.0,28.0,1.0,,,,,neither,SUB,1.0,2:33,153.0,330.0,330.0,1400.0,175.0,300.0,1100.0,0,1498.0214415020164,1473.6001505383715,6.69,3.15,,,53.0,36.0,,,0.72,2.05,100.0,100.0,,,0.0,1.0,,,,,,,,,,,,,,,,,4.225900528094729,,28.99034663072901,,0.45715546609995744,55.75066659755579,,0.0,,,,,,,,,8.730570005701647,,49.88498666804888,,1.020237198735271,32.335386626582356,,0.16725199979266736,,,,,,,,,0.44249333402444213,0,2,133.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,3.87,,49.0,,1.9,55.00000000000001,,0.5,,,,,,,,,0.0,0,1,287.0,4.225900528094729,,28.99034663072901,,0.45715546609995744,55.75066659755579,,0.0,,,,0.44249333402444213,24.42129096364488,0,1,-154.0,7.619999999999976,0.0,0.0,4.0,,,,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40816326530612246,0.6226415094339622,-0.21447824412783978,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.25,0.06666666666666667,0.23255813953488372,0.08333333333333333,0.36363636363636365,0.23255813953488372,0.5,0.0,0.5,5,0,4.897839799950911,0,5.662960480135946,0,-0.765120680185035,0,0,0,0.995,0.0,0.0,0.0,0.995,0.0,4.225900528094729,0.0,4.225900528094729,0.0,0.0,0.0,0.49921537965651136,0.0,0.49921537965651136,3
Brian Kelleher,Domingo Pilarte,-170.0,150.0,58.8235,150.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Brian Kelleher,,Bantamweight,MALE,3.0,1.0,0.0,0.0,1.31,47.0,0.8,1.2,42.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Southpaw,182.88,185.42,135.0,1.0,0.0,0.0,3.63,40.0,0.9,1.28,33.0,2.0,5.0,22.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,6.0,Switch,167.64,167.64,135.0,35.0,31.0,1.0,,,,,neither,U-DEC,3.0,5:00,900.0,500.0,350.0,400.0,550.0,150.0,800.0,1,1533.7116481789521,1450.6722892763491,3.63,1.31,,,40.0,47.0,,,1.28,1.2,33.0,42.0,,,0.9,0.8,,,,,,,,,,,,,,,,,11.884623645401195,,41.49949027666955,,1.1056626672658552,26.652313898705966,,0.7360894948023294,,,,,,,,,13.861546258073272,,42.73192428869984,,3.361510885928917,53.06064105765768,,0.7384585925118365,,,,,,,,,0.48048846597028116,0,11,189.0,2.0511501333195112,,50.55750666597556,,2.0334503999585336,42.0,,1.3557506665975558,,,,,,,,,1.910509332365781,,35.30992000829331,,0.8849866680488843,11.062333350611054,,1.0,,,,,,,,,0.0,0,2,560.0,9.833473512081683,,-9.058016389306012,,-0.9277877326926784,-15.347686101294034,,-0.6196611717952264,,,,0.48048846597028116,83.039358902603,0,9,-371.0,-15.240000000000009,-17.78,0.0,4.0,,,,2.0,1.0,0,0.3333333333333333,0.5,0.16666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.5,0.16666666666666666,0.6296296296296297,0.4,0.22962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.4,0.2,0.16666666666666666,0.1111111111111111,0.15384615384615385,0.2222222222222222,0.5454545454545454,0.5,0.045454545454545414,2,0,5.247024072160486,1,6.329720905522696,-1,-1.0826968333622098,0,0,0,0.33166666666666667,0.4975,0.0,0.995,0.33166666666666667,-0.4975,11.884623645401195,2.0511501333195112,9.833473512081683,0.0,0.0,0.0,0.5572656188544988,0.4925143971173659,0.06475122173713288,13
Bea Malecki,Josiane Nunes,-155.0,135.0,64.5161,135.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Josiane Nunes,,Women's Bantamweight,FEMALE,3.0,0.0,0.0,0.0,10.61,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,157.48,170.18,135.0,0.0,2.0,0.0,6.84,46.0,1.1,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,175.26,187.96,135.0,29.0,27.0,1.0,,,,,neither,KO/TKO,1.0,4:54,294.0,165.0,330.0,550.0,1200.0,350.0,400.0,0,1543.7005012188422,1500.0,6.84,10.61,,,46.0,40.0,,,0.0,0.0,0.0,0.0,,,1.1,0.0,,,,,,,,,,,,,,,,,2.72,,26.0,,0.0,0.0,,4.3,,,,,,,,,1.9,,42.34503999585335,,0.8,100.0,,0.8,,,,,,,,,1.0,2,2,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,365.0,,,,,,,,,,,,,43.70050121884219,2,2,160.0,17.78,17.78,0.0,2.0,,,,0.0,1.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.6078431372549019,0.425531914893617,0.18231122236128489,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.2222222222222222,0.15384615384615385,0.37735849056603776,0.2,0.07692307692307693,0.23255813953488372,1.0,0.5,0.5,2,1,6.26530121273771,0,5.902633333401366,1,0.36266787933634426,0,0,0,0.0,0.4975,0.0,0.0,0.0,0.4975,2.72,0.0,2.72,0.0,0.0,0.0,0.987026470918555,0.5,0.487026470918555,2
William Knight,Fabio Cherant,-170.0,150.0,58.8235,150.0,2021-08-21,"Las Vegas, Nevada, USA",USA,William Knight,,Light Heavyweight,MALE,3.0,2.0,0.0,0.0,2.01,47.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,185.42,187.96,205.0,1.0,0.0,0.0,3.55,72.0,0.3,2.36,53.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,177.8,185.42,205.0,33.0,26.0,1.0,,,,,neither,KO/TKO,1.0,3:58,238.0,350.0,450.0,1400.0,600.0,120.0,500.0,1,1499.9541875452437,1475.8805521563313,3.55,2.01,,,72.0,47.0,,,2.36,0.0,53.0,0.0,,,0.3,0.0,,,,,,,,,,,,,,,,,4.909604668774549,,75.76997333609776,,2.993643467343954,54.76997333609777,,0.16725199979266736,,,,,,,,,4.839411601389129,,48.53994667219555,,1.874038798569405,56.132573325731144,,0.16725199979266736,,,,,,,,,0.44249333402444213,0,2,133.0,1.0,,30.0,,0.0,0.0,,0.0,,,,,,,,,3.31,,48.0,,0.39,14.000000000000002,,0.4,,,,,,,,,0.0,0,1,147.0,3.9096046687745494,,45.76997333609776,,2.993643467343954,54.76997333609777,,0.16725199979266736,,,,0.44249333402444213,24.073635388912408,0,1,-14.0,-7.619999999999976,-2.5400000000000205,0.0,7.0,,,,0.0,1.0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6296296296296297,0.4,0.22962962962962963,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,-1.0,3.0,7.0,0.0,0.0,0.45454545454545453,0.06666666666666667,0.2222222222222222,0.16666666666666666,0.14285714285714285,0.18181818181818182,0.75,0.0,0.75,7,0,4.897839799950911,0,4.997212273764115,0,-0.09937247381320358,0,0,0,0.6633333333333333,0.0,0.0,0.0,0.6633333333333333,0.0,4.909604668774549,1.0,3.9096046687745494,0.0,0.0,0.0,0.7562653583364133,0.0,0.7562653583364133,3
Alexandre Pantoja,Brandon Royval,-170.0,150.0,58.8235,150.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Alexandre Pantoja,,Flyweight,MALE,3.0,1.0,0.0,0.0,3.44,41.0,1.7,1.16,100.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Southpaw,175.26,172.72,125.0,0.0,1.0,0.0,4.24,48.0,1.1,1.26,38.0,3.0,3.0,24.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,7.0,Orthodox,165.1,170.18,125.0,31.0,29.0,1.0,6.0,3.0,,,Red,SUB,2.0,1:46,406.0,165.0,350.0,450.0,600.0,400.0,700.0,1,1575.6691708408193,1524.7731088620947,4.24,3.44,,,48.0,41.0,,,1.26,1.16,38.0,100.0,,,1.1,1.7,,,,,,,,,,,,,,,,,23.94926609299585,,45.84051220110076,,0.9874302227452273,41.41816775333761,,1.3228785309375788,,,,,,,,,11.2723539297332,,32.727573126908766,,1.4832271220558015,26.725012304511367,,0.7611258440483891,,,,,,,,,0.6582715004684805,1,10,196.0,2.2411723013255416,,37.17418539717329,,1.0300936886664291,74.00789501051268,,2.4992446411657365,,,,,,,,,3.870740919154938,,38.42897260703178,,1.994609306864422,39.50645781711295,,0.5182047338897481,,,,,,,,,0.5874010519681995,0,3,273.0,21.708093791670308,,8.666326803927468,,-0.04266346592120185,-32.58972725717507,,-1.1763661102281577,,,,0.07087044850028101,50.896061978724674,1,7,-77.0,-10.159999999999997,-2.539999999999992,0.0,2.0,,,,0.0,1.0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,0.2857142857142857,-0.7142857142857143,0.2857142857142857,0.6296296296296297,0.4,0.22962962962962963,0,3.0,1,3.0,16.0,6.0,16.0,-3.0,0.0,-1.0,1.0,19.0,0.0,0.0,0.2,0.18181818181818182,0.37735849056603776,0.125,0.14285714285714285,0.2222222222222222,0.7,0.6666666666666666,0.033333333333333326,1,0,5.2832037287379885,0,5.6131281063880705,0,-0.329924377650082,0,0,0,0.28428571428571425,0.28428571428571425,0.0,0.995,0.28428571428571425,-0.7107142857142857,23.94926609299585,2.2411723013255416,21.708093791670308,0.0,0.0,0.0,0.7157012480338465,0.6785892163680126,0.03711203166583388,13
Roosevelt Roberts,Ignacio Bahamondes,-155.0,135.0,64.5161,135.0,2021-08-21,"Las Vegas, Nevada, USA",USA,Ignacio Bahamondes,,Lightweight,MALE,3.0,1.0,0.0,0.0,7.56,42.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,190.5,155.0,1.0,0.0,0.0,3.14,44.0,0.9,1.44,28.999999999999996,3.0,2.0,16.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,Orthodox,187.96,185.42,155.0,27.0,23.0,1.0,,,,,neither,KO/TKO,3.0,4:55,895.0,180.0,330.0,330.0,1600.0,800.0,350.0,0,1531.1804298667105,1479.3569111277723,3.14,7.56,,,44.0,42.0,,,1.44,0.0,28.999999999999996,0.0,,,0.9,0.0,,,,,,,,,,,,,,,,,4.300115778824135,,47.393517550245306,,1.659143938475838,54.58134215178716,,0.8393517550245296,,,,,,,,,4.443564469495917,,36.37188966388998,,1.0620551533035931,22.735605689949757,,0.6826513936588307,,,,,,,,,0.4362229988393731,0,7,343.0,7.91,,41.0,,0.0,0.0,,0.0,,,,,,,,,5.57,,51.0,,0.0,0.0,,0.0,,,,,,,,,0.0,0,1,133.0,-3.6098842211758653,,6.393517550245306,,1.659143938475838,54.58134215178716,,0.8393517550245296,,,,0.4362229988393731,51.82351873893822,0,6,210.0,-2.539999999999992,-5.0800000000000125,0.0,4.0,,,,0.0,0.0,1,0.0,0.6,0.4,1.0,0.0,0.0,-1.0,0.6,0.4,0.6078431372549019,0.425531914893617,0.18231122236128489,0,3.0,1,16.0,16.0,16.0,16.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.1111111111111111,0.23255813953488372,0.35714285714285715,0.2222222222222222,0.058823529411764705,0.23255813953488372,0.7142857142857143,0.5,0.2142857142857143,4,0,5.840641657373398,0,4.897839799950911,0,0.942801857422487,0,0,0,0.0,0.597,0.995,0.0,-0.995,0.597,4.300115778824135,7.91,-3.6098842211758653,0.0,0.0,0.0,0.7250228840981406,0.5163056503048149,0.20871723379332574,8
