event_date,tour,tourney_name,bucket,round,winner,loser_name,player_a,player_b,candidate_source,candidate_date,candidate_names,candidate_tournament,candidate_has_numeric_odds,classification
2022-01-03,atp,Atp Cup,Atp Cup 2022,RR,Hubert Hurkacz,Aristotelis Thanos,Aristotelis Thanos,Hubert Hurkacz,,,,,False,source_absent
2022-01-03,atp,Atp Cup,Atp Cup 2022,RR,Jannik Sinner,Max Purcell,Jannik Sinner,Max Purcell,,,,,False,source_absent
2022-01-03,atp,Atp Cup,Atp Cup 2022,SF,Pablo Carreno Busta,Jan Zielinski,Jan Zielinski,Pablo Carreno Busta,betexplorer_team_events,2022-01-07,Carreno-Busta P. vs Zielinski J.,atp-cup-2022,False,source_has_no_numeric_odds
2022-01-03,wta,Melbourne 1,Melbourne 1 2022,R32,Qinwen Zheng,Mai Hontama,Mai Hontama,Qinwen Zheng,tennis_data,2022-01-05,Zheng Q. vs Hontama M.,Melbourne Summer Set 1,False,source_has_no_numeric_odds
2022-02-14,atp,Rio de Janeiro,Rio de Janeiro 2022,R16,Francisco Cerundolo,Roberto Carballes Baena,Francisco Cerundolo,Roberto Carballes Baena,tennis_data,2022-02-17,Cerundolo F. vs Carballes Baena R.,Rio Open,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ARG vs CZE,Davis Cup QLS R1: ARG vs CZE 2022,RR,Diego Schwartzman,Tomas Machac,Diego Schwartzman,Tomas Machac,betexplorer_team_events,2022-03-04,Schwartzman D. vs Machac T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ARG vs CZE,Davis Cup QLS R1: ARG vs CZE 2022,RR,Federico Coria,Vit Kopriva,Federico Coria,Vit Kopriva,betexplorer_team_events,2022-03-05,Coria F. vs Kopriva V.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ARG vs CZE,Davis Cup QLS R1: ARG vs CZE 2022,RR,Sebastian Baez,Jiri Lehecka,Jiri Lehecka,Sebastian Baez,betexplorer_team_events,2022-03-04,Baez S. vs Lehecka J.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUS vs HUN,Davis Cup QLS R1: AUS vs HUN 2022,RR,Alex De Minaur,Marton Fucsovics,Alex De Minaur,Marton Fucsovics,betexplorer_team_events,2022-03-05,De Minaur A. vs Fucsovics M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUS vs HUN,Davis Cup QLS R1: AUS vs HUN 2022,RR,Alex De Minaur,Zsombor Piros,Alex De Minaur,Zsombor Piros,betexplorer_team_events,2022-03-04,De Minaur A. vs Piros Z.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUS vs HUN,Davis Cup QLS R1: AUS vs HUN 2022,RR,Marton Fucsovics,Thanasi Kokkinakis,Marton Fucsovics,Thanasi Kokkinakis,betexplorer_team_events,2022-03-04,Fucsovics M. vs Kokkinakis T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUS vs HUN,Davis Cup QLS R1: AUS vs HUN 2022,RR,Thanasi Kokkinakis,Zsombor Piros,Thanasi Kokkinakis,Zsombor Piros,betexplorer_team_events,2022-03-05,Kokkinakis T. vs Piros Z.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUT vs KOR,Davis Cup QLS R1: AUT vs KOR 2022,RR,Dennis Novak,Ji Sung Nam,Dennis Novak,Ji Sung Nam,betexplorer_team_events,2022-03-03,Novak D. vs Nam Ji S.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUT vs KOR,Davis Cup QLS R1: AUT vs KOR 2022,RR,Soon Woo Kwon,Dennis Novak,Dennis Novak,Soon Woo Kwon,betexplorer_team_events,2022-03-05,Kwon S. vs Novak D.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: AUT vs KOR,Davis Cup QLS R1: AUT vs KOR 2022,RR,Soon Woo Kwon,Jurij Rodionov,Jurij Rodionov,Soon Woo Kwon,betexplorer_team_events,2022-03-03,Kwon S. vs Rodionov J.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: BEL vs FIN,Davis Cup QLS R1: BEL vs FIN 2022,RR,David Goffin,Emil Ruusuvuori,David Goffin,Emil Ruusuvuori,betexplorer_team_events,2022-03-05,Goffin D. vs Ruusuvuori E.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: BEL vs FIN,Davis Cup QLS R1: BEL vs FIN 2022,RR,David Goffin,Otto Virtanen,David Goffin,Otto Virtanen,betexplorer_team_events,2022-03-04,Goffin D. vs Virtanen O.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: BEL vs FIN,Davis Cup QLS R1: BEL vs FIN 2022,RR,Emil Ruusuvuori,Zizou Bergs,Emil Ruusuvuori,Zizou Bergs,betexplorer_team_events,2022-03-04,Ruusuvuori E. vs Bergs Z.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: BEL vs FIN,Davis Cup QLS R1: BEL vs FIN 2022,RR,Zizou Bergs,Otto Virtanen,Otto Virtanen,Zizou Bergs,betexplorer_team_events,2022-03-05,Bergs Z. vs Virtanen O.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: CAN vs NED,Davis Cup QLS R1: CAN vs NED 2022,RR,Botic Van De Zandschulp,Alexis Galarneau,Alexis Galarneau,Botic Van De Zandschulp,betexplorer_team_events,2022-03-04,Van De Zandschulp B. vs Galarneau A.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: CAN vs NED,Davis Cup QLS R1: CAN vs NED 2022,RR,Robin Haase,Steven Diez,Robin Haase,Steven Diez,betexplorer_team_events,2022-03-05,Haase R. vs Diez S.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: CAN vs NED,Davis Cup QLS R1: CAN vs NED 2022,RR,Tallon Griekspoor,Steven Diez,Steven Diez,Tallon Griekspoor,betexplorer_team_events,2022-03-04,Griekspoor T. vs Diez S.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ESP vs ROU,Davis Cup QLS R1: ESP vs ROU 2022,RR,Carlos Alcaraz,Marius Copil,Carlos Alcaraz,Marius Copil,betexplorer_team_events,2022-03-04,Alcaraz C. vs Copil M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ESP vs ROU,Davis Cup QLS R1: ESP vs ROU 2022,RR,Roberto Bautista Agut,Gabi Adrian Boitan,Gabi Adrian Boitan,Roberto Bautista Agut,betexplorer_team_events,2022-03-04,Bautista-Agut R. vs Boitan G. A.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ESP vs ROU,Davis Cup QLS R1: ESP vs ROU 2022,RR,Roberto Bautista Agut,Marius Copil,Marius Copil,Roberto Bautista Agut,betexplorer_team_events,2022-03-05,Bautista-Agut R. vs Copil M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: FRA vs ECU,Davis Cup QLS R1: FRA vs ECU 2022,RR,Adrian Mannarino,Roberto Quiroz,Adrian Mannarino,Roberto Quiroz,betexplorer_team_events,2022-03-04,Mannarino A. vs Quiroz R.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: FRA vs ECU,Davis Cup QLS R1: FRA vs ECU 2022,RR,Arthur Rinderknech,Emilio Gomez,Arthur Rinderknech,Emilio Gomez,betexplorer_team_events,2022-03-04,Rinderknech A. vs Gomez E.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: FRA vs ECU,Davis Cup QLS R1: FRA vs ECU 2022,RR,Benjamin Bonzi,Cayetano March,Benjamin Bonzi,Cayetano March,,,,,False,source_absent
2022-03-04,atp,Davis Cup QLS R1: GER vs BRA,Davis Cup QLS R1: GER vs BRA 2022,RR,Alexander Zverev,Thiago Monteiro,Alexander Zverev,Thiago Monteiro,betexplorer_team_events,2022-03-05,Zverev A. vs Monteiro T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: GER vs BRA,Davis Cup QLS R1: GER vs BRA 2022,RR,Alexander Zverev,Thiago Seyboth Wild,Alexander Zverev,Thiago Seyboth Wild,betexplorer_team_events,2022-03-04,Zverev A. vs Seyboth Wild T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: GER vs BRA,Davis Cup QLS R1: GER vs BRA 2022,RR,Thiago Monteiro,Jan Lennard Struff,Jan Lennard Struff,Thiago Monteiro,betexplorer_team_events,2022-03-04,Monteiro T. vs Struff J-L.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ITA vs SVK,Davis Cup QLS R1: ITA vs SVK 2022,RR,Filip Horansky,Lorenzo Sonego,Filip Horansky,Lorenzo Sonego,betexplorer_team_events,2022-03-04,Horansky F. vs Sonego L.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ITA vs SVK,Davis Cup QLS R1: ITA vs SVK 2022,RR,Jannik Sinner,Filip Horansky,Filip Horansky,Jannik Sinner,betexplorer_team_events,2022-03-05,Sinner J. vs Horansky F.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ITA vs SVK,Davis Cup QLS R1: ITA vs SVK 2022,RR,Jannik Sinner,Norbert Gombos,Jannik Sinner,Norbert Gombos,betexplorer_team_events,2022-03-04,Sinner J. vs Gombos N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: ITA vs SVK,Davis Cup QLS R1: ITA vs SVK 2022,RR,Lorenzo Musetti,Norbert Gombos,Lorenzo Musetti,Norbert Gombos,betexplorer_team_events,2022-03-05,Musetti L. vs Gombos N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: KAZ vs NOR,Davis Cup QLS R1: KAZ vs NOR 2022,RR,Alexander Bublik,Casper Ruud,Alexander Bublik,Casper Ruud,betexplorer_team_events,2022-03-05,Bublik A. vs Ruud C.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: KAZ vs NOR,Davis Cup QLS R1: KAZ vs NOR 2022,RR,Alexander Bublik,Viktor Durasovic,Alexander Bublik,Viktor Durasovic,betexplorer_team_events,2022-03-04,Bublik A. vs Durasovic V.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: KAZ vs NOR,Davis Cup QLS R1: KAZ vs NOR 2022,RR,Casper Ruud,Mikhail Kukushkin,Casper Ruud,Mikhail Kukushkin,betexplorer_team_events,2022-03-04,Ruud C. vs Kukushkin M.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: SWE vs JPN,Davis Cup QLS R1: SWE vs JPN 2022,RR,Elias Ymer,Taro Daniel,Elias Ymer,Taro Daniel,betexplorer_team_events,2022-03-04,Ymer E. vs Daniel T.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: SWE vs JPN,Davis Cup QLS R1: SWE vs JPN 2022,RR,Elias Ymer,Yosuke Watanuki,Elias Ymer,Yosuke Watanuki,betexplorer_team_events,2022-03-05,Ymer E. vs Watanuki Y.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: SWE vs JPN,Davis Cup QLS R1: SWE vs JPN 2022,RR,Taro Daniel,Dragos Nicolae Madaras,Dragos Nicolae Madaras,Taro Daniel,betexplorer_team_events,2022-03-05,Daniel T. vs Madaras N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: SWE vs JPN,Davis Cup QLS R1: SWE vs JPN 2022,RR,Yosuke Watanuki,Dragos Nicolae Madaras,Dragos Nicolae Madaras,Yosuke Watanuki,betexplorer_team_events,2022-03-04,Watanuki Y. vs Madaras N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: USA vs COL,Davis Cup QLS R1: USA vs COL 2022,RR,Sebastian Korda,Nicolas Mejia,Nicolas Mejia,Sebastian Korda,betexplorer_team_events,2022-03-04,Korda S. vs Mejia N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: USA vs COL,Davis Cup QLS R1: USA vs COL 2022,RR,Taylor Fritz,Alejandro Gonzalez,Alejandro Gonzalez,Taylor Fritz,betexplorer_team_events,2022-03-04,Fritz T. vs Gonzalez A.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup QLS R1: USA vs COL,Davis Cup QLS R1: USA vs COL 2022,RR,Tommy Paul,Nicolas Mejia,Nicolas Mejia,Tommy Paul,betexplorer_team_events,2022-03-05,Paul T. vs Mejia N.,dc-wg-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG1 PO: CHI vs SLO,Davis Cup WG1 PO: CHI vs SLO 2022,RR,Diego Fernandez Flores,Sebastian Dominko,Diego Fernandez Flores,Sebastian Dominko,betexplorer_team_events,2022-03-05,Fernandez Flores D. vs Dominko S.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG1 PO: IND vs DEN,Davis Cup WG1 PO: IND vs DEN 2022,RR,Ramkumar Ramanathan,Johannes Ingildsen,Johannes Ingildsen,Ramkumar Ramanathan,betexplorer_team_events,2022-03-05,Ramanathan R. vs Ingildsen J.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG1 PO: PAK vs LTU,Davis Cup WG1 PO: PAK vs LTU 2022,RR,Aisam Ul Haq Qureshi,Edas Butvilas,Aisam Ul Haq Qureshi,Edas Butvilas,betexplorer_team_events,2022-03-05,Qureshi A. vs Butvilas E.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG1 PO: UZB vs TUR,Davis Cup WG1 PO: UZB vs TUR 2022,RR,Sanjar Fayziev,Cem Ilkel,Cem Ilkel,Sanjar Fayziev,betexplorer_team_events,2022-03-04,Fayziev S. vs Ilkel C.,dc-wg1-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG2 PO: EGY vs CYP,Davis Cup WG2 PO: EGY vs CYP 2022,RR,Amr Elsayed Abdou Ahmed Mohamed,Stylianos Christodoulou,Amr Elsayed Abdou Ahmed Mohamed,Stylianos Christodoulou,betexplorer_team_events,2022-03-05,Elsayed A. vs Christodoulou S.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG2 PO: GRE vs JAM,Davis Cup WG2 PO: GRE vs JAM 2022,RR,Aristotelis Thanos,Blaise Bicknell,Aristotelis Thanos,Blaise Bicknell,betexplorer_team_events,2022-03-05,Thanos A. vs Bicknell B.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-03-04,atp,Davis Cup WG2 PO: HKG vs BEN,Davis Cup WG2 PO: HKG vs BEN 2022,RR,Sylvestre Monnou,Ki Lung Ng,Ki Lung Ng,Sylvestre Monnou,betexplorer_team_events,2022-03-05,Monnou S. vs Ng K. L.,dc-wg2-2022,False,source_has_no_numeric_odds
2022-04-11,wta,BJK Cup G1 RR: SLO vs GEO,BJK Cup G1 RR: SLO vs GEO 2022,RR,Kaja Juvan,Zoziya Kardava,Kaja Juvan,Zoziya Kardava,betexplorer_team_events,2022-04-11,Juvan K. vs Kardava Z.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-11,wta,BJK Cup G1 RR: SRB vs EST,BJK Cup G1 RR: SRB vs EST 2022,RR,Maileen Nuudi,Dejana Radanovic,Dejana Radanovic,Maileen Nuudi,betexplorer_team_events,2022-04-11,Nuudi M. vs Radanovic D.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-11,wta,BJK Cup G1 RR: SWE vs CRO,BJK Cup G1 RR: SWE vs CRO 2022,RR,Petra Marcinko,Jacqueline Cabaj Awad,Jacqueline Cabaj Awad,Petra Marcinko,betexplorer_team_events,2022-04-11,Marcinko P. vs Cabaj Awad J.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-11,wta,BJK Cup G1 RR: TUR vs DEN,BJK Cup G1 RR: TUR vs DEN 2022,RR,Ipek Oz,Sofia Nami Samavati,Ipek Oz,Sofia Nami Samavati,betexplorer_team_events,2022-04-11,Oz I. vs Samavati S. N.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-11,wta,BJK Cup G1 RR: TUR vs DEN,BJK Cup G1 RR: TUR vs DEN 2022,RR,Pemra Ozgen,Johanne Christine Svendsen,Johanne Christine Svendsen,Pemra Ozgen,betexplorer_team_events,2022-04-11,Ozgen P. vs Svendsen J. C.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: CHN vs NZL,BJK Cup G1 RR: CHN vs NZL 2022,RR,Yue Yuan,Vivian Yang,Vivian Yang,Yue Yuan,betexplorer_team_events,2022-04-12,Yuan Y. vs Yang V.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: CRO vs BUL,BJK Cup G1 RR: CRO vs BUL 2022,RR,Petra Marcinko,Julia Terziyska,Julia Terziyska,Petra Marcinko,betexplorer_team_events,2022-04-12,Marcinko P. vs Terziyska J.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: HUN vs TUR,BJK Cup G1 RR: HUN vs TUR 2022,RR,Panna Udvardy,Pemra Ozgen,Panna Udvardy,Pemra Ozgen,betexplorer_team_events,2022-04-12,Udvardy P. vs Ozgen P.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: KOR vs INA,BJK Cup G1 RR: KOR vs INA 2022,RR,Na Lae Han,Beatrice Gumulya,Beatrice Gumulya,Na Lae Han,betexplorer_team_events,2022-04-12,Han N. vs Gumulya B.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: SRB vs DEN,BJK Cup G1 RR: SRB vs DEN 2022,RR,Johanne Christine Svendsen,Dejana Radanovic,Dejana Radanovic,Johanne Christine Svendsen,betexplorer_team_events,2022-04-12,Svendsen J. C. vs Radanovic D.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G1 RR: SWE vs GEO,BJK Cup G1 RR: SWE vs GEO 2022,RR,Jacqueline Cabaj Awad,Tamari Gagoshidze,Jacqueline Cabaj Awad,Tamari Gagoshidze,betexplorer_team_events,2022-04-12,Cabaj Awad J. vs Gagoshidze T.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G2 RR: FIN vs LTU,BJK Cup G2 RR: FIN vs LTU 2022,RR,Andre Lukosiute,Ella Haavisto,Andre Lukosiute,Ella Haavisto,betexplorer_team_events,2022-04-12,Lukosiute A. vs Haavisto E.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-12,wta,BJK Cup G2 RR: LUX vs ISR,BJK Cup G2 RR: LUX vs ISR 2022,RR,Nicole Khirin,Marie Weckerle,Marie Weckerle,Nicole Khirin,betexplorer_team_events,2022-04-12,Khirin N. vs Weckerle M.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: ARG vs COL,BJK Cup G1 RR: ARG vs COL 2022,RR,Solana Sierra,Yuliana Lizarazo,Solana Sierra,Yuliana Lizarazo,betexplorer_team_events,2022-04-13,Sierra S. vs Lizarazo Y.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: AUT vs GEO,BJK Cup G1 RR: AUT vs GEO 2022,RR,Sinja Kraus,Nino Natsvlishvili,Nino Natsvlishvili,Sinja Kraus,betexplorer_team_events,2022-04-13,Kraus S. vs Natsvlishvili N.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: BRA vs GUA,BJK Cup G1 RR: BRA vs GUA 2022,RR,Carolina Alves,Melisa Morales,Carolina Alves,Melisa Morales,betexplorer_team_events,2022-04-13,Alves C. vs Morales M.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: HUN vs DEN,BJK Cup G1 RR: HUN vs DEN 2022,RR,Reka Luca Jani,Rebecca Munk Mortensen,Rebecca Munk Mortensen,Reka Luca Jani,betexplorer_team_events,2022-04-13,Jani R-L. vs Munk Mortensen R.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: JPN vs INA,BJK Cup G1 RR: JPN vs INA 2022,RR,Moyuka Uchijima,Fadona Titalyana Kusumawati,Fadona Titalyana Kusumawati,Moyuka Uchijima,betexplorer_team_events,2022-04-13,Uchijima M. vs Kusumawati F. T.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: MEX vs CHI,BJK Cup G1 RR: MEX vs CHI 2022,RR,Marcela Zacarias,Barbara Gatica,Barbara Gatica,Marcela Zacarias,betexplorer_team_events,2022-04-13,Zacarias M. vs Gatica B.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G1 RR: PAR vs ECU,BJK Cup G1 RR: PAR vs ECU 2022,RR,Leyla Fiorella Britez Risso,Charlotte Roemer,Charlotte Roemer,Leyla Fiorella Britez Risso,betexplorer_team_events,2022-04-13,Britez Risso L. F. vs Roemer C.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G2 RR: FIN vs ISR,BJK Cup G2 RR: FIN vs ISR 2022,RR,Nicole Khirin,Stella Remander,Nicole Khirin,Stella Remander,betexplorer_team_events,2022-04-13,Khirin N. vs Remander S.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-13,wta,BJK Cup G2 RR: LUX vs LTU,BJK Cup G2 RR: LUX vs LTU 2022,RR,Andre Lukosiute,Marie Weckerle,Andre Lukosiute,Marie Weckerle,betexplorer_team_events,2022-04-13,Lukosiute A. vs Weckerle M.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G1 RR: CHN vs KOR,BJK Cup G1 RR: CHN vs KOR 2022,RR,Lin Zhu,Sohyun Park,Lin Zhu,Sohyun Park,betexplorer_team_events,2022-04-14,Zhu L. vs Park S.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G1 RR: CRO vs GEO,BJK Cup G1 RR: CRO vs GEO 2022,RR,Petra Marcinko,Nino Natsvlishvili,Nino Natsvlishvili,Petra Marcinko,betexplorer_team_events,2022-04-14,Marcinko P. vs Natsvlishvili N.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G1 RR: MEX vs ECU,BJK Cup G1 RR: MEX vs ECU 2022,RR,Giuliana Olmos,Tania Isabel Andrade Sabando,Giuliana Olmos,Tania Isabel Andrade Sabando,betexplorer_team_events,2022-04-14,Olmos G. vs Andrade Sabando T. I.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G1 RR: PAR vs CHI,BJK Cup G1 RR: PAR vs CHI 2022,RR,Barbara Gatica,Leyla Fiorella Britez Risso,Barbara Gatica,Leyla Fiorella Britez Risso,betexplorer_team_events,2022-04-14,Gatica B. vs Britez Risso L. F.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G1 RR: PAR vs CHI,BJK Cup G1 RR: PAR vs CHI 2022,RR,Fernanda Labrana,Paulina Franco Martinessi,Fernanda Labrana,Paulina Franco Martinessi,betexplorer_team_events,2022-04-14,Labrana F. vs Franco Martinessi P.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-14,wta,BJK Cup G2 RR: LTU vs ISR,BJK Cup G2 RR: LTU vs ISR 2022,RR,Andre Lukosiute,Nicole Khirin,Andre Lukosiute,Nicole Khirin,betexplorer_team_events,2022-04-14,Lukosiute A. vs Khirin N.,bjk-g2-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: ARG vs GUA,BJK Cup G1 RR: ARG vs GUA 2022,RR,Solana Sierra,Melisa Morales,Melisa Morales,Solana Sierra,betexplorer_team_events,2022-04-15,Sierra S. vs Morales M.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: BRA vs COL,BJK Cup G1 RR: BRA vs COL 2022,RR,Carolina Alves,Yuliana Lizarazo,Carolina Alves,Yuliana Lizarazo,betexplorer_team_events,2022-04-15,Alves C. vs Lizarazo Y.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: CHI vs ECU,BJK Cup G1 RR: CHI vs ECU 2022,RR,Barbara Gatica,Valeska Alexandra San Martin Ramirez,Barbara Gatica,Valeska Alexandra San Martin Ramirez,betexplorer_team_events,2022-04-15,Gatica B. vs San Martin Ramirez V.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: CHI vs ECU,BJK Cup G1 RR: CHI vs ECU 2022,RR,Daniela Seguel,Charlotte Roemer,Charlotte Roemer,Daniela Seguel,betexplorer_team_events,2022-04-15,Seguel D. vs Roemer C.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: CHN vs INA,BJK Cup G1 RR: CHN vs INA 2022,RR,Yue Yuan,Fadona Titalyana Kusumawati,Fadona Titalyana Kusumawati,Yue Yuan,betexplorer_team_events,2022-04-15,Yuan Y. vs Kusumawati F. T.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: HUN vs EST,BJK Cup G1 RR: HUN vs EST 2022,RR,Panna Udvardy,Katriin Saar,Katriin Saar,Panna Udvardy,betexplorer_team_events,2022-04-15,Udvardy P. vs Saar K.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: IND vs NZL,BJK Cup G1 RR: IND vs NZL 2022,RR,Rutuja Bhosale,Valentina Ivanov,Rutuja Bhosale,Valentina Ivanov,betexplorer_team_events,2022-04-15,Bhosale R. vs Ivanov V.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: JPN vs KOR,BJK Cup G1 RR: JPN vs KOR 2022,RR,Moyuka Uchijima,Sohyun Park,Moyuka Uchijima,Sohyun Park,betexplorer_team_events,2022-04-15,Uchijima M. vs Park S.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: PAR vs MEX,BJK Cup G1 RR: PAR vs MEX 2022,RR,Marcela Zacarias,Leyla Fiorella Britez Risso,Leyla Fiorella Britez Risso,Marcela Zacarias,betexplorer_team_events,2022-04-15,Zacarias M. vs Britez Risso L. F.,bjk-g1-2022,False,source_has_no_numeric_odds
2022-04-15,wta,BJK Cup G1 RR: SRB vs TUR,BJK Cup G1 RR: SRB vs TUR 2022,RR,Lola Radivojevic,Ayla Aksu,Ayla Aksu,Lola Radivojevic,betexplorer_team_events,2022-04-15,Radivojevic L. vs Aksu A.,bjk-g1-2022,False,source_has_no_numeric_odds
