tour,player_id,player_name,needs_age,needs_hand,needs_height,affected_rows,latest_event_date,missing_fields
atp,AC39,M. Zayid,False,False,True,1,2026-02-16,height_cm
wta,333126,Ada Kumru,False,False,True,4,2026-03-10,height_cm
wta,333812,Adelina Lachinova,False,False,True,4,2026-03-03,height_cm
wta,322631,Alana Smith,False,False,True,8,2025-11-03,height_cm
wta,334557,Alena Kovackova,False,False,True,1,2025-07-21,height_cm
wta,332575,Alevtina Ibragimova,False,False,True,4,2026-02-24,height_cm
wta,321880,Alicia Herrero Linana,False,False,True,10,2025-12-01,height_cm
wta,329198,Alina Charaeva,False,False,True,28,2026-03-10,height_cm
wta,331330,Alina Korneeva,False,False,True,23,2026-02-16,height_cm
wta,329250,Aliona Falei,False,False,True,3,2025-10-27,height_cm
wta,332718,Alisa Oktiabreva,False,False,True,4,2025-09-01,height_cm
wta,904523,Alyssa Ahn,False,False,True,1,2025-08-24,height_cm
wta,328131,Amarissa Toth,False,False,True,6,2026-02-24,height_cm
wta,331305,Ana Candiotto,False,False,True,5,2025-10-27,height_cm
wta,318790,Ana Filipa Santos,False,False,True,2,2026-02-16,height_cm
wta,331513,Analu Freitas,False,False,True,1,2025-07-14,height_cm
wta,326961,Anastasia Tikhonova,False,False,True,7,2026-02-16,height_cm
wta,328466,Anastasia Zolotareva,False,False,True,12,2026-02-24,height_cm
wta,332162,Anastasiia Gureva,False,False,True,2,2025-04-01,height_cm
wta,329858,Anastasiia Sobolieva,False,False,True,8,2026-02-16,height_cm
wta,330442,Anca Alexia Todoni,False,False,True,17,2025-09-08,height_cm
wta,328767,Ane Mintegi Del Olmo,False,False,True,5,2025-09-08,height_cm
wta,331776,Angelina Voloshchuk,False,False,True,6,2026-02-16,height_cm
wta,333703,Anna Frey,False,False,True,3,2026-02-16,height_cm
wta,324995,Anna Siskova,False,False,True,10,2026-02-16,height_cm
wta,331759,Anouck Vrancken Peeters,False,False,True,1,2025-06-09,height_cm
